"author_id","author_name","institution_id","inst_name","num_articles","min_pubyear","max_pubyear","journals"
A5082541625,Catharina Kunze,I201850948,Fulda University of Applied Sciences,1,1985,1985,{KJ}
A5082541625,Catharina Kunze,I4210142289,MVZ - Kurfürstendamm,1,1985,1985,{KJ}
A5082582065,Matthias Pechstein,I254029264,European University Viadrina,1,2014,2014,{JURA}
A5082674853,Matthias Bäcker,I8204097,Ludwig-Maximilians-Universität München,1,2014,2014,{JURA}
A5082681802,Monika Polzin,I119916105,Augsburg University,2,2017,2019,"{JURA,JURA}"
A5082681802,Monika Polzin,I179225836,University of Augsburg,2,2017,2019,"{JURA,JURA}"
A5082681802,Monika Polzin,I8204097,Ludwig-Maximilians-Universität München,1,2019,2019,{JURA}
A5082785953,Peter Allgayer,I4210145373,Federal Supreme Court of Switzerland,1,2015,2015,{JR}
A5082807285,Benedikt Iberl,I4210093065,Federal Employment Agency,1,2023,2023,{ZStW}
A5082869062,Michael W. Lutz,I114090438,Goethe University Frankfurt,1,1993,1993,{KJ}
A5082869062,Michael W. Lutz,I129877168,Carl von Ossietzky Universität Oldenburg,1,1993,1993,{KJ}
A5082869062,Michael W. Lutz,I159176309,Universität Hamburg,1,1993,1993,{KJ}
A5082869062,Michael W. Lutz,I32021983,Kiel University,1,1993,1993,{KJ}
A5082869062,Michael W. Lutz,I75951250,Freie Universität Berlin,1,1993,1993,{KJ}
A5082922419,Jennifer Antomo,I197323543,Johannes Gutenberg University Mainz,1,2021,2021,{JURA}
A5082924964,Sophie Lenski,I189712700,University of Konstanz,1,2016,2016,{JURA}
A5082941889,Rainer Wernsmann,I186354981,University of Passau,2,2009,2011,"{JURA,JURA}"
A5082951374,J. Haller,I190249584,Universität Innsbruck,1,1911,1911,{ZRG}
A5083028992,Selina Reif,I149899117,Max Planck Society,1,2017,2017,{BB}
A5083028992,Selina Reif,I4210134321,Max Planck Institute for Tax Law and Public Finance,1,2017,2017,{BB}
A5083041166,Hartmut Schiedermair,I85384741,Heidelberg University,1,1970,1970,{KJ}
A5083092910,Daniel Ulber,I180923762,University of Cologne,1,2016,2016,{JURA}
A5083104708,Felix Bünger,I4210164599,Clinical Research Center Kiel,1,2012,2012,{JURA}
A5083116203,Th. Mommsen,I192455969,York University,1,1895,1895,{ZRG}
A5083116203,Th. Mommsen,I4210135854,Bobst (Switzerland),1,1895,1895,{ZRG}
A5083132695,Felix Kastrup,I114090438,Goethe University Frankfurt,1,2014,2014,{JURA}
A5083150963,Kevin Schellenberg,I4210089832,Berufsgenossenschaft für Gesundheitsdienst und Wohlfahrtspflege,2,2020,2021,"{JURA,JURA}"
A5083150963,Kevin Schellenberg,I926574661,Leipzig University,2,2020,2021,"{JURA,JURA}"
A5083164967,Jonas Plebuch,I22465464,University of Münster,1,2020,2020,{ZRG}
A5083166491,Andrea Padovani,I9360294,University of Bologna,1,2022,2022,{ZRG}
A5083196395,Karl Kröpil,I155765044,University of Hildesheim,4,2011,2015,"{JURA,JR,JURA,JR}"
A5083207307,Knut Amelung,I78650965,TU Dresden,3,2008,2011,"{JR,ZStW,ZStW}"
A5083223817,Antonio Segura Serrano,I173304897,Universidad de Granada,1,2021,2021,"{ZaoRV,ZaoRV}"
A5083242474,Michael Jahn,I39343248,Humboldt-Universität zu Berlin,1,2015,2015,{JR}
A5083264659,Thorsten Keiser,I200763008,University of Giessen,2,2021,2021,"{ZRG,ZRG}"
A5083271909,Matthias Jahn,I114090438,Goethe University Frankfurt,2,2015,2016,"{JR,ZStW}"
A5083271909,Matthias Jahn,I181369854,Friedrich-Alexander-Universität Erlangen-Nürnberg,1,2006,2006,{ZStW}
A5083299033,Ulrich Vosgerau,I180923762,University of Cologne,1,2010,2010,{JR}
A5083308039,Piotr Góralski,I219388962,University of Wrocław,1,2022,2022,{ZStW}
A5083319518,John Gilchrist,I109144446,Bavarian Academy of Sciences and Humanities,1,1985,1985,{ZRG}
A5083319518,John Gilchrist,I135140700,University of Bonn,1,1985,1985,{ZRG}
A5083389015,Ruben J. Dillmann,I180923762,University of Cologne,1,2023,2023,{JURA}
A5083395122,Marju Luts-Sootak,I56085075,University of Tartu,1,2021,2021,{ZRG}
A5083412977,Martin Ebner,I4210159638,Hochschule Osnabrück,1,2021,2021,{ZStW}
A5083453415,Wolfram Heitzenröder,I10356626,Collegium Civitas,1,1983,1983,{ZRG}
A5083453415,Wolfram Heitzenröder,I4210090952,Dansk Selskab for Anæstesiologi og Intensiv Medicin (Denmark),1,1983,1983,{ZRG}
A5083453415,Wolfram Heitzenröder,I4210151724,Hospital de Tortosa Virgen de la Cinta,1,1983,1983,{ZRG}
A5083479969,Michaël Bothe,I4210088569,German United Services Trade Union,1,2008,2008,{KritV}
A5083543047,Andrea Ritschel,I4210162579,Francke Foundations,1,2008,2008,{JR}
A5083587846,Susanne Claus,I176453806,University of Potsdam,1,2009,2009,{JURA}
A5083590365,Astrid Strack,I74656192,University of Göttingen,1,2011,2011,{JURA}
A5083614058,Natalia Anna Jaekel,I4210107171,Federal Chancellery Republic of Austria,1,2010,2010,{JURA}
A5083647390,Éva Jakab,I3132075091,Károli Gáspár University of the Reformed Church in Hungary,2,2020,2020,"{ZRG,ZRG}"
A5083696894,Mathias Schmoeckel,I135140700,University of Bonn,27,2021,2023,"{ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG}"
A5083696894,Mathias Schmoeckel,I29236304,Advisory Board Company (United States),2,2021,2021,"{ZRG,ZRG}"
A5083696894,Mathias Schmoeckel,I4210094019,ift Rosenheim,3,2021,2021,"{ZRG,ZRG,ZRG}"
A5083696894,Mathias Schmoeckel,I4210115399,Institution de Lavigny,1,2023,2023,{ZRG}
A5083696894,Mathias Schmoeckel,I4210125361,Walter de Gruyter (Germany),6,2021,2023,"{ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG}"
A5083696894,Mathias Schmoeckel,I4210129850,Délégation Paris 6,4,2021,2023,"{ZRG,ZRG,ZRG,ZRG}"
A5083696894,Mathias Schmoeckel,I86843133,University of Pamplona,1,2023,2023,{ZRG}
A5083696894,Mathias Schmoeckel,I87707601,Deutsche Forschungsgemeinschaft,1,2022,2022,{ZRG}
A5083705221,Nurettin Fenercioglu,I4210094151,Verband der Privaten Krankenversicherung,1,2022,2022,{JR}
A5083705221,Nurettin Fenercioglu,I44260953,Heinrich Heine University Düsseldorf,1,2022,2022,{JR}
A5083705522,Elżbieta Hryniewicz-Lach,I59411706,Adam Mickiewicz University in Poznań,1,2019,2019,{ZStW}
A5083729783,Stephan Quensel,I114090438,Goethe University Frankfurt,1,1970,1970,{KJ}
A5083729783,Stephan Quensel,I200763008,University of Giessen,1,1970,1970,{KJ}
A5083729783,Stephan Quensel,I4210102839,Thüringer Aufbaubank,1,1970,1970,{KJ}
A5083747121,Patrick Zimmermann,I8204097,Ludwig-Maximilians-Universität München,3,2019,2022,"{JURA,JURA,JURA}"
A5083752526,LL.M. oec. Andreas Raschke,I4210154893,Altrecht GGZ,1,2013,2013,{JURA}
A5083757362,Elisa Hoven,I147765834,Leipzig University of Applied Sciences,1,2020,2020,{ZStW}
A5083757362,Elisa Hoven,I180923762,University of Cologne,4,2016,2018,"{ZStW,ZStW,ZStW,ZStW}"
A5083757362,Elisa Hoven,I926574661,Leipzig University,4,2020,2023,"{ZStW,ZStW,ZStW,ZStW}"
A5083781671,Miriam Bloß,I54009628,University of Bayreuth,1,2020,2020,{JURA}
A5083797696,Aniceto Masferrer,I16097986,Universitat de València,1,2019,2019,{ZStW}
A5083809877,Jens Dallmeyer,I114090438,Goethe University Frankfurt,1,2013,2013,{ZStW}
A5083810805,Georg Hermes,I114090438,Goethe University Frankfurt,1,2021,2021,{JURA}
A5083838057,Stefan Vogenauer,I149899117,Max Planck Society,2,2005,2012,"{JZ,RabelsZ}"
A5083838057,Stefan Vogenauer,I4210095813,Max Planck Institute for Legal History and Legal Theory,2,2005,2012,"{JZ,RabelsZ}"
A5083886752,Laura Katharina Sophia Neumann,I8204097,Ludwig-Maximilians-Universität München,2,2017,2017,"{JURA,ZStW}"
A5083892050,Walter Haensle,I8204097,Ludwig-Maximilians-Universität München,1,2009,2009,{JURA}
A5083904404,Stefan Braun,I4210097213,Stuttgart Observatory,1,2012,2012,{JR}
A5083919339,José A. Gutiérrez-Fons,I1320481043,European Union,1,2021,2021,"{ZaoRV,ZaoRV}"
A5083919339,José A. Gutiérrez-Fons,I32597200,Ghent University,1,2021,2021,{ZaoRV}
A5083933665,Vorsitzender Richter am LG Dr. Wern Hinz,I4210104827,Klinikum Itzehoe,2,2016,2016,"{JR,JR}"
A5084024406,Max Noll,I74656192,University of Göttingen,1,2022,2022,{ZaoRV}
A5084030780,Sven Korzilius,I223822909,Heidelberg University,1,2022,2022,{ZaoRV}
A5084030780,Sven Korzilius,I69737025,University of Chile,1,2022,2022,{ZaoRV}
A5084083156,Fabien Jobard,I75951250,Freie Universität Berlin,1,2012,2012,{ZStW}
A5084142788,Marianne Breithaupt,I4210145479,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,1,1993,1993,{KJ}
A5084151937,Helen Neitemeier,I90697900,EBS University of Business and Law,1,2022,2022,{JR}
A5084156550,Monika Schlachter,I4210097152,Institute for Labour Law and Industrial Relations in the European Union,1,2016,2016,{EuR}
A5084156550,Monika Schlachter,I89864525,Universität Trier,1,2016,2016,{EuR}
A5084198117,Lorena Bachmaier Winter,I121748325,Universidad Complutense de Madrid,2,2014,2017,"{ZStW,ZStW}"
A5084273021,Nando dalla Chiesa,I189158943,University of Milan,1,2021,2021,{ZStW}
A5084292158,Javier Wilenmann,I21067949,Adolfo Ibáñez University,1,2016,2016,{ZStW}
A5084301818,Caroline Glöckle,I186354981,University of Passau,1,2019,2019,{JURA}
A5084316230,Clemens Boehncke,I154149054,Hamburg Institute for Social Research,1,2023,2023,{ZRG}
A5084340406,Johanna Rinceanu,I4210112296,Max Planck Institute for Comparative and International Private Law,1,2009,2009,{ZStW}
A5084364564,Fernando Sempere Culler,I161046081,University of Freiburg,2,2020,2022,"{ZGR,ZGR}"
A5084364564,Fernando Sempere Culler,I4210112296,Max Planck Institute for Comparative and International Private Law,1,2020,2020,{ZGR}
A5084418136,Marcelo D. Lerman,I60668342,University of Regensburg,1,2015,2015,{ZStW}
A5084423283,Rolf Brück,I174183983,Maria Curie-Skłodowska University,1,1992,1992,{ZRG}
A5084423283,Rolf Brück,I2802442800,Deutsches Forschungsnetz,1,1992,1992,{ZRG}
A5084425762,Christian Kukuczka,I904495901,Ruhr University Bochum,1,2021,2021,{JURA}
A5084548120,Robert Esser,I186354981,University of Passau,2,2008,2013,"{JR,JURA}"
A5084570948,Johannes Lokin,I4210109447,Dialyse Centrum Groningen,1,2021,2021,{ZRG}
A5084573338,Robert Gmeiner,I90697900,EBS University of Business and Law,1,2019,2019,{JURA}
A5084591982,Kristian F. Stoffers,I20121455,Bielefeld University,1,2010,2010,{JR}
A5084622071,Tobias Mast,I4210163077,Institut für Lungenforschung,1,2022,2022,{JURA}
A5084670503,O. Pieper,I76198965,Friedrich Schiller University Jena,1,2022,2022,{JURA}
A5084683165,Stefan Mutter,I4210097213,Stuttgart Observatory,1,2009,2009,{ZGR}
A5084697976,Alexander Schiff,I161046081,University of Freiburg,1,2013,2013,{JURA}
A5084697976,Alexander Schiff,I909854389,London School of Economics and Political Science,1,2013,2013,{JURA}
A5084699166,Ulrich Mückenberger,I114112103,Leibniz University Hannover,1,1982,1982,{KJ}
A5084699166,Ulrich Mückenberger,I129877168,Carl von Ossietzky Universität Oldenburg,1,1982,1982,{KJ}
A5084699166,Ulrich Mückenberger,I180437899,University of Bremen,1,1982,1982,{KJ}
A5084699166,Ulrich Mückenberger,I2802249761,Catholic Distance University,1,2003,2003,{KJ}
A5084699166,Ulrich Mückenberger,I2968483793,Visma (Norway),1,1996,1996,{KJ}
A5084699166,Ulrich Mückenberger,I4210102441,Senju Pharmaceutical (United States),1,1982,1982,{KJ}
A5084699166,Ulrich Mückenberger,I4210164098,Hannover Re (Germany),2,1973,1973,"{KJ,KJ}"
A5084699166,Ulrich Mückenberger,I5237613,Frankfurt University of Applied Sciences,1,1982,1982,{KJ}
A5084699166,Ulrich Mückenberger,I8204097,Ludwig-Maximilians-Universität München,1,1982,1982,{KJ}
A5084699166,Ulrich Mückenberger,I924572780,Praxis,1,1973,1973,{KJ}
A5084807467,Giuliana Lampo,I71267560,University of Naples Federico II,1,2022,2022,"{ZaoRV,ZaoRV}"
A5084868596,Andreas M. Fleckner,I149899117,Max Planck Society,3,2011,2018,"{ZRG,ZRG,RabelsZ}"
A5084868596,Andreas M. Fleckner,I39343248,Humboldt-Universität zu Berlin,1,2020,2020,{ZRG}
A5084868596,Andreas M. Fleckner,I4210112296,Max Planck Institute for Comparative and International Private Law,1,2011,2011,{ZRG}
A5084868596,Andreas M. Fleckner,I4210134321,Max Planck Institute for Tax Law and Public Finance,2,2016,2018,"{ZRG,RabelsZ}"
A5084916246,Walter Doralt,I149899117,Max Planck Society,4,2011,2015,"{RabelsZ,AcP,ZGR,RabelsZ}"
A5084916246,Walter Doralt,I4210112296,Max Planck Institute for Comparative and International Private Law,4,2011,2015,"{RabelsZ,AcP,ZGR,RabelsZ}"
A5084957751,Horst Zündorf,I113456305,Leuphana University of Lüneburg,1,2015,2015,{ZGR}
A5084957751,Horst Zündorf,I159176309,Universität Hamburg,1,2015,2015,{ZGR}
A5084957751,Horst Zündorf,I190134885,Helmut Schmidt University,1,2015,2015,{ZGR}
A5084957751,Horst Zündorf,I43980791,Clausthal University of Technology,1,2015,2015,{ZGR}
A5084957751,Horst Zündorf,I4665924,University of Rostock,1,2015,2015,"{ZGR,ZGR}"
A5084973066,Matthijs Wibier,I20581793,University of Kent,1,2021,2021,{ZRG}
A5084982042,Kolis Summerer,I171543936,Free University of Bozen-Bolzano,1,2016,2016,{ZStW}
A5084995630,Saskia Schmidt,I904495901,Ruhr University Bochum,1,2019,2019,{JURA}
A5085018927,Pierre Thielboerger,I904495901,Ruhr University Bochum,1,2013,2013,{JURA}
A5085061146,A. Rheinberger,I1320481043,European Union,1,2011,2011,{KritV}
A5085087847,Yves Mausen,I154338468,University of Fribourg,1,2022,2022,{ZRG}
A5085092831,Christina Dorr,I4210150406,Institut für Soziale Arbeit,1,2019,2019,{JURA}
A5085092831,Christina Dorr,I926574661,Leipzig University,4,2019,2023,"{JURA,JURA,JURA,JURA}"
A5085104545,Denise Wiedemann,I149899117,Max Planck Society,1,2020,2020,{RabelsZ}
A5085104545,Denise Wiedemann,I4210112296,Max Planck Institute for Comparative and International Private Law,1,2020,2020,{RabelsZ}
A5085120261,Friedrich Kübler,I11074976,"Stiftung Wissenschaft und Politik, German Institute for International and Security Affairs",1,2005,2005,{KritV}
A5085120261,Friedrich Kübler,I114090438,Goethe University Frankfurt,1,2005,2005,{KritV}
A5085120261,Friedrich Kübler,I135140700,University of Bonn,1,2005,2005,{KritV}
A5085120261,Friedrich Kübler,I4210128066,Medizinisch Wissenschaftliche Verlagsgesellschaft (Germany),1,2005,2005,{KritV}
A5085120261,Friedrich Kübler,I4210149867,Institut für Pflanzenkultur (Germany),1,2005,2005,{KritV}
A5085122397,Thomas Gergen,I186903577,University of Luxembourg,1,2021,2021,{ZRG}
A5085122397,Thomas Gergen,I4210095813,Max Planck Institute for Legal History and Legal Theory,1,2011,2011,{JURA}
A5085122397,Thomas Gergen,I4210153150,Klinikum Saarbrücken,2,2010,2011,"{JURA,JURA}"
A5085122397,Thomas Gergen,I91712215,Saarland University,1,2011,2011,{JURA}
A5085132598,Clemens Feinäugle,I149899117,Max Planck Society,1,2007,2007,{ZRP}
A5085132598,Clemens Feinäugle,I4210141359,Max Planck Institute for Comparative Public Law and International Law,1,2007,2007,{ZRP}
A5085143547,Boas Kümper,I22465464,University of Münster,2,2015,2020,"{JURA,ZRG}"
A5085147128,Dirk Wasmann,I4210097213,Stuttgart Observatory,1,2011,2011,{ZGR}
A5085147181,Alexander Baur,I159176309,Universität Hamburg,2,2019,2019,"{JR,JR}"
A5085148099,Karl-Heinz Ziegler,I174183983,Maria Curie-Skłodowska University,1,1992,1992,{ZRG}
A5085148099,Karl-Heinz Ziegler,I2802442800,Deutsches Forschungsnetz,1,1992,1992,{ZRG}
A5085149729,Samuel Strauß,I189712700,University of Konstanz,2,2022,2023,"{JR,JR}"
A5085219759,Therese Neuffer,I170658231,Osnabrück University,1,2022,2022,{JURA}
A5085257573,Francesco Rotiroti,I36443711,Magna Graecia University,1,2023,2023,{ZRG}
A5085272402,Judith Brockmann,I114112103,Leibniz University Hannover,1,2009,2009,{JURA}
A5085272402,Judith Brockmann,I159176309,Universität Hamburg,2,2009,2019,"{JURA,JURA,JR}"
A5085272402,Judith Brockmann,I8204097,Ludwig-Maximilians-Universität München,1,2009,2009,{JURA}
A5085279487,Robin Repnow,I223822909,Heidelberg University,4,2022,2023,"{ZRG,ZRG,ZRG,JR}"
A5085309154,Abraham García,I188703185,GTx (United States),1,1968,1968,{ZRG}
A5085341544,Volker Neumann,I114090438,Goethe University Frankfurt,1,1983,1983,{KJ}
A5085341544,Volker Neumann,I114112103,Leibniz University Hannover,2,1977,1983,"{KJ,KJ}"
A5085341544,Volker Neumann,I129877168,Carl von Ossietzky Universität Oldenburg,2,1981,1983,"{KJ,KJ}"
A5085341544,Volker Neumann,I1336375059,Goethe Institute,1,1983,1983,{KJ}
A5085341544,Volker Neumann,I149899117,Max Planck Society,2,1981,1983,"{KJ,KJ}"
A5085341544,Volker Neumann,I180437899,University of Bremen,1,1981,1981,{KJ}
A5085341544,Volker Neumann,I200763008,University of Giessen,1,1977,1977,{KJ}
A5085341544,Volker Neumann,I4210089832,Berufsgenossenschaft für Gesundheitsdienst und Wohlfahrtspflege,1,1977,1977,{KJ}
A5085341544,Volker Neumann,I4210123413,Institut für Sozialarbeit und Sozialpädagogik,1,1981,1981,{KJ}
A5085341544,Volker Neumann,I4210141311,Staats- und Universitätsbibliothek Bremen,1,1981,1981,{KJ}
A5085341544,Volker Neumann,I4210152903,General Electric (Norway),1,1977,1977,{KJ}
A5085341544,Volker Neumann,I4210164098,Hannover Re (Germany),2,1977,1977,"{KJ,KJ}"
A5085341544,Volker Neumann,I5237613,Frankfurt University of Applied Sciences,1,1983,1983,{KJ}
A5085341544,Volker Neumann,I75951250,Freie Universität Berlin,1,1977,1977,{KJ}
A5085570366,Michael Stürner,I189712700,University of Konstanz,8,2017,2023,"{JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA}"
A5085570366,Michael Stürner,I254029264,European University Viadrina,1,2010,2010,{JURA}
A5085571887,Boris Petersdorf,I91712215,Saarland University,1,2006,2006,{ZStW}
A5085585457,Eduard Eichmann,I4210124050,Forschungsstätte der Evangelischen Studiengemeinschaft,1,1912,1912,{ZRG}
A5085589188,Bernd Galneder,I54009628,University of Bayreuth,2,2017,2018,"{JURA,JURA}"
A5085590490,Andreas Witte,I74623043,Deutsche Bundesbank,1,2012,2012,{JR}
A5085591741,Kathrin Mellech,I114112103,Leibniz University Hannover,1,2009,2009,{JURA}
A5085616488,Mario Bachmann,I180923762,University of Cologne,3,2011,2020,"{JR,JR,JR}"
A5085617411,Gerhard Köbler,I4210090995,Diplomatique,1,1969,1969,{ZRG}
A5085629659,Biggi Bender,I4210087750,Amt für Umwelt,1,1987,1987,{KJ}
A5085629659,Biggi Bender,I4210105257,Fachhochschule des Mittelstands,1,1987,1987,{KJ}
A5085646642,Claudius Geisler,I197323543,Johannes Gutenberg University Mainz,1,2010,2010,{JURA}
A5085657472,Boro Döring,I44260953,Heinrich Heine University Düsseldorf,1,2018,2018,{JR}
A5085685173,Eike Wolgast,I223822909,Heidelberg University,1,2021,2021,{ZRG}
A5085687973,Niklas Gräbener,I4210139259,LVR-Klinik Köln,1,2022,2022,{ZStW}
A5085709888,Katharina Doll,I119916105,Augsburg University,1,2017,2017,{JURA}
A5085746382,Professor Dr. Peter A. Windel,I904495901,Ruhr University Bochum,1,2013,2013,{JR}
A5085746686,Matthias Bergt,I4210121035,Schweißtechnische Lehr- und Versuchsanstalt,1,2014,2014,{CR}
A5085746686,Matthias Bergt,I924572780,Praxis,1,2014,2014,{CR}
A5085780698,Manfred Weiß,I114090438,Goethe University Frankfurt,1,2009,2009,{ZGR}
A5085781271,Bodo Pieroth,I22465464,University of Münster,1,2011,2011,{JURA}
A5085796336,Maximilian Lenk,I8087733,University of Tübingen,2,2020,2021,"{ZStW,ZStW}"
A5085825092,Reiner Quick,I31512782,Technical University of Darmstadt,1,2015,2015,{BB}
A5085862274,Julia Geneuss,I159176309,Universität Hamburg,2,2021,2021,"{JR,ZStW}"
A5085862274,Julia Geneuss,I254029264,European University Viadrina,1,2021,2021,{ZStW}
A5085863294,Ingeborg Maus,I2800704394,Copiah-Lincoln Community College,1,1969,1969,{KJ}
A5085939452,Nils Schulz,I4210115557,"Bayerisches Staatsministerium für Ernährung, Landwirtschaft und Forsten",1,2014,2014,{JURA}
A5085965997,Hans-Udo Borgaes,I4210137535,Massanutten Regional Library,1,1978,1978,{KJ}
A5085969801,KLAUS‐DIETER BODE,I74656192,University of Göttingen,1,2018,2018,{JURA}
A5085992444,Alicia Navarro,I158438070,Universidad de La Laguna,1,2011,2011,{ZStW}
A5086013759,Heike Jung,I4210153150,Klinikum Saarbrücken,1,2009,2009,{ZStW}
A5086033161,Daniel Rüscher,I122228004,HTW Berlin - University of Applied Sciences,1,2020,2020,{JURA}
A5086033161,Daniel Rüscher,I205892228,Berlin School of Economics and Law,1,2020,2020,{JURA}
A5086039319,Dorothea Magnus,I114112103,Leibniz University Hannover,1,2023,2023,{JR}
A5086039319,Dorothea Magnus,I159176309,Universität Hamburg,5,2008,2023,"{JR,ZStW,JURA,ZStW,JR}"
A5086039319,Dorothea Magnus,I181369854,Friedrich-Alexander-Universität Erlangen-Nürnberg,1,2017,2017,{JR}
A5086039319,Dorothea Magnus,I926574661,Leipzig University,1,2018,2018,{JR}
A5086041928,Horst Bredekamp,I4210161409,Berlin Heart (Germany),1,2000,2000,{KJ}
A5086070239,Ronen Steinke,I11074976,"Stiftung Wissenschaft und Politik, German Institute for International and Security Affairs",1,2014,2014,{KJ}
A5086070239,Ronen Steinke,I2802442800,Deutsches Forschungsnetz,1,2013,2013,{KJ}
A5086128761,Tobias Reinbacher,I179225836,University of Augsburg,1,2014,2014,{ZStW}
A5086128761,Tobias Reinbacher,I25974101,University of Würzburg,1,2018,2018,{ZStW}
A5086130127,Herman Haupt,I172675005,Nanyang Technological University,1,1895,1895,{ZRG}
A5086222360,Thomas Berger,I4210150406,Institut für Soziale Arbeit,1,1974,1974,{KJ}
A5086254816,Christian Picker,I8204097,Ludwig-Maximilians-Universität München,1,2012,2012,{JURA}
A5086264269,Sven Großmann,I179225836,University of Augsburg,2,2018,2021,"{ZStW,JURA}"
A5086288459,Peter‐Alexis Albrecht,I11074976,"Stiftung Wissenschaft und Politik, German Institute for International and Security Affairs",1,2005,2005,{KritV}
A5086288459,Peter‐Alexis Albrecht,I114090438,Goethe University Frankfurt,3,2003,2014,"{KritV,KritV,KritV}"
A5086288459,Peter‐Alexis Albrecht,I135140700,University of Bonn,1,2005,2005,{KritV}
A5086288459,Peter‐Alexis Albrecht,I16718484,Hess (United States),1,2017,2017,{KritV}
A5086288459,Peter‐Alexis Albrecht,I2802135426,Leibniz Institute of European History,1,2006,2006,{KritV}
A5086288459,Peter‐Alexis Albrecht,I2808169635,Gedeon Richter (Hungary),1,2014,2014,{KritV}
A5086288459,Peter‐Alexis Albrecht,I4210100691,Federal Ministry of Justice and Consumer Protection,1,2014,2014,{KritV}
A5086288459,Peter‐Alexis Albrecht,I4210119479,Supreme Arbitration Court of the Russian Federation,1,2014,2014,{KritV}
A5086288459,Peter‐Alexis Albrecht,I4210128066,Medizinisch Wissenschaftliche Verlagsgesellschaft (Germany),1,2005,2005,{KritV}
A5086288459,Peter‐Alexis Albrecht,I4210149867,Institut für Pflanzenkultur (Germany),1,2005,2005,{KritV}
A5086296828,Ε Bekker,I4210147761,Bundesdruckerei (Germany),1,1912,1912,{ZRG}
A5086319981,José Danilo Tavares Lobato,I161460629,Universidade Federal Rural do Rio de Janeiro,1,2017,2017,{ZStW}
A5086325936,Eray Gündüz,I60668342,University of Regensburg,1,2019,2019,{JURA}
A5086340932,Sebastian Longrée,I2801587414,Beilstein-Institut,1,2022,2022,{MDR}
A5086344297,Jan Klement,I91712215,Saarland University,1,2015,2015,{JURA}
A5086366874,Alexander Lehmann,I119916105,Augsburg University,1,2019,2019,{JURA}
A5086366874,Alexander Lehmann,I179225836,University of Augsburg,1,2019,2019,{JURA}
A5086399376,Andreas Starcke,I904495901,Ruhr University Bochum,1,2016,2016,{JURA}
A5086436058,Brigitte Kelker,I4210133934,Bernstein Center for Computational Neuroscience Tübingen,1,2006,2006,{ZStW}
A5086513981,Alex Biedermann,I97565354,University of Lausanne,1,2020,2020,{ZStW}
A5086531450,Thomas Giegerich,I4210116825,Europa-Institut,1,2017,2017,{JURA}
A5086531450,Thomas Giegerich,I91712215,Saarland University,1,2017,2017,{JURA}
A5086575967,Simona Liauw,I4210160486,Bergmann und Partner Rechtsanwälte,1,2014,2014,{JURA}
A5086636674,Hans Christian Spangenberg,I4210088070,Ulrich Medical (Germany),1,1934,1934,{ZRG}
A5086636674,Hans Christian Spangenberg,I4210140300,Wienerberger (Czechia),1,1934,1934,{ZRG}
A5086640568,Rolf Wagner,I176453806,University of Potsdam,3,2021,2022,"{JURA,JURA,JURA}"
A5086640568,Rolf Wagner,I2802363545,Federal Ministry of Justice,1,2011,2011,{JURA}
A5086640568,Rolf Wagner,I4210100691,Federal Ministry of Justice and Consumer Protection,3,2021,2022,"{JURA,JURA,JURA}"
A5086641673,M Noack,I4210100691,Federal Ministry of Justice and Consumer Protection,1,2020,2020,{ZGR}
A5086734803,Patrick Schulz,I197323543,Johannes Gutenberg University Mainz,1,2013,2013,{JURA}
A5086736890,Sabine Berghahn,I114090438,Goethe University Frankfurt,1,1993,1993,{KJ}
A5086736890,Sabine Berghahn,I129877168,Carl von Ossietzky Universität Oldenburg,1,1993,1993,{KJ}
A5086736890,Sabine Berghahn,I159176309,Universität Hamburg,1,1993,1993,{KJ}
A5086736890,Sabine Berghahn,I32021983,Kiel University,1,1993,1993,{KJ}
A5086736890,Sabine Berghahn,I75951250,Freie Universität Berlin,1,1993,1993,{KJ}
A5086794939,Melanie Falkner,I186354981,University of Passau,1,2009,2009,{JURA}
A5086803088,Sibylle Raasch,I4210160619,"Federal Ministry for Family Affairs, Senior Citizens, Women and Youth",1,2004,2004,{KJ}
A5086803088,Sibylle Raasch,I53276908,Marymount University,1,2004,2004,{KJ}
A5086803437,Anne Röthel,I90523175,Bucerius Law School,44,2009,2023,"{JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA}"
A5086813236,Jürgen Costede,I4210116730,Universitätsmedizin Göttingen,1,2005,2005,{JR}
A5086835880,Katharina Beckemper,I926574661,Leipzig University,2,2020,2022,"{ZStW,ZStW}"
A5086855896,Fabian Uebele,I4210160486,Bergmann und Partner Rechtsanwälte,1,2022,2022,{JURA}
