"source_id","display_name","works_count","cited_by_count","law_and_de","law_and_de_article_share","citations_per_paper"
S4210218497,Zeitschrift für das gesamte Verfahrensrecht – GVRZ,185,33,109,0.59,0.18
S4210218518,Revista de las Cortes Generales,1937,902,1,0.00,0.47
S4210218576,Scottish Geographical Magazine,6590,10853,1,0.00,1.65
S4210218664,Primary and hospital care médecine interne générale,1447,30,1,0.00,0.02
S4210218673,Curare,156,168,2,0.01,1.08
S4210218736,Zeitschrift für Politik,696,1558,73,0.10,2.24
S4210218769,Zeitschrift für Nationalökonomie,1360,6866,34,0.03,5.05
S4210218839,The American Journal of Jurisprudence,1005,7073,1,0.00,7.04
S4210218873,Praxis,6780,5046,2,0.00,0.74
S4210218882,Zeitschrift für Religionswissenschaft,559,803,2,0.00,1.44
S4210218922,Zeitschrift für Verbraucherpolitik,198,668,29,0.15,3.37
S4210219120,LeGes/Gesetzgebung heute,105,20,23,0.22,0.19
S4210219171,TvPO,411,41,1,0.00,0.10
S4210219219,WT Tijdschrift over de geschiedenis van de Vlaamse beweging,1600,221,1,0.00,0.14
S4210219255,Zeitschrift für Medien- und Kulturforschung,584,511,18,0.03,0.88
S4210219259,Gachon Law Review,412,13,1,0.00,0.03
S4210219308,БЕЗБЈЕДНОСТ ПОЛИЦИЈА ГРАЂАНИ,156,11,1,0.01,0.07
S4210219338,Revista Dialectus - Revista de Filosofia,554,232,1,0.00,0.42
S4210219399,Public Law Journal,957,299,69,0.07,0.31
S4210219419,Swiss Sports & Exercise Medicine,398,282,1,0.00,0.71
S4210219447,Trauma und Gewalt,682,336,2,0.00,0.49
S4210219475,Rocks & Minerals,9944,4500,1,0.00,0.45
S4210219779,Sportphysio,508,131,3,0.01,0.26
S4210219809,europa ethnica,314,75,56,0.18,0.24
S4210219828,The Journal of Police Policies,317,107,3,0.01,0.34
S4210219833,Marketing Review St Gallen,758,2587,5,0.01,3.41
S4210219865,Revista Brasileira de Ciências Criminais,1227,422,1,0.00,0.34
S4210219908,Automotive Agenda,267,38,2,0.01,0.14
S4210219927,Archiv für Diplomatik Schriftgeschichte Siegel- und Wappenkunde,803,711,8,0.01,0.89
S4210219941,The Journal of the American Dental Association (1922),5206,11622,1,0.00,2.23
S4210220015,Kompass Dermatologie,680,33,4,0.01,0.05
S4210220016,Polish Review of International and European Law,184,140,1,0.01,0.76
S4210220099,Krankenhaus-Rechtsprechung,883,7,104,0.12,0.01
S4210220231,Panorama of Brazilian Law,383,40,7,0.02,0.10
S4210220346,Revista de Direito Tributário Atual,300,34,1,0.00,0.11
S4210220347,Sozialwirtschaft,1766,472,31,0.02,0.27
S4210220348,Studia Prawnoustrojowe,707,261,1,0.00,0.37
S4210220374,Ars Nova,261,37,1,0.00,0.14
S4210220460,Akademie für Geowissenschaften und Geotechnologien Veröffentlichungen,41,10,1,0.02,0.24
S4210220498,Schmalenbach IMPULSE,76,6,1,0.01,0.08
S4210220515,Deutsche Zeitschrift für Onkologie,938,615,1,0.00,0.66
S4210220583,Comparative Law Review,396,385,20,0.05,0.97
S4210220595,rv. Die Rentenversicherung/Die Rentenversicherung,687,9,176,0.26,0.01
S4210220607,Aktuelle Ernährungsmedizin,4338,2781,2,0.00,0.64
S4210220635,The Journal of the Herpetological Association of Africa,789,810,1,0.00,1.03
S4210220707,Proceedings of the ASIL Annual Meeting,6670,7533,1,0.00,1.13
S4210220784,CardioVasc,3315,437,16,0.00,0.13
S4210220828,Berliner Theologische Zeitschrift,103,31,2,0.02,0.30
S4210220886,Wohnrechtliche Blätter,2805,41,1429,0.51,0.01
S4210221017,Res Publica,3461,1965,2,0.00,0.57
S4210221023,The Korean Association of Civil Law,208,8,21,0.10,0.04
S4210221058,Zeitschrift für Nationalökonomie. Supplementum,51,350,1,0.02,6.86
S4210221124,Neue Kriminalpolitik,1854,1719,219,0.12,0.93
S4210221127,Korean Association Of Victimology,174,12,1,0.01,0.07
S4210221166,Sugar Industry,626,1321,13,0.02,2.11
S4210221201,Studia Musicologica,1273,2640,3,0.00,2.07
S4210221206,Schriftenreihe der Deutschen Gesellschaft für Geowissenschaften,440,429,6,0.01,0.98
S4210221399,Marburger Jahrbuch für Kunstwissenschaft,265,366,2,0.01,1.38
S4210221480,Sprachkunst Beiträge zur Literaturwissenschaft,450,98,6,0.01,0.22
S4210221620,Justitiële verkenningen,1304,805,5,0.00,0.62
S4210221623,Diánoia Revista de Filosofía,583,595,1,0.00,1.02
S4210221954,Die Kulturpflanze,822,6201,21,0.03,7.54
S4210221970,Bulletin of the American Geographical Society,3944,20677,4,0.00,5.24
S4210222021,Fachanwalt Arbeitsrecht,875,35,406,0.46,0.04
S4210222068,Tijdschrift voor Tijdschriftstudies,356,136,2,0.01,0.38
S4210222107,Whitehall Papers,862,432,1,0.00,0.50
S4210222157,Tijdschrift voor Entomologie,822,5299,1,0.00,6.45
S4210222203,de Jure Jurnal Ilmiah Ilmu Hukum,121,41,1,0.01,0.34
S4210222252,Studia Iuridica Lublinensia,1073,946,3,0.00,0.88
S4210222256,Folklore Studies,173,264,1,0.01,1.53
S4210222313,Leidfaden,1397,132,8,0.01,0.09
S4210222331,Methodus,87,75,7,0.08,0.86
S4210222381,Studia Oecumenica,338,135,1,0.00,0.40
S4210222415,Urologie Scan,412,96,1,0.00,0.23
S4210222493,Discourse,519,326,3,0.01,0.63
S4210222557,Studia Prawa Publicznego,582,281,1,0.00,0.48
S4210222568,Studia Prawno-Ekonomiczne,796,599,1,0.00,0.75
S4210222574,Zeitschrift für Parasitenkunde Parasitology Research,3357,49114,1,0.00,14.63
S4210222649,The Military Law and the Law of War Review,3248,4635,119,0.04,1.43
S4210222709,Straßenverkehrstechnik,2,0,1,0.50,0.00
S4210222746,InFo Neurologie + Psychiatrie,4909,455,82,0.02,0.09
S4210222790,Journal für Erbrecht und Vermögensnachfolge,208,1,89,0.43,0.00
S4210222859,Nasza Przeszłość,1928,48,6,0.00,0.02
S4210222927,The Tourist Review,1283,3987,10,0.01,3.11
S4210223017,Unterrichtswissenschaft,666,3916,2,0.00,5.88
S4210223041,Jahrbuch Menschenrechte,327,121,50,0.15,0.37
S4210223105,GMTH Proceedings,334,167,2,0.01,0.50
S4210223153,Anzeiger für Schädlingskunde,204,2136,1,0.00,10.47
S4210223161,hautnah,583,88,1,0.00,0.15
S4210223405,Zeitschrift für Didaktik der Rechtswissenschaft,472,182,226,0.48,0.39
S4210223408,Bulletin de l Association Guillaume Budé,2914,3014,3,0.00,1.03
S4210223432,Rechtsgeschichte - Legal History,1445,2099,183,0.13,1.45
S4210223459,C2 Deutschland,420,9,12,0.03,0.02
S4210223464,Rock Mechanics Felsmechanik Mécanique des Roches,320,11019,1,0.00,34.43
S4210223493,Jahrbuch f??r P??dagogik,459,867,8,0.02,1.89
S4210223569,Rheinisch-westfälische Zeitschrift für Volkskunde,148,15,1,0.01,0.10
S4210223608,Nachrichten aus Chemie Technik und Laboratorium,9457,8743,22,0.00,0.92
S4210223612,Innovative Verwaltung,613,93,94,0.15,0.15
S4210223633,Österreichische Wasser- und Abfallwirtschaft,1787,1992,43,0.02,1.11
S4210223642,Hermeneutische Blätter,446,63,8,0.02,0.14
S4210223645,djbZ - Zeitschrift des Deutschen Juristinnenbundes,1528,561,377,0.25,0.37
S4210223721,Jurnal Dinamika Penelitian Industri,195,216,1,0.01,1.11
S4210223774,Korean Public Land Law Association,435,32,25,0.06,0.07
S4210223882,Journal of the Sanitary Institute,855,171,1,0.00,0.20
S4210224004,Zeitschrift Interne Revision/ZIR digital,733,90,148,0.20,0.12
S4210224164,InFo Hämatologie + Onkologie,2167,105,49,0.02,0.05
S4210224188,Fragmenta Faunistica Musei Zoologici Polonici,174,203,1,0.01,1.17
S4210224252,E&G Quaternary Science Journal,1111,7376,1,0.00,6.64
S4210224261,Hegel-Studien (Hegel-Yeongu),368,9,5,0.01,0.02
S4210224313,The Institute for Legal Studies,478,30,19,0.04,0.06
S4210224534,Bulletin Géodésique,2900,14996,3,0.00,5.17
S4210224656,Museum Helveticum,616,668,14,0.02,1.08
S4210224710,Books,5255,13163,2,0.00,2.50
S4210224754,Religion unterrichten,40,1,5,0.13,0.03
S4210224769,Deutsch als Fremdsprache,3164,1364,31,0.01,0.43
S4210224812,Wirtschaftsrechtliche Blätter,4538,128,2828,0.62,0.03
S4210224909,Das Rechenzentrum,25,0,2,0.08,0.00
S4210224937,Entomologische Nachrichten,253,167,2,0.01,0.66
S4210224972,Autogestions,595,130,1,0.00,0.22
S4210224996,PRISMA,268,536,1,0.00,2.00
S4210224998,Zeitschrift für Vergaberecht,1728,7,893,0.52,0.00
S4210225013,Algemeen Nederlands Tijdschrift voor Wijsbegeerte,907,192,2,0.00,0.21
S4210225023,Swiss Journal of Sociology,345,1342,1,0.00,3.89
S4210225074,Geschichte in Köln,1459,423,1,0.00,0.29
S4210225151,Annalen des Historischen Vereins für den Niederrhein,6109,884,21,0.00,0.14
S4210225152,Dai Nippon Yōgyō Kyōkwai zasshi/Dainihon Yougyou Kyoukai zasshi,5060,178,4,0.00,0.04
S4210225163,INFOMATEK,154,96,1,0.01,0.62
S4210225164,Der Chirurg,5379,35521,3,0.00,6.60
S4210225171,Zeitschrift für Staats- und Europawissenschaften,560,1510,101,0.18,2.70
S4210225192,Korean Journal of Comparative Criminal Law,832,128,109,0.13,0.15
S4210225219,Frauenheilkunde aktuell,135,49,6,0.04,0.36
S4210225224,Berichte Geographie und Landeskunde,104,185,1,0.01,1.78
S4210225300,Qualitas,215,6,5,0.02,0.03
S4210225332,Transactions of the Japan Academy,529,118,4,0.01,0.22
S4210225484,Technikgeschichte,813,850,6,0.01,1.05
S4210225577,Law and Method,102,407,1,0.01,3.99
S4210225590,Justus Liebig s Annalen der Chemie,22445,229204,1,0.00,10.21
S4210225675,Humanitäres Völkerrecht,93,19,2,0.02,0.20
S4210225946,uwf UmweltWirtschaftsForum,463,1420,2,0.00,3.07
S4210225949,Ägypten und Levante,491,1891,6,0.01,3.85
S4210225961,Germanistik in der Schweiz,192,35,19,0.10,0.18
S4210225982,Praxis der Rechtspsychologie,83,197,5,0.06,2.37
S4210225983,Kriterion – Journal of Philosophy,362,294,3,0.01,0.81
S4210226028,Strafverteidiger,561,127,122,0.22,0.23
S4210226060,Südost-Forschungen,279,43,12,0.04,0.15
S4210226066,Tijdschrift Erfrecht,511,113,57,0.11,0.22
S4210226123,The Korea Association for Corruption Studies,241,11,1,0.00,0.05
S4210226163,International Journal of Offender Therapy,194,211,1,0.01,1.09
S4210226196,ITA-Manu scripte (Arbeitspapiere),35,218,1,0.03,6.23
S4210226219,Informationswissenschaft Theorie Methode und Praxis,71,43,2,0.03,0.61
S4210226238,Asian Journal of German and European Studies,46,226,1,0.02,4.91
S4210226267,Maniculae,60,1,1,0.02,0.02
S4210226322,ZWR - Das Deutsche Zahnärzteblatt,4773,527,37,0.01,0.11
S4210226342,Zeitschrift für europarechtliche Studien,775,579,337,0.43,0.75
S4210226348,Journal of the Royal Asiatic Society of Great Britain & Ireland,8733,6326,4,0.00,0.72
S4210226380,Archives de philosophie du droit,613,219,2,0.00,0.36
S4210226474,AnlagePraxis,120,0,10,0.08,0.00
S4210226482,Revue Internationale de la Croix-Rouge et Bulletin international des Sociétés de la Croix-Rouge,10069,972,4,0.00,0.10
S4210226616,List Forum für Wirtschafts- und Finanzpolitik,444,589,19,0.04,1.33
S4210226731,Big Data,512,12010,1,0.00,23.46
S4210226808,Ecclesia Studia z Dziejów Wielkopolski,154,41,1,0.01,0.27
S4210226810,Zeitschrift für Tourismuswissenschaft,524,839,7,0.01,1.60
S4210226833,Annales Canonici,205,102,1,0.00,0.50
S4210226885,Comparative studies in continental and Anglo-American legal history,38,720,4,0.11,18.95
S4210226912,Korea Private International Law Journal,271,8,2,0.01,0.03
S4210227043,Jahrbuch der Göttinger Akademie der Wissenschaften,335,121,35,0.10,0.36
S4210227051,Innovation The European Journal of Social Science Research,1463,16795,1,0.00,11.48
S4210227146,Institute for Humanities and Social Sciences,584,181,2,0.00,0.31
S4210227158,Scripta Instituti Donneriani Aboensis,520,1232,2,0.00,2.37
S4210227187,Judaica Neue digitale Folge,150,11,1,0.01,0.07
S4210227222,Journal of Mental Science,21512,51905,2,0.00,2.41
S4210227237,conexus,82,8,1,0.01,0.10
S4210227349,Weltwirtschaftliches Archiv,1196,23943,12,0.01,20.02
S4210227423,Debatte Beiträge zur Erwachsenenbildung,95,169,2,0.02,1.78
S4210227502,Állam-és Jogtudomány,114,28,1,0.01,0.25
S4210227551,Annuarium Historiae Conciliorum,800,419,4,0.01,0.52
S4210227553,Tijdschrift voor Rechtsgeschiedenis / Revue d Histoire du Droit / The Legal History Review,3348,4522,169,0.05,1.35
S4210227680,OP-Management up2date,168,21,2,0.01,0.13
S4210227758,Correction Review,326,29,4,0.01,0.09
S4210227965,Paleo-Aktueel,378,138,2,0.01,0.37
S4210228072,Die Verwaltung,427,382,82,0.19,0.89
S4210228076,JUS-EXTRA,1716,5,610,0.36,0.00
S4210228116,Profit Jurnal Kajian Ekonomi dan Perbankan Syariah,293,103,1,0.00,0.35
S4210228164,Vereinte Nationen,855,315,73,0.09,0.37
S4210228297,Jugend Medien Schutz-Report,1350,157,319,0.24,0.12
S4210228304,Voice of Dalit,126,177,1,0.01,1.40
S4210228308,NJ,278,1217,1,0.00,4.38
S4210228342,Studia i Materiały Wydziału Zarządzania UW,299,300,1,0.00,1.00
S4210228397,Carnuntum Jahrbuch,89,20,2,0.02,0.22
S4210228507,Onkologie,1281,6620,4,0.00,5.17
S4210228528,Info Diabetologie,3112,247,19,0.01,0.08
S4210228691,Vierteljahrshefte für Zeitgeschichte,841,1469,17,0.02,1.75
S4210228694,Critical care,1006,41,1,0.00,0.04
S4210228695,GZ - Psychologie,1121,257,2,0.00,0.23
S4210228698,The Journal of the American Pharmaceutical Association (1912),9870,7079,4,0.00,0.72
S4210228825,Zeitschrift für Ästhetik und Allgemeine Kunstwissenschaft,430,273,1,0.00,0.63
S4210228875,Jahrbuch für die Geschichte Mittel- und Ostdeutschlands,608,62,12,0.02,0.10
S4210228877,cne fortbildung,1342,348,27,0.02,0.26
S4210228917,Kazan medical journal,18761,3914,1,0.00,0.21
S4210228943,RÖMISCHE HISTORISCHE MITTEILUNGEN,398,119,3,0.01,0.30
S4210228944,Persona y Derecho,1577,570,8,0.01,0.36
S4210228950,Forum,1485,1114,23,0.02,0.75
S4210228971,Agora débats/jeunesses,1746,3995,1,0.00,2.29
S4210228986,Akupunktur & Aurikulomedizin,626,128,24,0.04,0.20
S4210229021,Fachsprache,292,549,5,0.02,1.88
S4210229073,Teoría y Realidad Constitucional,1458,1371,3,0.00,0.94
S4210229099,Zeitschrift für Pädagogik und Theologie,5152,1211,91,0.02,0.24
S4210229153,it - Information Technology,3847,6115,77,0.02,1.59
S4210229215,Oriens,3914,12836,6,0.00,3.28
S4210229292,Canadian-American Slavic Studies,4574,1536,3,0.00,0.34
S4210229315,Romanische Bibliographie,593,23,24,0.04,0.04
S4210229320,Studia philosophica,292,80,1,0.00,0.27
S4210229329,sozialpolitik ch,145,232,2,0.01,1.60
S4210229343,Zeitschrift für Tierpsychologie,2337,64123,1,0.00,27.44
S4210229400,Bulletin of medieval canon law,148,113,2,0.01,0.76
S4210229415,Journal of Consumer Protection and Food Safety,1520,9149,62,0.04,6.02
S4210229430,Archiv für Kulturgeschichte,2824,3125,11,0.00,1.11
S4210229458,Informatik and Recht,449,34,11,0.02,0.08
S4210229471,WLBforum,493,19,17,0.03,0.04
S4210229475,Flugmedizin · Tropenmedizin · Reisemedizin - FTR,2266,352,22,0.01,0.16
S4210229494,Ticaret ve Fikri Mülkiyet Hukuku Dergisi,157,39,3,0.02,0.25
S4210229518,Nederlands Archief voor Kerkgeschiedenis / Dutch Review of Church History,2467,1213,20,0.01,0.49
S4210229552,Blut Zeitschrift für die gesamte Blutforschung,4232,23802,6,0.00,5.62
S4210229560,Zorgvisie,1542,119,2,0.00,0.08
S4210229566,Der Züchter,2359,8379,16,0.01,3.55
S4210229659,Kairoer Germanistische Studien,210,24,18,0.09,0.11
S4210229665,Notfall & Hausarztmedizin (Notfallmedizin),346,41,7,0.02,0.12
S4210229667,Dix-huitième siècle,11804,6621,20,0.00,0.56
S4210229841,WerkstattGeschichte,212,16,5,0.02,0.08
S4210229908,dms – der moderne staat – Zeitschrift für Public Policy Recht und Management,489,2134,68,0.14,4.36
S4210229985,Tijdschrift over Cultuur & Criminaliteit,356,278,1,0.00,0.78
S4210229989,Linguistica,1312,1297,7,0.01,0.99
S4210230030,Technische Sicherheit,547,94,61,0.11,0.17
S4210230062,Psychotherapie-Wissenschaft,691,410,2,0.00,0.59
S4210230094,Gastro-News,1193,56,16,0.01,0.05
S4210230122,hautnah dermatologie,4145,240,120,0.03,0.06
S4210230162,Philadelphia Museum of Art Bulletin,1995,2688,2,0.00,1.35
S4210230196,İstanbul Medipol Üniversitesi Hukuk Fakültesi Dergisi,171,15,1,0.01,0.09
S4210230269,Marx-Engels Jahrbuch,57,78,1,0.02,1.37
S4210230337,Revue de l’Institut français d’histoire en Allemagne,2651,898,9,0.00,0.34
S4210230339,Mikroskopie,322,72,3,0.01,0.22
S4210230482,Zeitschrift für Weltgeschichte,453,107,9,0.02,0.24
S4210230635,Bodenschutz/Bodenschutz digital,415,107,13,0.03,0.26
S4210230636,Jahrbuch der Juristischen Zeitgeschichte,254,52,65,0.26,0.20
S4210230722,RegelMaat,715,91,4,0.01,0.13
S4210230763,GGP - Fachzeitschrift für Geriatrische und Gerontologische Pflege,180,49,2,0.01,0.27
S4210230779,Der Palmengarten,669,73,1,0.00,0.11
S4210230820,KOOKMIN LAW REVIEW,430,290,21,0.05,0.67
S4210230833,Journal of Business and Economics,773,687,1,0.00,0.89
S4210230847,Schmalenbach Journal of Business Research,980,5883,16,0.02,6.00
S4210230862,PRO CARE,1921,424,13,0.01,0.22
S4210230867,IT & LAW REVIEW,75,6,4,0.05,0.08
S4210230918,Sozialwirtschaft aktuell,691,14,4,0.01,0.02
S4210230919,Zeszyty Prawnicze,1073,818,2,0.00,0.76
S4210231043,Korean Journal of International Relations,2094,109,1,0.00,0.05
S4210231065,Archiv des Völkerrechts,603,1163,133,0.22,1.93
S4210231076,Obere Extremität,892,1944,3,0.00,2.18
S4210231131,Konfliktdynamik,847,770,46,0.05,0.91
S4210231155,TATuP - Zeitschrift für Technikfolgenabschätzung in Theorie und Praxis,371,494,12,0.03,1.33
S4210231234,Archiwa Biblioteki i Muzea Kościelne,2197,667,2,0.00,0.30
S4210231252,Jurnal Sylva Scienteae,725,252,1,0.00,0.35
S4210231498,Zentralblatt für Bakteriologie Mikrobiologie und Hygiene Series A Medical Microbiology Infectious Diseases Virology Parasitology,850,9051,2,0.00,10.65
S4210231503,Annuaire international de justice constitutionnelle,1735,344,6,0.00,0.20
S4210231682,Beiträge zur Geschichte der deutschen Sprache und Literatur (PBB),4798,5887,15,0.00,1.23
S4210231722,Labor Law Forum,192,7,3,0.02,0.04
S4210231815,VersR digital/Versicherungsrecht,61,11,3,0.05,0.18
S4210232016,Mitteilungen aus dem Brenner-Archiv,176,17,2,0.01,0.10
S4210232158,Zeitschrift für Kultur- und Kollektivwissenschaft,193,119,10,0.05,0.62
S4210232216,MedienJournal,1589,1178,15,0.01,0.74
S4210232285,Cadernos do Programa de Pós-Graduação em Direito – PPGDir /UFRGS,646,387,3,0.00,0.60
S4210232347,Bankfachklasse,2225,111,195,0.09,0.05
S4210232410,Zeitschrift für Rechtsmedizin,1542,9914,3,0.00,6.43
S4210232422,Zeitschrift für Genozidforschung,334,85,2,0.01,0.25
S4210232425,Jahrbuch für Germanistische Sprachgeschichte,301,299,7,0.02,0.99
S4210232458,BWK ENERGIE,700,35,52,0.07,0.05
S4210232500,The Journal of Korean Büchner Society,83,1,1,0.01,0.01
S4210232533,DIYÂR,136,24,7,0.05,0.18
S4210232558,Cement,689,400,1,0.00,0.58
S4210232683,Rechtspsychologie,438,201,25,0.06,0.46
S4210232724,Vestnik drevnei istorii,418,139,2,0.00,0.33
S4210232743,Militärgeschichtliche Zeitschrift,2416,1055,8,0.00,0.44
S4210232744,Trillium Diagnostik,151,64,1,0.01,0.42
S4210232749,Subseciva Groningana ‘Studies in Roman and Byzantine Law’,104,293,2,0.02,2.82
S4210232752,International Chemical Regulatory and Law Review,88,28,1,0.01,0.32
S4210232762,Comparative Southeast European Studies,4176,1002,139,0.03,0.24
S4210232907,VPT Magazin,1764,1253,101,0.06,0.71
S4210232924,"Gesellschaft, Wirtschaft, Politik",212,149,12,0.06,0.70
S4210232943,Studia Universitatis Babeș-Bolyai Studia Europaea,242,159,1,0.00,0.66
S4210232966,Zeitschrift für Lebensmittel-Untersuchung und -Forschung,12304,54731,36,0.00,4.45
S4210232974,veterinär spiegel,924,146,4,0.00,0.16
S4210232996,Annalen der Pharmacie,2533,2672,1,0.00,1.05
S4210233006,FORO Revista de Ciencias Jurídicas y Sociales Nueva Época,394,108,30,0.08,0.27
S4210233059,The Journal of VLSI Signal Processing Systems for Signal Image and Video Technology,1050,20347,1,0.00,19.38
S4210233090,The Western Political Quarterly,12209,154356,26,0.00,12.64
S4210233250,UbG - Die Unternehmensbesteuerung,2136,251,431,0.20,0.12
S4210233262,Computational intelligence,864,2582,2,0.00,2.99
S4210233316,Skin & Allergy News,6054,365,3,0.00,0.06
S4210233424,PSYCH up2date,753,665,1,0.00,0.88
S4210233549,Groniek,585,207,2,0.00,0.35
S4210233563,Netherlands Journal of Legal Philosophy,602,657,11,0.02,1.09
S4210233686,Revista española de la opinión pública,1971,15976,3,0.00,8.11
S4210233691,Internationale Revue für Soziale Sicherheit,251,120,4,0.02,0.48
S4210233694,Zeitschrift für Grundschulforschung,223,506,2,0.01,2.27
S4210233707,Wissenschaftliche Beiträge / Technische Hochschule Wildau,456,192,8,0.02,0.42
S4210233727,KUR - Kunst und Recht,143,13,25,0.17,0.09
S4210233767,Fresenius Zeitschrift für Analytische Chemie,70524,110447,353,0.01,1.57
S4210233845,National Public Law Review,112,3,8,0.07,0.03
S4210233890,Vergaberecht,261,6,84,0.32,0.02
S4210234097,Allgemein- und Viszeralchirurgie up2date,883,344,2,0.00,0.39
S4210234159,Kritische Vierteljahresschrift für Gesetzgebung und Rechtswissenschaft,695,699,218,0.31,1.01
S4210234168,geschichte für heute,412,48,4,0.01,0.12
S4210234221,Body Space & Technology,385,506,1,0.00,1.31
S4210234250,Phoenix,4369,88601,3,0.00,20.28
S4210234602,Behindertenpädagogik,231,135,2,0.01,0.58
S4210234608,KI - Künstliche Intelligenz,841,7880,2,0.00,9.37
S4210234650,perspektive mediation,1077,130,79,0.07,0.12
S4210234767,packREPORT,858,22,33,0.04,0.03
S4210234774,Fichte-Studien,1038,891,36,0.03,0.86
S4210234806,Korea Anti-Corruption Law Association,50,1,1,0.02,0.02
S4210234929,Nordisk Tidsskrift for Kriminalvidenskab,2755,776,1,0.00,0.28
S4210234939,adhäsion KLEBEN & DICHTEN,1877,631,20,0.01,0.34
S4210234944,Zeitschrift für interkulturelle Germanistik,614,327,54,0.09,0.53
S4210234973,Zeitschrift für Australienstudien / Australian Studies Journal,516,103,1,0.00,0.20
S4210235001,Estudos Teológicos,1502,335,4,0.00,0.22
S4210235048,Sozialer Sinn,545,2090,8,0.01,3.83
S4210235054,Zeitschrift für Management,123,327,1,0.01,2.66
S4210235112,Praxis,998,125,1,0.00,0.13
S4210235150,Journal für Mobilität und Verkehr,126,61,3,0.02,0.48
S4210235269,KOMKIS Report,11,1,3,0.27,0.09
S4210235379,Historical Studies on Central Europe,147,12,1,0.01,0.08
S4210235488,Grana Palynologica,206,4019,1,0.00,19.51
S4210235683,Journal of the International Association for Mathematical Geology,803,19046,1,0.00,23.72
S4210235687,Forum für osteuropäische Ideen -und Zeitgeschichte,589,163,38,0.06,0.28
S4210235838,i-com,843,1939,9,0.01,2.30
S4210235937,Annales de la Faculté de Droit d’Istanbul,86,23,1,0.01,0.27
S4210235962,DÍKÉ,196,13,1,0.01,0.07
S4210236137,GWP – Gesellschaft Wirtschaft Politik,423,342,29,0.07,0.81
S4210236156,"Berichte der Deutschen Chemischen Gesellschaft. Abteilung B, Abhandlungen",11470,125262,4,0.00,10.92
S4210236310,"Schriften zu Wirtschaftsprüfung, Steuerlehre und Controlling",22,0,1,0.05,0.00
S4210236619,Zeitschrift für Praktische Philosophie,326,486,6,0.02,1.49
S4210236689,Bourdieu-Studien,17,0,1,0.06,0.00
S4210236769,Tijdschrift voor Religie Recht en Beleid,298,79,2,0.01,0.27
S4210236888,International Labor Rights Case Law,565,148,1,0.00,0.26
S4210237081,Applied Linguistics Papers,138,146,1,0.01,1.06
S4210237187,Schweizerische Zeitschrift für Ganzheitsmedizin / Swiss Journal of Integrative Medicine,1133,829,3,0.00,0.73
S4210237193,Business + Innovation,142,79,6,0.04,0.56
S4210237427,Journal of Science Humanities and Arts - JOSHA,797,355,3,0.00,0.45
S4210237437,Progress in Public Administration,834,92,3,0.00,0.11
S4210237452,DO - Deutsche Zeitschrift für Osteopathie,1137,192,4,0.00,0.17
S4210237459,Notfall & Hausarztmedizin,609,58,13,0.02,0.10
S4210237520,Zeitschrift für Sprachlich-Literarisches Lernen und Deutschdidaktik,22,23,1,0.05,1.05
S4210237570,Recherches économiques de Louvain,4966,5399,2,0.00,1.09
S4210237646,Nouvelle revue d onomastique,1058,427,1,0.00,0.40
S4210237748,Tijdschrift voor Civiele Rechtspleging’,380,93,4,0.01,0.24
S4210237797,GAIA - Ecological Perspectives for Science and Society,2310,13713,18,0.01,5.94
S4210237897,Verwaltungsarchiv,149,58,76,0.51,0.39
S4210237985,Administrative and Criminal Justice,180,19,2,0.01,0.11
S4210237988,Maandblad voor Vermogensrecht,988,204,2,0.00,0.21
S4210237993,Zeitschrift für Rezensionen zur germanistischen Sprachwissenschaft,618,1319,9,0.01,2.13
S4210238088,Zeitschrift der Savigny-Stiftung für Rechtsgeschichte Romanistische Abteilung,6637,7335,902,0.14,1.11
S4210238139,DGNeurologie,663,385,4,0.01,0.58
S4210238191,Chronique d Egypte,3376,5380,3,0.00,1.59
S4210238192,Zeitschrift f\ ur Jagdwissenschaft,2025,5736,10,0.00,2.83
S4210238334,Revue des sciences religieuses,9248,4207,16,0.00,0.45
S4210238371,Hydrobiologia,22897,612143,2,0.00,26.73
S4210238401,Stat & Styring,1630,575,1,0.00,0.35
S4210238425,Czasopismo Prawno-Historyczne,1520,2666,25,0.02,1.75
S4210238457,Sprache und Literatur in Wissenschaft und Unterricht,193,361,1,0.01,1.87
S4210238467,Teisė,883,416,5,0.01,0.47
S4210238534,German Yearbook of International Law,393,706,9,0.02,1.80
S4210238546,Institute for Legal Studies Chonnam National University,344,15,16,0.05,0.04
S4210238555,Revista de Direito Econômico e Socioambiental,440,483,1,0.00,1.10
S4210238600,Acta Universitatis Lodziensis Folia Historica,910,71,1,0.00,0.08
S4210238729,Filologija časopis Razreda za filološke znanosti Hrvatske akademije znanosti i umjetnosti,1222,341,3,0.00,0.28
S4210238906,Bildung auf einen Blick/Bildung auf einen Blick. OECD Indikatoren,85,174,1,0.01,2.05
S4210239043,Korean Journal of Medicine and Law,257,81,3,0.01,0.32
S4210239063,Soziale Probleme,348,1157,14,0.04,3.32
S4210239086,Music Supervisors Journal,2656,1302,1,0.00,0.49
S4210239094,Acta Radiologica,6032,39915,13,0.00,6.62
S4210239113,Voluntaris Zeitschrift für Freiwilligendienste,440,599,28,0.06,1.36
S4210239162,UFITA - Archiv für Medienrecht und Medienwissenschaft,209,87,67,0.32,0.42
S4210239223,Questions de communication,4793,4576,1,0.00,0.95
S4210239296,Frühmittelalterliche Studien,1265,4875,69,0.05,3.85
