"source_id","display_name","works_count","cited_by_count","law_and_de","law_and_de_article_share","citations_per_paper"
S28452599,Zeitschrift für Orthopädie und Unfallchirurgie,3073,8385,10,0.00,2.73
S28621275,Softwaretechnik-Trends,1646,3982,29,0.02,2.42
S28882882,Organization Studies,4101,237318,1,0.00,57.87
S28909093,Sozial Extra,2409,2523,34,0.01,1.05
S2898118279,Zentralblatt für Bakteriologie Mikrobiologie und Hygiene 1 Abt Originale A Medizinische Mikrobiologie Infektionskrankheiten und Parasitologie,643,3495,1,0.00,5.44
S2898136286,Magister,174,305,1,0.01,1.75
S2898158629,Fuß & Sprunggelenk,1967,3012,81,0.04,1.53
S2898217257,Experimentelle Pathologie,473,1893,1,0.00,4.00
S2898257554,Komplementäre und Integrative Medizin,308,208,5,0.02,0.68
S2898329357,Zeitschrift für ärztliche Fortbildung und Qualität im Gesundheitswesen - German Journal for Quality in Health Care,250,722,7,0.03,2.89
S2898346768,Boletín Mexicano de Derecho Comparado,4348,2643,20,0.00,0.61
S2898401659,Osteopathische Medizin,1847,1175,56,0.03,0.64
S2898418416,Biochemie und Physiologie der Pflanzen,2309,21813,5,0.00,9.45
S2898445958,Flora oder Allgemeine Botanische Zeitung,1243,10772,1,0.00,8.67
S2898507182,Zentralblatt für Mikrobiologie,1127,4380,2,0.00,3.89
S2898519979,Zentralblatt für Bakteriologie Parasitenkunde Infektionskrankheiten und Hygiene Zweite Naturwissenschaftliche Abteilung Allgemeine Landwirtschaftliche und Technische Mikrobiologie,497,925,1,0.00,1.86
S2898591728,Laser-Medizin eine interdisziplinäre Zeitschrift Praxis Klinik Forschung,101,89,4,0.04,0.88
S2913204857,Journal of Business Economics,2213,11961,13,0.01,5.40
S29251328,Contributions to Mineralogy and Petrology,7228,482367,1,0.00,66.74
S2927652741,Journal of Education,48548,37619,11,0.00,0.77
S2948509140,Meta Journal des traducteurs,3847,24397,1,0.00,6.34
S29534538,Monumenta Serica,1384,3890,2,0.00,2.81
S29543558,Algorithmic operations research,76,608,4,0.05,8.00
S29682561,German History,5604,18663,6,0.00,3.33
S29690021,Orientalistische Literaturzeitung,8335,2992,77,0.01,0.36
S3001800294,MonTi Monografías de Traducción e Interpretación,230,1618,1,0.00,7.03
S30125665,Suchttherapie,3125,2448,12,0.00,0.78
S3021502314,Mezinárodní vztahy,454,224,3,0.01,0.49
S3022066471,German Journal of Human Resource Management Zeitschrift für Personalforschung,1658,7752,31,0.02,4.68
S3023194151,Diskurs Kindheits- und Jugendforschung / Discourse Journal of Childhood and Adolescence Research,963,2533,1,0.00,2.63
S30322847,International Review of Social History,3458,13780,4,0.00,3.98
S30657385,Mineralium Deposita,4217,99022,1,0.00,23.48
S3082556,Forschung,16,101,1,0.06,6.31
S30889938,Rechtsmedizin,1877,6953,28,0.01,3.70
S30892302,Church History and Religious Culture,1631,2379,1,0.00,1.46
S3091228,The Journal of African History,6267,48190,2,0.00,7.69
S31056637,Netherlands International Law Review,4274,7546,62,0.01,1.77
S3127539,Slavic Review,18497,28328,17,0.00,1.53
S3127688,Language Problems & Language Planning,1948,7798,2,0.00,4.00
S31769938,The Journal of Ecclesiastical History,15714,15604,16,0.00,0.99
S31796329,Jahrbücher für Geschichte Osteuropas,522,583,1,0.00,1.12
S32015433,Datenbank Rundbrief,297,259,23,0.08,0.87
S32114090,Mathematics and Computers in Simulation,9223,223895,1,0.00,24.28
S32204141,Physik in unserer Zeit,5953,3371,11,0.00,0.57
S32501086,Diabetes aktuell,2087,344,9,0.00,0.16
S32630891,Neuphilologische Mitteilungen,152,444,1,0.01,2.92
S32725236,Berliner und Münchener tierärztliche Wochenschrift,969,632,1,0.00,0.65
S32855357,Kardiologie up2date,887,137,1,0.00,0.15
S33121828,Gaia-ecological Perspectives for Science and Society,83,395,1,0.01,4.76
S33304418,Vingtieme Siecle-revue D Histoire,2130,373,2,0.00,0.18
S33786796,Das Gesundheitswesen,12393,25338,58,0.00,2.04
S33792061,Archiv für Geschichte der Philosophie,3165,11757,17,0.01,3.71
S33838238,City,1630,32082,1,0.00,19.68
S33892871,Chemical Engineering Science,30490,1033224,1,0.00,33.89
S33894392,Archives of Dermatological Research,18462,186837,18,0.00,10.12
S34015784,Journal of Pest Science,6394,60682,28,0.00,9.49
S34199213,Züchtungskunde,874,1111,1,0.00,1.27
S34928686,Zeitschrift für angewandte Mathematik und Physik,7654,91191,12,0.00,11.91
S35093870,Journal of Approximation Theory,6069,82607,1,0.00,13.61
S35124825,Palestine Exploration Quarterly,5673,11763,1,0.00,2.07
S35203962,Revista Chilena de Derecho,2029,2454,2,0.00,1.21
S35223124,Psychological Review,7274,1228555,3,0.00,168.90
S35579339,The Philosophical Review,10427,432166,12,0.00,41.45
S35593046,Computing,3660,68598,1,0.00,18.74
S35662283,International Journal of Cultural Property,1138,7603,3,0.00,6.68
S35729010,Geografisk Tidsskrift-Danish Journal of Geography,2778,9988,7,0.00,3.60
S35796699,Kredit und Kapital,198,638,1,0.01,3.22
S35812940,Zeitschrift für die Alttestamentliche Wissenschaft,4361,8442,26,0.01,1.94
S35819839,Psychological Research,3564,95237,3,0.00,26.72
S36385850,European Journal of Teacher Education,1599,31984,1,0.00,20.00
S36874608,e+i Elektrotechnik und Informationstechnik,12771,6334,131,0.01,0.50
S36909964,Environmental Policy and Law,2799,6960,1,0.00,2.49
S36918066,Bulletin Hispanique,6714,6610,2,0.00,0.98
S37101086,Tijdschrift voor bedrijfs- en verzekeringsgeneeskunde,4558,1988,2,0.00,0.44
S37173775,European Journal of Law and Economics,1214,15418,8,0.01,12.70
S37303200,Variations,33,5,1,0.03,0.15
S37480348,Mind,16674,138287,4,0.00,8.29
S37660120,Human Resource Development Review,562,30254,1,0.00,53.83
S37677374,Die Denkmalpflege,1225,31,9,0.01,0.03
S37814254,De Economist,10716,19085,31,0.00,1.78
S37839286,Psychotherapie Forum,504,688,1,0.00,1.37
S38389218,Tijdschrift voor Philosophie,1487,19245,18,0.01,12.94
S38593109,Nordic Journal of International Law,2112,7887,7,0.00,3.73
S38681688,Manuscripta,1988,10602,1,0.00,5.33
S38696330,KZfSS Kölner Zeitschrift für Soziologie und Sozialpsychologie,2245,23362,23,0.01,10.41
S38712310,Das Neurophysiologie-Labor,341,106,20,0.06,0.31
S3880285,Science,387600,20517428,1,0.00,52.93
S38817601,Revue Philosophique de Louvain,14187,6539,20,0.00,0.46
S38943393,DMW - Deutsche Medizinische Wochenschrift,90726,230066,74,0.00,2.54
S38956312,The Jewish Quarterly Review,5859,26279,2,0.00,4.49
S39250479,European Public Law,1710,4854,4,0.00,2.84
S39323713,Jerusalem Studies in Arabic and Islam,366,814,1,0.00,2.22
S39653451,Planta Medica,26810,350140,2,0.00,13.06
S3978835,Archiv für Rechts- und Sozialphilosophie,944,865,107,0.11,0.92
S39839259,IFLA Journal,3216,9766,1,0.00,3.04
S4210169240,BPUVZ,357,17,36,0.10,0.05
S39839365,Bulletin of Canadian Petroleum Geology,2528,29214,1,0.00,11.56
S39858931,Zeitschrift für philosophische Forschung,1336,7596,28,0.02,5.69
S39948230,International Archives of Occupational and Environmental Health,6087,145495,7,0.00,23.90
S4015767,Nihon Chikusan Gakkaiho,6515,12354,1,0.00,1.90
S40252047,The Journal of Modern African Studies,5017,56683,1,0.00,11.30
S40639335,Zeitschrift für Erziehungswissenschaft,1813,19902,8,0.00,10.98
S40751556,Victorian Studies,5100,7590,1,0.00,1.49
S41650241,The Journal of Philosophy,12788,358284,12,0.00,28.02
S41878772,Der Urologe B,709,1061,10,0.01,1.50
S42028863,Australian Journal of Social Issues,2046,17861,1,0.00,8.73
S42032724,Insectes Sociaux,3226,71950,1,0.00,22.30
S4210167452,Dermatology and Psychosomatics / Dermatologie und Psychosomatik,311,1625,3,0.01,5.23
S4210167458,Wiener Zeitschrift für die Kunde Südasiens,195,179,1,0.01,0.92
S4210167481,Proceedings of the Aristotelian Society,2274,30496,1,0.00,13.41
S4210167490,Zeitschrift für Chemie und Industrie der Kolloide,2041,6292,15,0.01,3.08
S4210167538,HNO-Informationen (Kongressabstracts),684,77,1,0.00,0.11
S4210167561,HNO Nachrichten,3261,395,112,0.03,0.12
S4210167667,Roczniki Nauk Prawnych,834,405,6,0.01,0.49
S4210167704,ATZheavy duty,262,30,4,0.02,0.11
S4210167723,Kompass Ophthalmologie,555,15,1,0.00,0.03
S4210167831,Blue Jay,5791,4237,1,0.00,0.73
S4210167899,Die Aktiengesellschaft,4867,427,971,0.20,0.09
S4210167906,Technische Textilien,530,142,16,0.03,0.27
S4210167952,Verkehr und Technik/V + T. Verkehr und Technik/V + T digital,1947,100,200,0.10,0.05
S4210167954,Zeitschrift für wirtschaftlichen Fabrikbetrieb,12107,12702,213,0.02,1.05
S4210167965,Zeitschrift für das Privatrecht der Europäischen Union,1375,1203,665,0.48,0.87
S4210167969,Revue européenne des sciences sociales,1066,2301,1,0.00,2.16
S4210168029,Zeitschrift für Sozialpsychologie,229,2955,2,0.01,12.90
S4210168090,Zeitschrift für Klassische Homöopathie,2936,390,13,0.00,0.13
S4210168118,Zeitschrift für das gesamte Bank- und Börsenwesen,1948,120,562,0.29,0.06
S4210168143,Mokslo ir technikos raida,68,32,1,0.01,0.47
S4210168156,Yonsei Law Review,305,11,5,0.02,0.04
S4210168162,Jusletter,2598,363,790,0.30,0.14
S4210168210,Studia Europaea Gnesnensia,492,116,1,0.00,0.24
S4210168228,Germanica Wratislaviensia,385,86,4,0.01,0.22
S4210168239,Zeitschrift für Herz- Thorax- und Gefäßchirurgie,1715,1085,12,0.01,0.63
S4210168285,Wiener entomologische Zeitung,918,1131,4,0.00,1.23
S4210168349,SIL Proceedings 1922-2010,8044,54920,11,0.00,6.83
S4210168387,GENDER – Zeitschrift für Geschlecht Kultur und Gesellschaft,459,873,15,0.03,1.90
S4210168416,Revue française de science politique,8788,23525,7,0.00,2.68
S4210168471,Perspectives,1414,12465,1,0.00,8.82
S4210168547,Fabula,1711,1938,11,0.01,1.13
S4210168578,Journal of the European Society of Women in Theological Research,312,78,1,0.00,0.25
S4210168604,Kompass Pneumologie,925,39,2,0.00,0.04
S4210168609,Die Friedens-Warte,103,32,1,0.01,0.31
S4210168649,Ilkam Law Review,438,28,19,0.04,0.06
S4210168671,Freiburger Geschlechterstudien/Freiburger Zeitschrift für Geschlechterstudien,42,145,1,0.02,3.45
S4210168770,ASU Arbeitsmedizin Sozialmedizin Umweltmedizin,608,229,16,0.03,0.38
S4210168791,Sales Management Review,232,70,11,0.05,0.30
S4210168859,TMPM Tschermaks Mineralogische und Petrographische Mitteilungen,968,8004,1,0.00,8.27
S4210168924,Zeitschrift für Naturforschung A,16225,174573,45,0.00,10.76
S4210168925,Journal Of The Royal Statistical Society,3015,59505,2,0.00,19.74
S4210168954,CME,7199,469,44,0.01,0.07
S4210168961,Tijdschrift voor Psychotherapie,1545,2482,1,0.00,1.61
S4210168990,Cardiovascular Medicine,1014,713,3,0.00,0.70
S4210168994,Nietzscheforschung,827,367,45,0.05,0.44
S4210169017,Zeitschrift für Kulturmanagement,117,604,1,0.01,5.16
S4210169081,retten!,1056,168,10,0.01,0.16
S4210169116,Industrie 4.0 Management,219,188,4,0.02,0.86
S4210169135,Internationales Handelsrecht,1815,1318,747,0.41,0.73
S4210169243,Mediaevistik,1096,209,5,0.00,0.19
S4210169270,Zeitschrift für Ernährungswissenschaft,1310,8782,11,0.01,6.70
S4210169310,Informationen Deutsch als Fremdsprache,6524,4595,107,0.02,0.70
S4210169366,Law,55,0,1,0.02,0.00
S4210169392,Canadian Yearbook of international Law/Annuaire canadien de droit international,1537,2814,2,0.00,1.83
S4210169399,ARCHIV FÜR KATHOLISCHES KIRCHENRECHT,9096,787,1523,0.17,0.09
S4210169468,Anzeiger für Schädlingskunde,24,75,1,0.04,3.13
S4210169512,Philosophia Reformata,1728,1594,3,0.00,0.92
S4210169550,Zeitschrift für Phytotherapie,2158,1142,5,0.00,0.53
S4210169559,Handchirurgie Scan,2056,250,1,0.00,0.12
S4210169586,Das Juristische Büro,666,6,184,0.28,0.01
S4210169614,Monatsschrift für Deutsches Recht,11235,217,3860,0.34,0.02
S4210169651,Diánoia Revista de Filosofía,1631,1140,1,0.00,0.70
S4210169679,Gastroenterologie up2date,780,195,1,0.00,0.25
S4210169686,European Constitutional Law Association,250,13,4,0.02,0.05
S4210169700,Transfusionsmedizin,1141,239,10,0.01,0.21
S4210169716,Senologie - Zeitschrift für Mammadiagnostik und -therapie,4365,620,3,0.00,0.14
S4210169720,der junge zahnarzt,949,67,37,0.04,0.07
S4210169755,ATZ - Automobiltechnische Zeitschrift,4006,4126,122,0.03,1.03
S4210169757,Skipr,1951,92,2,0.00,0.05
S4210169854,BHM Berg- und Hüttenmännische Monatshefte,2150,3504,21,0.01,1.63
S4210169858,Zeitschrift für Medienwissenschaft,484,1026,5,0.01,2.12
S4210169925,TATuP Zeitschrift für Technikfolgenabschätzung in Theorie und Praxis,2728,4461,99,0.04,1.64
S4210169931,Forum Psychotherapeutische Praxis,485,953,2,0.00,1.96
S4210169938,International Law Review,235,41,6,0.03,0.17
S4210169991,Jurnal MANAJERIAL,353,476,3,0.01,1.35
S4210170077,at - Automatisierungstechnik,8273,12917,69,0.01,1.56
S4210170107,Swiss Journal of Educational Research,1058,2093,2,0.00,1.98
S4210170190,Demokratie gegen Menschenfeindlichkeit,244,37,5,0.02,0.15
S4210170248,Zeitschrift für Epileptologie,1248,1338,1,0.00,1.07
S4210170263,Droit et société,1938,5289,11,0.01,2.73
S4210170285,Revue d’Alsace,1422,137,1,0.00,0.10
S4210170394,Traditio,1629,14824,2,0.00,9.10
S4210170396,Indes,994,371,14,0.01,0.37
S4210170427,Revue d assyriologie et d archéologie orientale,352,903,1,0.00,2.57
S4210170472,Ludwigsburger Beiträge zur Medienpädagogik,449,229,3,0.01,0.51
S4210170592,Politikum,426,146,18,0.04,0.34
S4210170805,Marketing ZFP,1353,6580,57,0.04,4.86
S4210170882,Romania,6862,7962,1,0.00,1.16
S4210170915,IG,768,1382,93,0.12,1.80
S4210170920,Fossil Record,288,2869,1,0.00,9.96
S4210170921,Zeitschrift für Ganzheitliche Tiermedizin,509,52,5,0.01,0.10
S4210170965,Theoria Beograd,672,223,1,0.00,0.33
S4210171053,Journal of Contextual Economics – Schmollers Jahrbuch,2526,6684,55,0.02,2.65
S4210171065,PMLA/Publications of the Modern Language Association of America,17234,60248,2,0.00,3.50
S4210171081,Versicherungsmagazin,6510,531,421,0.06,0.08
S4210171112,Mitteilungen des Deutschen Germanisten-Verbandes/Mitteilungen des Deutschen Germanistenverbandes,645,365,4,0.01,0.57
S4210171140,Studia Iuridica,1029,274,1,0.00,0.27
S4210171144,Pastoraltheologie,1799,267,1,0.00,0.15
S4210171161,Journal for the Study of Judaism,2416,10613,2,0.00,4.39
S4210171226,mensch & pferd international,427,49,7,0.02,0.11
S4210171248,European Tort Law Yearbook,452,36,6,0.01,0.08
S4210171261,AGORA Magazine,2416,457,1,0.00,0.19
S4210171267,Gazette (Leiden Netherlands),1706,11963,1,0.00,7.01
S4210171300,Naturschutz und Landschaftsplanung (NuL),333,342,1,0.00,1.03
S4210171306,Nietzsche Studien,1529,3152,12,0.01,2.06
S4210171322,Perspectives chinoises,1947,1300,1,0.00,0.67
S4210171435,Pneumo News,2333,107,42,0.02,0.05
S4210171458,Intensivmedizin und Notfallmedizin,1504,3142,3,0.00,2.09
S4210171472,Zeitschrift für Wirtschafts- und Unternehmensethik,1069,2254,18,0.02,2.11
S4210171504,Sicher ist sicher,2613,164,374,0.14,0.06
S4210171532,NeuroTransmitter,5161,854,126,0.02,0.17
S4210171689,Journal für Ästhetische Chirurgie,548,311,5,0.01,0.57
S4210171695,Journal für Gynäkologische Endokrinologie/Schweiz,351,44,1,0.00,0.13
S4210171734,Arachnologische Mitteilungen Arachnology Letters,854,3070,1,0.00,3.59
S4210171747,Studia Teologiczno-Historyczne Śląska Opolskiego,368,69,1,0.00,0.19
S4210171787,Gefäßmedizin Scan - Zeitschrift für Angiologie Gefäßchirurgie diagnostische und interventionelle Radiologie,2011,66,2,0.00,0.03
S4210171810,Schweizerische Zeitschrift für Geschichte,185,35,19,0.10,0.19
S4210171817,PERIPHERIE – Politik • Ökonomie • Kultur,518,835,4,0.01,1.61
S4210171826,Revue interdisciplinaire d études juridiques,950,936,3,0.00,0.99
S4210171835,Zeitschrift für Palliativmedizin,3727,2097,10,0.00,0.56
S4210171846,PROKLA Zeitschrift für kritische Sozialwissenschaft,1905,6195,13,0.01,3.25
S4210171907,psychosozial,401,316,17,0.04,0.79
S4210171908,Beiträge zur Teilhabeforschung,51,192,3,0.06,3.76
S4210171960,Dagbesteding,135,10,1,0.01,0.07
S4210171990,Bulletin of the School of Oriental and African Studies,17896,23965,6,0.00,1.34
S4210172031,OPAKOWANIE,1931,510,1,0.00,0.26
S4210172069,Jurnal Abdi Media Pengabdian Kepada Masyarakat,204,205,1,0.00,1.00
S4210172114,Computeralgebra-Rundbrief,45,22,1,0.02,0.49
S4210172144,Via medici,792,130,2,0.00,0.16
S4210172157,Orthopädie und Unfallchirurgie,3558,187,115,0.03,0.05
S4210172382,Zeitschrift für Insolvenzrecht,123,3,56,0.46,0.02
S4210172433,Studia Liturgica,1103,1195,1,0.00,1.08
S4210172471,Colloquia Germanica Stetinensia,145,94,2,0.01,0.65
S4210172488,Zorg en Financiering,11594,590,51,0.00,0.05
S4210172491,B&G Bewegungstherapie und Gesundheitssport,1262,922,39,0.03,0.73
S4210172507,Przegląd Prawno-Ekonomiczny,552,162,1,0.00,0.29
S4210172583,Politologický časopis - Czech Journal of Political Science,410,1091,1,0.00,2.66
S4210172622,Studia z Prawa Wyznaniowego,468,488,1,0.00,1.04
S4210172639,Human Rights Case Digest,1423,335,5,0.00,0.24
S4210172675,Onkologische Welt,1660,249,9,0.01,0.15
S4210172740,FEMINA POLITICA – Zeitschrift für feministische Politikwissenschaft,543,651,15,0.03,1.20
S4210172836,Austriaca,1305,18,2,0.00,0.01
S4210172849,Forum Médical Suisse ‒ Swiss Medical Forum,7472,965,15,0.00,0.13
S4210172869,Europa Regionum,480,222,3,0.01,0.46
S4210172874,Deutsches Ärzteblatt,1167,424,8,0.01,0.36
S4210172897,Reference Reviews,8937,90069,1,0.00,10.08
S4210172898,Zeitschrift für die Gesamte Experimentelle Medizin,4399,28734,3,0.00,6.53
S4210172902,Journal of Institutional and Theoretical Economics JITE,1120,14543,2,0.00,12.98
S4210172945,Recht der Jugend und des Bildungswesens,907,989,274,0.30,1.09
S4210172970,Acta Chirurgica Austriaca,2968,3462,85,0.03,1.17
S4210172978,Books Abroad,45652,126803,84,0.00,2.78
S4210172983,Kwartalnik Historii Nauki i Techniki,2072,930,1,0.00,0.45
S4210173014,Scientia Poetica,347,139,20,0.06,0.40
S4210173053,Ernährung - Wissenschaft und Praxis,167,353,2,0.01,2.11
S4210173096,Zeitschrift für Bevölkerungswissenschaft,87,433,2,0.02,4.98
S4210173128,Korean Institute for Aggregate Buildings Law,180,5,1,0.01,0.03
S4210173168,Midwest Journal of Political Science,928,59390,1,0.00,64.00
S4210173186,The European Physical Journal A,19285,430954,20,0.00,22.35
S4210173213,Revista CESCO de Derecho de Consumo,626,173,1,0.00,0.28
S4210173253,Journal of the Japan Institute of Metals and Materials,14071,45260,1,0.00,3.22
S4210173303,Zeitschrift für Balkanologie,418,155,1,0.00,0.37
S4210173304,Archiv für Mathematische Logik und Grundlagenforschung,12,129,1,0.08,10.75
S4210173382,osteuropa recht,1024,217,370,0.36,0.21
S4210173397,Journal of Public Finance and Public Choice,686,1648,1,0.00,2.40
S4210173468,Yearbook for European Jewish Literature Studies,196,32,1,0.01,0.16
S4210173474,Strategie und Sicherheit,290,124,8,0.03,0.43
S4210173485,Modern Language Notes,12197,42651,6,0.00,3.50
S4210173500,Linguistik Online,999,3573,1,0.00,3.58
S4210173513,Cuadernos de derecho penal,135,77,1,0.01,0.57
S4210173560,Deutsch-Russische Rechtszeitschrift,153,3,53,0.35,0.02
S4210173569,Millennium,312,827,3,0.01,2.65
