"journal_name","doi","openalex_id","pubyear","pubyear_openalex","author_cnt","author_cnt_openalex","publisher","publisher_openalex","inst_count_openalex","citations_count"
JZ,"10.1628/002268809787360347",W2087931420,2009,2009,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,3
JZ,"10.1628/002268817X15069363101722",W4249594852,2017,2017,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
Staat,"10.3790/staa.48.3.411",W2086674503,2009,2009,1,1,Duncker & Humblot GmbH,Duncker & Humblot,0,2
AöR,"10.1628/000389107782418156",W2006017221,2007,2007,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,19
RabelsZ,"10.1628/0033725054397471",W4245934126,2005,2005,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268806776255114",W4250631106,2006,2006,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,2
KJ,"10.5771/0023-4834-1996-1-106",W4252687679,1996,1996,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
KJ,"10.5771/0023-4834-1976-3-292",W4205784484,1976,1976,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
RabelsZ,"10.1628/003372506776612852",W4236854007,2006,2006,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2022-0348",W4312530109,2022,2022,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1991-4-501",W4238198049,1991,1991,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
KJ,"10.5771/0023-4834-1972-2-163",W3173767032,1972,1972,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/jz-2019-0252",W4237863911,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,3
JZ,"10.1628/jz-2019-0002",W2919166119,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2008-3-340",W4252590653,2008,2008,2,2,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,1,2
JZ,"10.1628/002268817X15060766523690",W4253363679,2017,2017,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268808786375424",W2022806658,2008,2008,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1970-2-149",W4233739811,1970,1970,3,3,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,1,1
JZ,"10.1628/jz-2020-0133",W4250287456,2020,2020,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2020-0176",W4244166627,2020,2020,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2018-2-95",W4237009704,2018,2018,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/jz-2022-0120",W4226337246,2022,2022,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/0033725042946870",W98941739,2004,2004,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
AöR,"10.1628/000389114X14018747845203",W2315337036,2014,2014,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2020-0031",W4231059721,2020,2020,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,1
JZ,"10.1628/002268818X15181641652195",W4246959293,2018,2018,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268817X14914659440108",W2612651525,2017,2017,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268814X13939259576992",W1965203216,2014,2014,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,11
JZ,"10.1628/002268812798860256",W2033789041,2012,2012,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/0033725014123225",W3149038232,2001,2001,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2012-0014",W4236354047,2012,2012,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2018-4-413",W2910553705,2019,2018,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KJ,"10.5771/0023-4834-2023-1-46",W4323024705,2023,2023,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
RabelsZ,"10.1628/rabelsz-2018-0024",W2801276672,2018,2018,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
KritV,"10.5771/2193-7869-2016-4-350",W2590597597,2017,2016,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
KJ,"10.5771/0023-4834-2017-2-207",W2617211565,2017,2017,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/jz-2019-0180",W4254446139,2019,2019,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2010-4-482",W4240540786,2010,2010,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/jz-2023-0006",W4315491696,2023,2023,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
Staat,"10.3790/staa.49.3.435",W2082806712,2010,2010,1,1,Duncker & Humblot GmbH,Duncker & Humblot,1,22
AöR,"10.1628/aoer-2019-0017",W2992807155,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389115X14302917901736",W2916629951,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268810793536019",W4252949372,2010,2010,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1987-3-313",W4206248894,1987,1987,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/002268806777705528",W1981677324,2006,2006,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2021-0038",W4235528603,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/acp-2018-0013",W4231861711,2018,2018,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,9
JZ,"10.1628/002268806775435629",W4237662731,2006,2006,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/000389905780863428",W1976732725,2005,2005,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389108784772349",W2068019576,2008,2008,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2023-0122",W4366432906,2023,2023,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2018-0340",W4248121512,2018,2018,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1978-3-329",W4254659576,1978,1978,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
RabelsZ,"10.1628/003372512802734986",W2054950824,2012,2012,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
Staat,"10.3790/staa.53.2.167",W1965152973,2014,2014,1,1,Duncker & Humblot GmbH,Duncker & Humblot,0,17
JZ,"10.1628/jz-2022-0193",W4285125509,2022,2022,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1976-1-88",W4247846156,1976,1976,2,2,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
AöR,"10.1628/000389116X14525976022243",W2327242842,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,4
JZ,"10.1628/jz-2020-0305",W3091652649,2020,2020,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268807780223249",W2077360439,2007,2007,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
KJ,"10.5771/0023-4834-1989-4-385",W4255996775,1989,1989,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,47
RabelsZ,"10.1628/rabelsz-2020-0053",W3039603416,2020,2020,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2021-0281",W3195661602,2021,2021,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2020-0153",W4236235154,2020,2020,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1993-1-107",W4250930977,1993,1993,2,2,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/jz-2023-0074",W4352993807,2023,2023,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268815X14338311421098",W4255428346,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2015-1-3",W2334227943,2015,2015,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
KJ,"10.5771/0023-4834-2002-1-90",W2325248404,2002,2002,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,1,1
KJ,"10.5771/0023-4834-2001-4-405",W3197213422,2001,2001,2,2,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/jz-2018-0208",W4243555094,2018,2018,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2009-2-140",W2328019455,2009,2009,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/002268806777133343",W2915691330,2006,2006,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/acp-2020-0044",W4250225128,2020,2020,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/aoer-2020-0005",W3094672435,2020,2020,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,2
AöR,"10.1628/000389116X14810988437306",W2570459415,2016,2016,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389115X14459439830940",W2915095072,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2011-2-153",W2330607419,2011,2011,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,3
AöR,"10.1628/000389110792888507",W2313690828,2010,2010,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1985-4-458",W4234984420,1985,1985,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,3
JZ,"10.1628/jz-2019-0098",W4243334230,2019,2019,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389105780275681",W1974377893,2005,2005,1,1,Mohr Siebeck,Mohr Siebeck Verlag,1,11
AöR,"10.1628/000389113X13824429202468",W2065929925,2013,2013,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,2
KritV,"10.5771/2193-7869-2018-3-183",W4248959556,2019,2018,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/jz-2022-0166",W4285297628,2022,2022,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2009-2-132",W2332969214,2009,2009,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KJ,"10.5771/0023-4834-1972-4-430",W4244978249,1972,1972,1,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
AöR,"10.1628/aoer-2021-0014",W4211123586,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268809787944637",W2000001462,2009,2009,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2023-1-6",W4385992306,2023,2023,3,3,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/002268816X14707557457654",W2558335350,2016,2016,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2019-0090",W2982031071,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268814X14083707819713",W4246353020,2014,2014,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268811797238484",W4248297926,2011,2011,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/acp-2018-0024",W4232318135,2018,2018,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
RabelsZ,"10.1628/rabelsz-2019-0064",W3004969083,2019,2019,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,1
JZ,"10.1628/jz-2018-0226",W4231185043,2018,2018,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268812803282855",W2043660541,2012,2012,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268813X13770955764259",W1988878399,2013,2013,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268813X13867523596870",W4243605572,2014,2014,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,3
RabelsZ,"10.1628/003372511796351331",W4239335180,2011,2011,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2021-0359",W3210213045,2021,2021,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2016-0002",W4254278726,2016,2016,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1976-2-163",W4242072919,1976,1976,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/jz-2018-0134",W4245835415,2018,2018,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2016-3-234",W2562254608,2016,2016,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
KJ,"10.5771/0023-4834-2022-3-267",W4296878039,2022,2022,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
Staat,"10.3790/staa.61.3.407",W4313119462,2022,2022,1,1,Duncker & Humblot GmbH,Duncker & Humblot,0,2
AcP,"10.1628/000389917X14944864912362",W2730074664,2017,2017,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268806778171827",W4246280480,2006,2006,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1983-2-170",W4229484211,1983,1983,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
Staat,"10.3790/staa.49.2.299",W2006682686,2010,2010,1,1,Duncker & Humblot GmbH,Duncker & Humblot,0,1
JZ,"10.1628/002268815X14340175249431",W2763568630,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
Staat,"10.3790/staa.49.2.211",W2042833855,2010,2010,1,1,Duncker & Humblot GmbH,Duncker & Humblot,0,1
Staat,"10.3790/staa.61.2.321",W4288058567,2022,2022,0,0,Duncker & Humblot GmbH,Duncker & Humblot,0,0
JZ,"10.1628/002268807783355664",W4245871510,2007,2007,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2021-0011",W3155471718,2021,2021,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2017-4-530",W2771324060,2017,2017,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
KJ,"10.5771/0023-4834-2000-3-447",W3216410625,2000,2000,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,2,8
AcP,"10.1628/000389215X14290163254988",W2237450797,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2023-0012",W4315486419,2023,2023,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2021-0410",W4205434546,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268818X15107385150630",W2794102063,2018,2018,3,3,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2019-0409",W4238747429,2019,2019,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268814X13866898473213",W4229930058,2014,2014,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,1
JZ,"10.1628/002268813X13770956375872",W2084614996,2014,2014,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268816X14598412977820",W4244383285,2016,2016,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268813X13772487009570",W2025994063,2014,2014,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/003372513X671318",W1278844512,2013,2013,2,2,Mohr Siebeck,Mohr Siebeck Verlag,1,0
JZ,"10.1628/jz-2021-0077",W4248709533,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2007-1-2-175",W2319792110,2007,2007,2,2,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,3,2
KJ,"10.5771/0023-4834-1982-2-173",W4233850711,1982,1982,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KritV,"10.5771/2193-7869-2012-1-67",W2318089693,2012,2012,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
JZ,"10.1628/jz-2020-0211",W4232579700,2020,2020,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2023-0102",W4366432763,2023,2023,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268806777133226",W4233588005,2006,2006,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/0033725042946843",W142511454,2004,2004,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1985-3-288",W4232766038,1985,1985,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
JZ,"10.1628/002268806779049688",W4233790353,2006,2006,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389109790079404",W2061967394,2009,2009,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,7
JZ,"10.1628/002268815X14380730634090",W2916221298,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
JZ,"10.1628/jz-2013-0005",W4255292419,2013,2013,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2011-0048",W4239000751,2011,2011,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/003372515X14274601496389",W2312968026,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
KJ,"10.5771/0023-4834-1975-2-151",W4252119242,1975,1975,1,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
KJ,"10.5771/0023-4834-2020-3-311",W3083520286,2020,2020,2,2,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,9
KJ,"10.5771/0023-4834-1973-4-361",W3174857460,1973,1973,2,2,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
AöR,"10.1628/000389110792888508",W2332838963,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2023-0254",W4386389366,2023,2023,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/000389903780275289",W1966659350,2003,2003,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268810792610134",W2088456168,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1979-4-364",W4253031444,1979,1979,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
AcP,"10.1628/000389906782689753",W1978336037,2006,2006,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/003372517X14976085322429",W2742023695,2017,2017,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
KJ,"10.5771/0023-4834-2016-3-407",W2510765279,2016,2016,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
AcP,"10.1628/acp-2020-0057",W3104520595,2020,2020,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268811796190154",W4234984374,2011,2011,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2009-2-152",W2316259592,2009,2009,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/jz-2018-0152",W2811460228,2018,2018,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268809788262174",W2063174019,2009,2009,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268815X14471550707809",W4238434948,2015,2015,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/000389908783917161",W2319275960,2008,2008,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,3
JZ,"10.1628/002268813X13802745339230",W4250449423,2013,2013,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2021-0374",W4239117190,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2011-1-55",W2327464093,2011,2011,4,4,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
Staat,"10.3790/staa.49.1.77",W1995664519,2010,2010,1,1,Duncker & Humblot GmbH,Duncker & Humblot,0,12
JZ,"10.1628/jz-2019-0418",W2993577391,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
AöR,"10.1628/aoer-2018-0024",W2888146483,2018,2018,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
Staat,"10.3790/staa.52.4.563",W1994691337,2013,2013,1,1,Duncker & Humblot GmbH,Duncker & Humblot,0,0
AcP,"10.1628/000389913X13591069863529",W4243602813,2013,2013,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268813X13581549563488",W2077223422,2013,2013,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/acp-2020-0004",W4238743996,2020,2020,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268806776592886",W2046734885,2006,2006,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,5
JZ,"10.1628/002268809788498920",W4230046356,2009,2009,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2023-0117",W4368247744,2023,2023,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2019-0146",W4250184821,2019,2019,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/aoer-2021-0026",W4294930482,2021,2021,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2019-3-336",W2970866269,2019,2019,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/002268813X13746554334348",W4241049556,2013,2013,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
Staat,"10.3790/staa.62.1.1",W4376855382,2023,2023,1,1,Duncker & Humblot GmbH,Duncker & Humblot,0,1
KJ,"10.5771/0023-4834-2010-4-458",W2319931319,2010,2010,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,1,0
JZ,"10.1628/jz-2021-0212",W3170814928,2021,2021,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2009-2-163",W2320575444,2009,2009,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
AöR,"10.1628/000389110793699618",W2320985728,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/003372518X15117807093928",W2781645328,2018,2018,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2005-1-30",W2397870918,2005,2005,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/jz-2021-0135",W3157087649,2021,2021,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,2
JZ,"10.1628/002268807780282866",W2037297746,2007,2007,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2019-0303",W4231745697,2019,2019,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268809787944655",W1981119348,2009,2009,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,11
KJ,"10.5771/0023-4834-1997-1-94",W4239837989,1997,1997,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
KJ,"10.5771/0023-4834-2016-3-283",W4235471602,2016,2016,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/002268809790030394",W2058862011,2009,2009,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1987-2-200",W4245126795,1987,1987,2,2,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
AcP,"10.1628/000389913X13607714432162",W2078039205,2013,2013,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/acp-2022-0002",W4214478735,2022,2022,3,3,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389114X13928952467369",W2323609394,2014,2014,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2020-0016",W2999483544,2020,2020,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2022-0269",W4291826390,2022,2022,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/003372510792985207",W1030765032,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,2
RabelsZ,"10.1628/rabelsz-2019-0044",W2948787666,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,5
JZ,"10.1628/002268816X14677130775045",W2516012029,2016,2016,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2011-4-297",W4247685284,2012,2011,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/jz-2022-0159",W4285247817,2022,2022,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2003-4-472",W4254988046,2003,2003,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KJ,"10.5771/0023-4834-2018-3-280",W2889619209,2018,2018,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,15
KJ,"10.5771/0023-4834-1969-2-169",W4211127059,1969,1969,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/002268811796366852",W1990658617,2011,2011,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,6
JZ,"10.1628/002268818X15173942372984",W2800455836,2018,2018,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/acp-2012-0011",W4240070602,2012,2012,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268806776255042",W2074447622,2006,2006,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
