"journal_name","doi","openalex_id","pubyear","pubyear_openalex","author_cnt","author_cnt_openalex","publisher","publisher_openalex","inst_count_openalex","citations_count"
KritV,"10.5771/2193-7869-2006-2-3-253",W2314913458,2006,2006,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KJ,"10.5771/0023-4834-2015-2-129",W4230294809,2015,2015,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
Staat,"10.3790/staa.59.4.627",W4205207002,2020,2020,0,0,Duncker & Humblot GmbH,Duncker & Humblot,0,0
KJ,"10.5771/0023-4834-1986-4-488",W4246023247,1986,1986,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
RabelsZ,"10.1628/003372512801786791",W93495757,2012,2012,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2018-0013",W2916848759,2018,2018,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2013-0006",W4249257804,2013,2013,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/003372509789566613",W29262457,2009,2009,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2020-0001",W3010911938,2020,2020,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/003372507782419426",W4242951506,2007,2007,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/003372516X14817241955394",W2588632153,2017,2017,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
RabelsZ,"10.1628/003372511796351386",W2312983757,2011,2011,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2005-3-287",W2398694561,2005,2005,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
AcP,"10.1628/acp-2021-0029",W3204253670,2021,2021,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1996-1-68",W3207718036,1996,1996,2,2,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
RabelsZ,"10.1628/003372517X15006326507836",W2765842514,2017,2017,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1972-1-59",W4237370794,1972,1972,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
JZ,"10.1628/002268812798860274",W2090259597,2012,2012,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1998-3-399",W4243045299,1998,1998,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,1,1
KritV,"10.5771/2193-7869-2020-2-189",W3128615991,2021,2020,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/jz-2019-0109",W4251647883,2019,2019,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2022-0184",W4285176376,2022,2022,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,3
JZ,"10.1628/jz-2022-0291",W4296010608,2022,2022,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2023-0181",W4380519751,2023,2023,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389110792016607",W2065553543,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1982-4-419",W4256715818,1982,1982,1,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
AöR,"10.1628/aoer-2022-0022",W4360597698,2022,2022,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2013-1-56",W2319470444,2013,2013,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
AöR,"10.1628/000389117X15151516663920",W2791541699,2017,2017,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2015-3-224",W3173695291,2016,2015,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
KJ,"10.5771/0023-4834-2023-2-288",W4380366099,2023,2023,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
KJ,"10.5771/0023-4834-2021-1-94",W3135371752,2021,2021,2,2,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/jz-2015-0001",W4248238475,2015,2015,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2020-0297",W4241735626,2020,2020,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/000389915X14498390576315",W2529034310,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2023-0038",W4320015461,2023,2023,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268807781752818",W4254981007,2007,2007,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268817X14798174552616",W2568903010,2017,2017,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2023-0009",W4319441114,2023,2023,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2021-0089",W4246196049,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2019-0191",W4248878827,2019,2019,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2021-0023",W3178616833,2021,2021,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/aoer-2022-0006",W4312809005,2022,2022,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2020-0050",W3007295619,2020,2020,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1992-3-364",W4247508645,1992,1992,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
KJ,"10.5771/0023-4834-1982-1-79",W4229877271,1982,1982,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,3
RabelsZ,"10.1628/rabelsz-2020-0014",W2999220551,2020,2020,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2021-2-131",W3172214736,2021,2021,2,2,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/002268810793333195",W2064251003,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
JZ,"10.1628/002268806777133262",W2031319878,2006,2006,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2021-0387",W4243947658,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2021-0377",W4231108806,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2023-0139",W4368247788,2023,2023,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2020-0020",W4238543687,2020,2020,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/0033725024123044",W2323349440,2002,2018,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2023-0125",W4368247702,2023,2023,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389108783916962",W2071873720,2008,2008,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2018-2-171",W2896407666,2018,2018,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/002268808785259839",W1964260415,2008,2008,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,5
KJ,"10.5771/0023-4834-1990-4-515",W4245125662,1990,1990,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
Staat,"10.3790/staa.58.4.555",W2995591496,2019,2019,1,1,Duncker & Humblot GmbH,Duncker & Humblot,0,2
KJ,"10.5771/0023-4834-2020-1-98",W3013474765,2020,2020,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
Staat,"10.3790/staa.59.4.577",W3148499561,2020,2020,1,1,Duncker & Humblot GmbH,Duncker & Humblot,0,0
KJ,"10.5771/0023-4834-2000-1-49",W4242784523,2000,2000,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,1,1
RabelsZ,"10.1628/003372515X14373846830223",W2493464709,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
KJ,"10.5771/0023-4834-1998-3-318",W4238069311,1998,1998,2,2,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
KJ,"10.5771/0023-4834-1975-3-304",W4246252260,1975,1975,1,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/002268806775880535",W3147001410,2006,2006,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
Staat,"10.3790/staa.51.4.525",W4256093089,2012,2012,1,1,Duncker & Humblot GmbH,Duncker & Humblot,0,3
JZ,"10.1628/002268808785792837",W2313651581,2008,2008,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,3
KJ,"10.5771/0023-4834-2022-1-66",W4226293461,2022,2022,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
KritV,"10.5771/2193-7869-2010-1-65",W2333524223,2010,2010,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,6
JZ,"10.1628/jz-2020-0357",W4252433370,2020,2020,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1990-1-62",W4254480152,1990,1990,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/jz-2021-0099",W3139065971,2021,2021,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2018-1-115",W2789295699,2018,2018,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
AcP,"10.1628/acp-2022-0007",W4225614458,2022,2022,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2022-0212",W4285183474,2022,2022,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268806775696495",W4248692563,2006,2006,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
Staat,"10.3790/staa.49.3.405",W2016270370,2010,2010,1,1,Duncker & Humblot GmbH,Duncker & Humblot,0,0
JZ,"10.1628/jz-2023-0134",W3004278108,2023,2023,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389112800794044",W2316085686,2012,2012,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,5
KJ,"10.5771/0023-4834-2012-4-460",W2398345711,2012,2012,2,2,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,3,0
KritV,"10.5771/2193-7869-2021-3-237",W4285537843,2022,2021,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/002268810792610080",W2032067960,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,9
JZ,"10.1628/jz-2023-0149",W3023630713,2023,2023,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268810790786204",W1965711623,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,2
JZ,"10.1628/jz-2010-0078",W82467260,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2020-0287",W4243642023,2020,2020,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268807781449770",W2021671973,2007,2007,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2012-2-161",W2316739577,2012,2012,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
JZ,"10.1628/jz-2018-0135",W4248720750,2018,2018,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389112800794161",W2328168513,2012,2012,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2019-1-42",W4245971961,2019,2019,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,3
JZ,"10.1628/jz-2011-0029",W4253414633,2011,2011,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2012-4-405",W2406685002,2012,2012,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,7
KJ,"10.5771/0023-4834-2019-4-549",W4229505698,2019,2019,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
KJ,"10.5771/0023-4834-2020-2-270",W4256165229,2020,2020,2,2,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/jz-2021-0297",W4252208455,2021,2021,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1987-3-307",W3156366218,1987,1987,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KJ,"10.5771/0023-4834-2005-4-350",W2332367992,2005,2005,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
RabelsZ,"10.1628/003372517X15006326507782",W2765179170,2017,2017,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2013-2-218",W4237997356,2013,2013,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/002268809788699738",W4247577535,2009,2009,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2018-4-475",W2910977233,2019,2018,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
RabelsZ,"10.1628/rabelsz-2021-0064",W3206064879,2021,2021,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268815X14364319835254",W2891356467,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389111798369799",W2335101187,2011,2011,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2018-0059",W4252835398,2018,2018,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2007-2-156",W2332588613,2007,2007,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/002268814X14144249999139",W4234641461,2014,2014,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2015-3-229",W3174484298,2016,2015,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/002268810790786277",W2037984212,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389105780282043",W2006103504,2005,2005,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2019-0119",W2943155138,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2019-0036",W2955377993,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1976-2-175",W4254225561,1976,1976,2,2,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
RabelsZ,"10.1628/rabelsz-2019-0043",W2944785110,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
JZ,"10.1628/002268806779049624",W1997319048,2006,2006,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/acp-2020-0035",W4248848658,2020,2020,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/acp-2023-0043",W4389631861,2023,2023,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2020-0250",W4244763989,2020,2020,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2018-1-1",W4240552917,2018,2018,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
KJ,"10.5771/0023-4834-2001-4-475",W4242976586,2001,2001,0,13,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,2,1
JZ,"10.1628/002268815X14405177590050",W2917631444,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2018-0060",W4256028350,2018,2018,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2022-0011",W4206186296,2022,2022,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268817X14817958147939",W4250905434,2017,2017,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389112804720032",W2334409039,2012,2012,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2022-0033",W4285243876,2022,2022,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1978-1-50",W4240851164,1978,1978,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/jz-2020-0166",W4253008181,2020,2020,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1985-4-412",W4243448723,1985,1985,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/002268813X13823484815832",W4249578215,2013,2013,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/003372517X15006326507791",W2765345731,2017,2017,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2022-0119",W4221052250,2022,2022,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2020-0268",W3082168648,2020,2020,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268815X14302940187063",W2916066212,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,3
JZ,"10.1628/002268814X14170833930127",W4240819171,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268810791319940",W2092862669,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,2
KJ,"10.5771/0023-4834-2000-4-600",W4247208786,2000,2000,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
KJ,"10.5771/0023-4834-2013-3-257",W2404301186,2013,2013,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KritV,"10.5771/2193-7869-2022-3-213",W4380343915,2023,2022,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/jz-2020-0080",W4246067307,2020,2020,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
Staat,"10.3790/staa.58.4.575",W2996755274,2019,2019,1,1,Duncker & Humblot GmbH,Duncker & Humblot,0,1
KJ,"10.5771/0023-4834-2001-2-157",W4232984149,2001,2001,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,3
KJ,"10.5771/0023-4834-1981-1-1",W4256200385,1981,1981,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,3
JZ,"10.1628/jz-2021-0025",W3122985695,2021,2021,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268809789648076",W2008590627,2009,2009,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2019-0400",W2993152626,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
JZ,"10.1628/002268817X15066052005312",W2769309076,2017,2017,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2010-0056",W4253751342,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2010-0066",W4252096691,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
JZ,"10.1628/002268817X14949249334275",W4241481143,2017,2017,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2006-1-90",W2329719708,2006,2006,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,2,0
RabelsZ,"10.1628/rabelsz-2023-0066",W4386394137,2023,2023,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2021-0121",W4245719045,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2023-0027",W4319440973,2023,2023,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1968-1-51",W3014456487,1968,1968,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
JZ,"10.1628/002268810793455433",W4235365129,2010,2010,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2018-0329",W4244540436,2018,2018,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268812803506153",W1999715463,2012,2012,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389104781683967",W2058183173,2004,2004,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,3
JZ,"10.1628/jz-2018-0281",W2901209031,2018,2018,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
KJ,"10.5771/0023-4834-1975-3-319",W4247715109,1975,1975,1,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KritV,"10.5771/2193-7869-2021-1-61",W3185592219,2021,2021,2,2,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/jz-2019-0358",W4236729338,2019,2019,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2000-2-229",W4235751150,2000,2000,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,1,3
JZ,"10.1628/002268815X14428519015774",W2917472280,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268810791871442",W4242870683,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2020-0369",W4246382210,2020,2020,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/0033725014123252",W2313062307,2001,2001,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1985-1-68",W3156301353,1985,1985,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/jz-2019-0264",W4241039938,2019,2019,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2010-0043",W4241442493,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2018-0140",W2811093830,2018,2018,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1972-2-194",W4246438602,1972,1972,1,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/002268807782017822",W4241966640,2007,2007,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268814X14053301406723",W2078864134,2014,2014,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,3
JZ,"10.1628/002268809787295962",W1976157284,2009,2009,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2019-0154",W4256128693,2019,2019,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/acp-2020-0052",W4234342297,2020,2020,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268817X14907004403554",W2737111335,2017,2017,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268808786116188",W4243631495,2008,2008,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268815X14458541952109",W4237138452,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268813X13581593763766",W2042582807,2013,2013,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389104780579919",W4210251229,2004,2004,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2019-0085",W2981554801,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268809788161491",W1971333229,2009,2009,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268814X13896071252168",W2092012262,2014,2014,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
KJ,"10.5771/0023-4834-1976-3-271",W3205139979,1976,1976,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,1,1
JZ,"10.1628/002268812800261969",W2043803203,2012,2012,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
Staat,"10.3790/staa.52.3.415",W2080987534,2013,2013,1,1,Duncker & Humblot GmbH,Duncker & Humblot,0,1
JZ,"10.1628/002268812799249164",W4243653423,2012,2012,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2019-0065",W4240025943,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268813X13651727929765",W2080884414,2013,2013,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2014-2-151",W2321128480,2014,2014,3,3,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,3,1
JZ,"10.1628/jz-2020-0324",W4210592201,2020,2020,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2018-0115",W2808814931,2018,2018,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,2
JZ,"10.1628/jz-2021-0310",W4250819152,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2021-0201",W4213028810,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/0033725014029121",W4243998714,2001,2001,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,2
Staat,"10.3790/staa.58.4.659",W4214659050,2019,2019,0,0,Duncker & Humblot GmbH,Duncker & Humblot,0,0
KJ,"10.5771/0023-4834-1980-1-1",W3175225281,1980,1980,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/002268814X13857175654953",W4246375238,2014,2014,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/000389903780275261",W2059674131,2003,2003,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268811796011909",W4252114391,2011,2011,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,1
KJ,"10.5771/0023-4834-2018-1-57",W2791112802,2018,2018,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
AcP,"10.1628/000389906783601109",W1979806288,2006,2006,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2018-0085",W2884995514,2018,2018,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
