"alternativeTitle","id","issn","otherTitleInformation","shortTitle","title"
"EnergieR","http://lobid.org/resources/990223358000206441#!","25693921 25693921","Beiträge zum deutschen, europäischen und internationalen Energierecht",,"Energierecht"
"Consiliarien","http://lobid.org/resources/990107443090206441#!","09387951",,,"Staatsbriefe, Consiliarien"
"Quaestionum Sabbathinarum Decisiones Singulares","http://lobid.org/resources/990178749230206441#!","25103288 25103288",,,"Quaestiones Sabbathinae, oder curiose juristische Fragen, auf rare casus eingerichtet"
"FF","http://lobid.org/resources/990108127810206441#!","14338696 14338696","FF",,"Forum Familien- und Erbrecht"
,"http://lobid.org/resources/990102526740206441#!","22238743 22238743",,,"Österreichische Zeitschrift für Rechts- und Staatswissenschaft"
,"http://lobid.org/resources/990197922420206441#!","21955018 21955018",,,"Schriften zum ostasiatischen Strafrecht"
,"http://lobid.org/resources/990055179950206441#!","03426491",,,"Wettbewerbsrecht,  Werberecht, Markenrecht"
"Neueste juristische Litteratur ( Hauptsacht. teils )","http://lobid.org/resources/990054557480206441#!","25100130 25100130","für d. Jahr .",,"Neueste juristische Literatur"
,"http://lobid.org/resources/990175584340206441#!","23670843 23670843",,,"Recht der Jugend und des Bildungswesens, RdJB-Bücher"
"Beyträge zum neuesten französischen Staatsrecht","http://lobid.org/resources/990178748890206441#!","2367153X 2367153X",,,"Beyträge zum neuesten französischen Staatsrechte bey Gelegenheit der allgemeinen Reichsversammlung"
,"http://lobid.org/resources/990178749520206441#!","25095269 25095269",,,"Juristisch-historische Electa"
,"http://lobid.org/resources/990178749610206441#!","23665300 23665300",,,"Gründliche Auszüge aus alten und neuen juridischen Disputationibus, welche auf denen hohen Schulen in Deutschland gehalten worden"
,"http://lobid.org/resources/990055179960206441#!","1866167X 1866167X","mit besonderer Rücksicht auf d. dt. Gesetzgebung",,"Zeitschrift für Gesetzgebung und Rechtspflege in Preußen"
,"http://lobid.org/resources/990056032500206441#!","09477381","Stand: ...",,"Verzeichnis der Krankenhäuser, Rehabilitations- und Vorsorgeeinrichtungen in Schleswig-Holstein"
,"http://lobid.org/resources/990227000670206441#!","26270935 26270935","Studien und Beiträge zum ADHGB",,"Mitteleuropäisches Zivilrecht"
"Deutsche Verwaltungspraxis / Ausgabe Niedersachsen; DVP; Beilage Niedersachsen","http://lobid.org/resources/990103978410206441#!","03439607 03439607","DVP ; Fachzeitschr. für Wissenschaft u. Praxis in d. öffentl. Verwaltung",,"Deutsche Verwaltungspraxis, Ausgabe Niedersachsen"
"Euro Pharma","http://lobid.org/resources/990113423310206441#!","14381095","europäisches Medizin- und Gesundheitsrecht",,"Euro-Pharma"
"Sammlung merkwürdiger Rechtshändel, samt ihren Zweifels- und Entscheidungsgründen; Sammlung merkwürdiger Rechtshändel, samt ihren Zweifels- und Entscheidungsgründen ( Zitiert. nach Kirchner )","http://lobid.org/resources/990103499790206441#!","23654627 23654627","welche zu weiterer Erkentnis u. Erleuterung so wol d. dt. gerichts-üblichen Rechtsgelarheit überhaupt, als besonders der Frankfurter Reformation u. Anmerkungen darüber nüzlich angewendet werden können",,"Samlung merkwürdiger Rechtshändel samt ihren Zweifels- und Entscheidungsgründen, wie auch verschiedener Rechts- und anderer Materien"
"Düsseldorfer Reihe","http://lobid.org/resources/990174642330206441#!","1867870X 1867870X","Veröffentlichungen des Instituts für Versicherungsrecht der Heinrich-Heine-Universität Düsseldorf",,"Düsseldorfer Schriften zum Versicherungsrecht"
,"http://lobid.org/resources/990103499550206441#!","21927472 21927472",,,"Vermischte Nachrichten von reichsritterschafftlichen Sachen"
,"http://lobid.org/resources/990156992880206441#!","16142527",,,"Schriftenreihe der Thüringer Fachhochschule für Öffentliche Verwaltung, Fachbereich Polizei"
,"http://lobid.org/resources/990214939200206441#!","2511896X 2511896X","auf zu neuen Ufern",,"Infobrief zur EG-Wasserrahmenrichtlinie"
"Familienrecht-CD; FamR","http://lobid.org/resources/990108821590206441#!","16162137 16162137","Rechtsprechung, Aufsätze, Gesetze, unterhaltsrechtliche Leitlinien ; Eherecht, ehegattenunterhalt, Versorgungsausgleich, Kindschaftsrecht, Kindesunterhalt, Vormundschaft, Betreuung, Pflege, Verfahrens- und Kostenrecht, Steuerrecht",,"FamR-CD"
,"http://lobid.org/resources/990368319930206441#!","23664746",,,"Jahresbericht"
,"http://lobid.org/resources/990217844810206441#!","25124285 25124285","ihr professionelles Medienpaket mit Präsentationen zur Mitarbeiterunterweisung, aktueller Fassung der CLP-Verordnung, Infokarten, ""CLPTimetable"" und ""GHS-Schnellübesicht""",,"GHS, CLP aktuell"
,"http://lobid.org/resources/990175674320206441#!","01760904 01760904","Zeitschrift für jur. Studium, jur. Ausbildung",,"ZA"
,"http://lobid.org/resources/990223282930206441#!","25693123 25693123",,,"Edition Eigentümer-Wissen"
,"http://lobid.org/resources/990055140950206441#!","09367489",,,"Zeitschrift für Verwaltung und Rechtspflege im Großherzogthum Oldenburg"
,"http://lobid.org/resources/990108871370206441#!","14366029",,,"Der Zahnarzt und sein Recht"
"Sammlung juristischer, philosophischer und kritischer Abhandlungen; Sammlung juristisch-, philosophisch- und kritischer Abhandlungen; Sammlung juristischer, philosophischer und kritischer Abhandlungen ( Zitiert. nach Kirchner )","http://lobid.org/resources/990178749120206441#!","23653671 23653671",,,"Sammlung juristisch-, philosophisch- und critischer Abhandlungen"
,"http://lobid.org/resources/990178749200206441#!","23654597 23654597",,,"Historischer Schauplatz vornehmer und berühmter Staats- und Rechts-Gelehrten"
,"http://lobid.org/resources/990113420560206441#!","16130251 16130251","das digitale Magazin für Steuerzahler",,"Steuerfit"
"Urteilsblitzdienst für Arbeitgeber; Blitzdienst für Arbeitgeber ( Zusatz anfangs )","http://lobid.org/resources/990114745300206441#!","14391449 14391449","aktuelle Urteile und Empfehlungen für Arbeitgeber",,"Arbeitsrecht kompakt"
,"http://lobid.org/resources/990103148050206441#!","14205556","Magazin für Recht und Politik",,"Plädoyer"
,"http://lobid.org/resources/990055140740206441#!","2365127X 2365127X",,,"Archiv der Kirchenrechtswissenschaft"
"RDV-Praxis-Report; RDV-PR","http://lobid.org/resources/990056177630206441#!","09487328 09487328",,,"Recht der Datenverarbeitung, RDV-Praxis-Report : IV-Technik, Datenschutz, Datensicherheit"
"Jahrbuch Monitoring eGovernment & Verwaltungsmodernisierung; Monitoring eGovernment und Verwaltungsmodernisierung; Monitoring eGovernment & Verwaltungsmodernisierung","http://lobid.org/resources/990154727430206441#!","14350688",,,"Jahrbuch Monitoring eGovernment & Verwaltungsmodernisierung Deutschland ..."
"Zeitschrift für Wirtschafts- und Finanzstrafrecht","http://lobid.org/resources/990207312770206441#!","24095265","Zeitschrift für Wirtschafts- und Finanzstrafrecht",,"ZWF"
,"http://lobid.org/resources/990184603600206441#!","21918872","Nachschlagewerk des Bundesarbeitsgerichts ; arbeitsrechtliche Praxis",,"AP-Newsletter"
,"http://lobid.org/resources/990198400380206441#!","21976309 21976309","Haftungsfragen, Recht und Sicherheit",,"Rechtssicher durch den Kita-Alltag"
,"http://lobid.org/resources/990102690070206441#!","07230427",,,"Frankfurter wirtschaftsrechtliche Studien"
"FRFam","http://lobid.org/resources/990113133110206441#!","14392658",,,"Fundstellen-Report, Familienrecht"
"ASL-CD; Arbeits-und-Sozialrecht-Leitsatz-CD","http://lobid.org/resources/990113347060206441#!","14397870 14397870","ASL-CD ; Arbeits- und Sozialrecht-Fundstellen ab 1991",,"Arbeits- und Sozialrecht Leitsatz CD"
"JWO; Die juristische Wochenzeitung / Verkehrsrecht; Die juristische Wochenzeitung ( Hauptsacht. 1.2004,18-52 )","http://lobid.org/resources/990131930980206441#!","16126696 16126696","JWO",,"Die juristische Woche, Verkehrsrecht"
"Toxichem und Krimtech; Toxichem-Krimtech; Toxichem + Krimtech ( Hauptsacht. bis 76.2009,2 )","http://lobid.org/resources/990102126410206441#!","21903441 21903441","Mitteilungsblatt der Gesellschaft für Toxikologische und Forensische Chemie",,"Toxichem Krimtech"
,"http://lobid.org/resources/990218252370206441#!","25129694 25129694",,,"Rechtsräume"
"Taschenkalender für die Feuerwehren in Niedersachsen ( Hauptsacht. 1951 ); Taschenkalender für die Feuerwehren in Niedersachsen und Bremen ( Hauptsacht. 1952 ); Taschenkalender für die Feuerwehren in Niedersachsen und Bremen und für den Landesfeuerwehrverband Niedersachsen ( Hauptsacht. 1953 - 1972 ); Taschenkalender für die Feuerwehren in Niedersachsen, Bremen und Berlin und für den Landesfeuerwehrverband Niedersachsen ( Hauptsacht. 1973 - 1980 ); Taschenkalender für die Feuerwehren in Niedersachsen, Bremen und Berlin ( Hauptsacht. 1973 - 1980 ); Niedersachsen, Bremen und Berlin ( Nebent. teils ); Niedersachsen und Bremen ( Nebent. teils )","http://lobid.org/resources/990054736980206441#!","09421068 09421068",,,"Taschenkalender für die Feuerwehren in Niedersachsen und Bremen"
,"http://lobid.org/resources/990053961620206441#!","14310341","Politik, Recht und Wirtschaft in Europa",,"Berliner Europa-Studien"
"VbR","http://lobid.org/resources/990198314560206441#!","23085576","VbR",,"Zeitschrift für Verbraucherrecht"
"Rente und Co; Ein Sonderheft von Plus-Magazin","http://lobid.org/resources/990192272070206441#!","25684396 25684396","Ihre Rente & Ihre Altersvorsorge",,"Rente & Co"
,"http://lobid.org/resources/990218657860206441#!","25666738 25666738",,,"Texte zum Kosmetikrecht"
"Vierteljahreszeitschrift des Jülicher Sparsamkeit e.V. ( Zusatz 1.2006,2 = Nr. 2 )","http://lobid.org/resources/990156190660206441#!","1863429X 1863429X",,,"Jülicher Transparenz"
"ÖWWV-Schriftenreihe","http://lobid.org/resources/990053857510206441#!","03711943",,,"Schriftenreihe des Österreichischen Wasserwirtschaftsverbandes"
,"http://lobid.org/resources/990055140760206441#!","01748173",,,"Archiv für Militärrecht"
"RVG-Report","http://lobid.org/resources/990124659260206441#!","1614760X 1614760X","Anwaltsgebühren, Streitwert, Gerichtskosten, Erstattung, Rechtsschutz",,"RVGreport"
"Magazin für das Criminalrecht ( Titelvar. )","http://lobid.org/resources/990103499370206441#!","23664282 23664282",,,"Magazin des Criminalrechts"
,"http://lobid.org/resources/990103499540206441#!","2365273X 2365273X",,,"Juristische Miscellen besonders das preußische Recht betreffend"
"BBR","http://lobid.org/resources/990106555640206441#!","0940676X","BBR",,"Beiträge zum Beamtenrecht"
,"http://lobid.org/resources/990125104280206441#!","18676375 18676375","mühelos vermieten, gewinnbringend verwalten, Rechtsstreit vermeiden ; das neue Informationssystem für Vermieter",,"Vermieter plus"
"Gesundheitsschutz-am-Arbeitsplatz-Texte-CD","http://lobid.org/resources/990116596510206441#!","16190785","alle Rechtsvorschriften und Regeln zum technischen, medizinischen und sozialen Arbeitsschutz ; mit allen Anlagen zum neuen Gefahrstoffrecht ; Tdie große Spezialdatenbank zum gesamten Arbeitsschutzrecht",,"Gesundheitsschutz am Arbeitsplatz"
,"http://lobid.org/resources/990108656100206441#!","14373742","Ratgeber Recht",,"Recht aktuell"
,"http://lobid.org/resources/990102571730206441#!","0171306X",,,"Polizei-Kalender, Landesausgabe Saarland"
"EF-Z","http://lobid.org/resources/990154069730206441#!","18191509","EF-Z",,"Zeitschrift für Ehe- und Familienrecht"
,"http://lobid.org/resources/990136425080206441#!","10106189",,,"Österreichisches Hochschulrecht"
"FRArb","http://lobid.org/resources/990113132410206441#!","14388960",,,"Fundstellen-Report, Arbeitsrecht"
,"http://lobid.org/resources/990164557060206441#!","18626416 18626416",,,"Media Law Services Newsletter"
"Schriftenreihe des Centrum für Deutsches und Europäisches Insolvenzrecht","http://lobid.org/resources/990193794220206441#!","21944881 21944881",,,"Schriftenreihe des Centrum für Deutsches & Europäisches Insolvenzrecht"
"GEW-Jahrbuch für Lehrerinnen und Lehrer","http://lobid.org/resources/990218434650206441#!","2513163X 2513163X","Schul- und Dienstrecht in Baden-Württemberg",,"Jahrbuch für Lehrerinnen und Lehrer"
,"http://lobid.org/resources/990217444180206441#!","25117920 25117920","die Top-Themen für Personalverantwortliche, Arbeitgeber, Vorgesetzte",,"Arbeitsrecht spezial"
"ZfV; ZfV","http://lobid.org/resources/990179418120206441#!","10173463","ZfV",,"Zeitschrift für Verwaltung"
"LLJ","http://lobid.org/resources/99371902992106441#!","29406293","LLJ",,"Leipzig law journal"
"Überlebenstipps für Kita-Leiterinnen von A wie Abmahnungen bis Z wie Zeugnisse","http://lobid.org/resources/990195371670206441#!","21960860 21960860","aktuelle Empfehlungen & Arbeitshilfen zu allen Personalfragen",,"Kita-Mitarbeiter rechtssicher führen"
"Deutsche Polizei / Ausgabe Hamburg; Organ der Gewerkschaft der Polizei","http://lobid.org/resources/99370853008906441#!","01706438 01706438","Zeitschrift der Gewerkschaft der Polizei",,"Deutsche Polizei, Ausgabe Hamburg"
"Recht und Sicherheit in der Kita","http://lobid.org/resources/990223356670206441#!","25699415 25699415","digitales Jahrbuch",,"Recht & Sicherheit in der Kita"
"arbeitsrechtlicher Rechtsprechungsdienst der Landesarbeitsgerichte ( Zusatz anfangs )","http://lobid.org/resources/990133197660206441#!","16180135","Schnelldienst zur Rechtsprechung der Landesarbeitsgerichte","LAGR","LAG-Report"
,"http://lobid.org/resources/990205157650206441#!","2698296X 2698296X",,,"Berichte der Deutschen Gesellschaft für Internationales Recht"
"Sozialrecht news; Sozialrecht-news","http://lobid.org/resources/990108717170206441#!","14368528","news ; Forschung aktuell",,"Sozialrecht"
,"http://lobid.org/resources/99371819883906441#!","29402085",,,"Gesundes Unternehmen, Sozialversicherung für Gründer und Selbstständige : Fachinformationen für Arbeitgeber .."
"BVwR","http://lobid.org/resources/990214957190206441#!","25099272 25099272",,,"Beiträge zum Verwaltungsrecht"
,"http://lobid.org/resources/990103721220206441#!","03444309",,,"Studien zum Bank- und Börsenrecht"
"Praxis Aktuell <Essen> / AOK Berlin-Brandenburg - Die Gesundheitskasse; AOK Berlin-Brandenburg - Die Gesundheitskasse ( Sachl. Benennung 2010,Sonderausg. )","http://lobid.org/resources/990178650450206441#!","18699960 18699960",,,"Praxis aktuell, Das Unternehmermagazin der AOK Berlin-Brandenburg"
"EBE; BAG","http://lobid.org/resources/990054593660206441#!","09358463",,,"Leitsatzübersicht, EBE-BAG"
,"http://lobid.org/resources/990054306960206441#!","09307915","Landesberichte über Gesetzgebung, Rechtsprechung u. Literatur",,"Strafrechtsentwicklung in Europa"
,"http://lobid.org/resources/990108031660206441#!","26284227 26284227","Forum der Deutschen Justiz-Gewerkschaft, Mitglied im DBB",,"Justiz-Gewerkschaft"
"Magazin am Juridicum Bonn","http://lobid.org/resources/990055905790206441#!","09416781 09416781","das große Magazin für junge Juristen",,"Justuf, Ausgabe Bonn : Magazin am Juridicum Bonn"
"WFA","http://lobid.org/resources/990056603390206441#!","14341646 14341646","WFA ; Zeitschrift für Bewertungssachverständige",,"Wertermittlungsforum aktuell"
"Archivblätter / 1; Archivblätter 1 zur Menschfrage; il-Archivblätter G. Guttenberg / Autorensammlung; il-Archivblätter G. Guttenberg / AutorInnensammlung; il-Archivblätter G. Guttenberg / Autorensammlung Aufklärung; Archivblätter Gerda Guttenberg / Reihe Autoren-Sammlung zur Menschenfrage; Archivblätter 1 zur Menschenfrage ( Hauptsacht. 1982 ); Archivblätter Gerda Guttenberg ( Hauptsacht. 7.1984 ); Autoren-Sammlung Aufklärung ( Sachl. Benennung 6.1984 ); Reihe Autoren-Sammlung zur Menschenfrage ( Sachl. Benennung 7.1984 ); Menschenfrage ( Sachl. Benennung 8.1987 )","http://lobid.org/resources/990203386930206441#!","01775189",,,"il-Archivblätter G. Guttenberg, 1: Autorensammlung"
"Studien zu den Kriminalwissenschaften; Reihe ""Göttinger Studien zu den Kriminalwissenschaften""; Göttingen studies in criminal law and justice ( Hauptsacht. teils ); Göttingen studies in criminal law and criminal justice ( Hauptsacht. teils )","http://lobid.org/resources/990159122370206441#!","18642136 18642136",,,"Göttinger Studien zu den Kriminalwissenschaften"
