"alternativeTitle","id","issn","otherTitleInformation","shortTitle","title"
,"http://lobid.org/resources/99373207836006441#!","29423732 29423732",,,"Beiträge zum internationalen Handels- und Wirtschaftsrecht"
"PKR; Pflege- und Krankenhausrecht","http://lobid.org/resources/990056524480206441#!","14341212 14341212","PKR ; juristische Fachinformationen für Pflege und Krankenhausmanagement",,"Pflege- & Krankenhausrecht"
,"http://lobid.org/resources/990054970680206441#!","16119002",,,"Kritische Zeitschrift für Rechtswissenschaft"
,"http://lobid.org/resources/990054399930206441#!","04336992",,,"Verträge der Bundesrepublik Deutschland, Serie A: Multilaterale Verträge"
,"http://lobid.org/resources/990108598930206441#!","14306093",,,"Statistische Berichte Niedersachsen, F. II. 1: Gemeldete Baugenehmigungen"
,"http://lobid.org/resources/990054474320206441#!","03408817 03408817",,,"Entscheidungen des Bundesgerichtshofes in Zivilsachen, Nichtigkeitsklagen / Hrsg.: Gerhard Liedl"
"Minijobs; rechtssichere Praxistipps zu Abrechnung und Arbeitsrecht von 400-€-Kräften ( Zusatz anfangs )","http://lobid.org/resources/990190524530206441#!","21937729 21937729","rechtssichere Praxistipps zu Abrechnung und Arbeitsrecht von 450-€-Kräften",,"Arbeitgeberwissen Minijobs"
,"http://lobid.org/resources/990054721000206441#!","0454255X 0454255X","Fachzeitschr. für Theorie u. Praxis ; Organ d. Instituts für Kommunalwirtschaft",,"Kommunale Dienstleistungen"
,"http://lobid.org/resources/990054535630206441#!","07217889",,,"Fachserie / Statistisches Bundesamt, Wiesbaden, 1. Reihe 2. 2: Bevölkerung und Erwerbstätigkeit. Bevölkerungsbewegung. Gerichtliche Ehelösungen"
,"http://lobid.org/resources/990176826920206441#!","18692222 18692222","Fachliteratur und Datenbanken für Juristen",,"Jurmedia"
"ZStV","http://lobid.org/resources/990178956610206441#!","1869800X 1869800X","ZStV ; Recht, Steuern, Wirtschaft, Politik",,"Zeitschrift für Stiftungs- und Vereinswesen"
"Beyträge zur juristischen Biographie oder genauere litterarische und critische Nachrichten von dem Leben und den Schriften verstorbener Rechtsgelehrten auch Staatsmänner, welche sich in Europa berühmt gemacht haben; Juglers Beyträge zur juristischen Biographie oder genauere litterarische und critische Nachrichten von dem Leben und den Schriften verstorbener Rechtsgelehrten auch Staatsmänner, welche sich in Europa berühmt gemacht haben; Beiträge zur juristischen Biographie oder genauere litterarische und critische Nachrichten von dem Leben und den Schriften verstorbener Rechtsgelehrten auch Staatsmänner, welche sich in Europa berühmt gemacht haben","http://lobid.org/resources/990103086680206441#!","23666595 23666595",,,"Johann Friedrich Juglers Beyträge zur juristischen Biographie oder genauere litterarische und critische Nachrichten von dem Leben und den Schriften verstorbener Rechtsgelehrten auch Staatsmänner, welche sich in Europa berühmt gemacht haben"
,"http://lobid.org/resources/990225327690206441#!","26251868 26251868","(GVRZ)",,"Zeitschrift für das gesamte Verfahrensrecht"
"VerwArch; Zeitschrift für Verwaltungslehre, Verwaltungsrecht und Verwaltungspolitik; VerwArch","http://lobid.org/resources/990196236820206441#!","23661992 23661992","VerwArch : Zeitschrift für Verwaltungslehre, Verwaltungsrecht und Verwaltungspolitik","Verw. Arch.; Verwalt.-Arch.; Verwaltungsarchiv","Verwaltungsarchiv"
"Polizeireport / Frankfurt am Main","http://lobid.org/resources/990114168530206441#!","18696805 18696805","Informationen, Nachrichten, Mitteilungen",,"Polizeireport, Frankfurt am Main : für den Großraum Frankfurt"
,"http://lobid.org/resources/990053875360206441#!","01792326 01792326",,,"Speyerer Forschungsberichte"
"Fundstellennachweis des gesamten Landesrechts Nordrhein-Westfalen; Fundstellennachweis des Landesrechts Nordrhein-Westfalen zur SGV.NW.; Nachtrag zum Fundstellennachweis des Landesrechts Nordrhein-Westfalen ( Nebent. teils )","http://lobid.org/resources/990108728940206441#!","01776517",,,"Fundstellennachweis des Landesrechts Nordrhein-Westfalen"
"Bekanntmachungen des Amtes für Erfindungs- und Patentwesen der Deutschen Demokratischen Republik ( Hauptsacht. bis 30.1989 )","http://lobid.org/resources/990055851710206441#!","02327740",,,"Bekanntmachungen des Patentamtes der DDR, Teil 1, Grund- und Rohstoffindustrie, Chemie und Hüttenwesen"
"RVG prof; Informationsdienst für die Rechtsanwaltskanzlei","http://lobid.org/resources/990125099810206441#!","16136470 16136470","RVG prof ; Informationsdienst für die Rechtsanwaltskanzlei",,"RVG professionell"
,"http://lobid.org/resources/990054537710206441#!","07224931 07224931",,,"Fachserie / Statistisches Bundesamt, Wiesbaden, A. Reihe 9. 1: Bevölkerung und Kultur. Rechtspflege. Organisation, Personal, Geschäftsanfall und -erledigung der ordentlichen Gerichte. Zivilgerichtsbarkeit"
,"http://lobid.org/resources/990054568160206441#!","01770373",,,"Ausländische Informationsbanken zu Arbeitsmarkt und Beruf"
,"http://lobid.org/resources/990223701770206441#!","25699393 25699393",,,"Jahrbuch des BdB ..."
"TVöD-Kommunen-Kommentar ...; Wissen für die Praxis; TVöD-Jahrbuch mit allen besonderen Teilen und allen wichtigen Tariftexten; TVöD-Jahrbuch mit allen wichtigen Tariftexten und der Entgeltordnung (VKA)","http://lobid.org/resources/990225418050206441#!","2625302X 2625302X","Jahrbuch mit allen wichtigen Tariftexten und der Entgeldordnung (VKA)",,"TVöD Kommunen Kommentar ..."
"Taschenbuch; DIN-VDI-Taschenbuch ( Hauptsacht. teils ); DIN-DVS-Taschenbuch ( Hauptsacht. teils ); DIN-VDE-Taschenbuch ( Hauptsacht. teils ); DIN handbook ( Hauptsacht. teils ); DIN-DVS handbook ( Hauptsacht. teils )","http://lobid.org/resources/990053934900206441#!","0342801X",,,"DIN-Taschenbuch"
"ZfS; Versicherungsrecht","http://lobid.org/resources/990054526870206441#!","01730568","ZfS ; monatliches Fachblatt für Schadens-, Versicherungs- und Verkehrsstrafrecht",,"Zeitschrift für Schadensrecht"
,"http://lobid.org/resources/990055126260206441#!","16120175 16120175",,,"Neues Archiv für Handelsrecht"
"Teilzeitkräfte und Aushilfen aktuell","http://lobid.org/resources/990182513510206441#!","16115112 16115112","Teilzeitkräfte und Aushilfen betriebsprüfungssicher abrechnen, einsetzen und entlohnen",,"Teilzeitkräfte & Aushilfen aktuell"
,"http://lobid.org/resources/990055143670206441#!","02327740",,,"Bekanntmachungen des Amtes für Erfindungs- und Patentwesen der Deutschen Demokratischen Republik"
"ZWeR","http://lobid.org/resources/990120792120206441#!","21991723 21991723","ZWeR = Journal of competition law",,"Zeitschrift für Wettbewerbsrecht"
"Juris-PraxisReport / Wettbewerbs- und Immaterialgüterrecht; PraxisReport / Wettbewerbs- und Immaterialgüterrecht; Juris-Praxis-Report; jurisPR-WettbR; Juris-PraxisReport. Wettbewerbs- und Immaterialgüterrecht ( Haupttitel früher )","http://lobid.org/resources/990166914370206441#!","18615430",,,"Juris-PraxisReport, Wettbewerbsrecht"
"Archiv für deutsches Handelsrecht ( Nebent. anfangs )","http://lobid.org/resources/990055131100206441#!","16122828 16122828",,,"Archiv für Theorie und Praxis des allgemeinen deutschen Handelsrechts"
"Kurzprotokoll der ... Sitzung des Vermittlungsausschusses des Deutschen Bundestages und des Deutschen Bundesrates ( Hauptsacht. Wahlper. 1.1949/53,Sitz.1-15 ); Protokolle des Vermittlungsausschusses des Deutschen Bundestages und des Bundesrates ( Hauptsacht. d. Mikrofiche-Ausg. ); Kurzprotokolle ( Nebent. d. Mikrofiche-Ausg. )","http://lobid.org/resources/990054886590206441#!","0176750X",,,"Kurzprotokoll der ... Sitzung des Vermittlungsausschusses des Deutschen Bundestages und des Bundesrates"
"Polizeireport / Südhessen","http://lobid.org/resources/990114168460206441#!","09375333","Informationen, Nachrichten, Mitteilungen",,"Polizeireport, Südhessen : für Südhessen mit den Kreisen Groß-Gerau, Darmstadt, Bergstraße, Odenwald und PASt Darmstadt, Lorsch"
"Infodienst zu Arbeitszeit, Arbeits- und Gesundheitsschutz","http://lobid.org/resources/990214893240206441#!","25116002 25116002","Praxiswissen zu Arbeitszeit, Arbeits- und Gesundheitsschutz",,"Arbeitsschutz und Mitbestimmung"
"Juris-PraxisReport / Compliance and investigations; PraxisReport / Compliance and investigations; Juris-Praxis-Report; jurisPR-Compl","http://lobid.org/resources/990205044580206441#!","21989478",,,"Juris-PraxisReport, Compliance & investigations"
,"http://lobid.org/resources/990054953540206441#!","25098438 25098438","des Jahres ...",,"Staatswissenschaftliche und juristische Litteratur"
"JurBüro","http://lobid.org/resources/990199584250206441#!","23661941 23661941","Zeitschrift für Kostenrecht und Zwangsvollstreckung",,"Das juristische Büro"
"Bekanntmachungen des Amtes für Erfindungs- und Patentwesen der Deutschen Demokratischen Republik ( Hauptsacht. bis 30.1989 )","http://lobid.org/resources/990055851720206441#!","02327740",,,"Bekanntmachungen des Patentamtes der DDR, Teil 2, Elektrotechnik, Physik, Feinmechanik, und Optik, Akustik"
"Forderungspraktiker; WIKI","http://lobid.org/resources/990178037000206441#!","18696295 18696295","zielgenaue Risikoanalyse, frühzeitige Sanierung, erfolgreiche Abwicklung",,"Forderungs-Praktiker"
,"http://lobid.org/resources/990055140600206441#!","18660991 18660991",,,"Archiv für deutsches Wechselrecht"
,"http://lobid.org/resources/990228497160206441#!","26287250 26287250",,,"Forschungsverbund für Sozialrecht und Sozialpolitik (FoSS) der Hochschule Fulda und der Universität Kassel ..."
"Personal-Report","http://lobid.org/resources/990054172730206441#!","01777688",,,"Personal, Report : Personaldaten, Personalfakten"
,"http://lobid.org/resources/990056351700206441#!","26250705 26250705",,,"Amtsblatt der Eisenbahndirektion, München"
,"http://lobid.org/resources/990054336510206441#!","0173394X",,,"Fachserie / Statistisches Bundesamt, Wiesbaden, 13. Reihe 1: Sozialleistungen. Versicherte in der Kranken- und Rentenversicherung : (Ergebnisse des Mikrozensus)"
,"http://lobid.org/resources/990054831250206441#!","18661009 18661009",,,"Archiv für deutsches Wechselrecht und Handelsrecht"
"Interdisziplinäre Schriftenreihe ""Familienunternehmen""","http://lobid.org/resources/990204919260206441#!","2199420X 2199420X",,,"Schriftenreihe Interdisziplinäre Schriftenreihe ""Familienunternehmen"""
,"http://lobid.org/resources/990125314840206441#!","16133919 16133919","Zeitschrift für Stoffrecht = <<The>> Europeen journal for substances and the law",,"StoffR"
"PraxisCheck Architektur","http://lobid.org/resources/990190871390206441#!","21985766 21985766",,,"PraxisCheck"
"bbl","http://lobid.org/resources/990108710970206441#!","16137612","bbl",,"Baurechtliche Blätter"
"Journal für Strafrecht / Newsletter der Vereinigung Österreichischer StrafverteidigerInnen; JStN; JST newsletter; Newsletter VÖStV","http://lobid.org/resources/990206778440206441#!","23121920",,,"Journal für Strafrecht, Newsletter der Vereinigung Österreichischer StrafverteidigerInnen"
"WOBL","http://lobid.org/resources/990108718380206441#!","16137647","WOBL ; fundierte Informationen zu allen Fragen des Wohnrechts",,"Wohnrechtliche Blätter"
,"http://lobid.org/resources/990219964750206441#!","25680919 25680919",,,"Hessische Mitteilungen"
"ZCG","http://lobid.org/resources/991004145908906453#!","18628702 18628702","ZCG; Leitung und Überwachung in der Unternehmens- und Prüfungspraxis",,"Zeitschrift für Corporate Governance"
"ZfS","http://lobid.org/resources/990206822380206441#!","23097531","Stiftungsrecht und Vermögensverwaltung",,"Zeitschrift für Stiftungswesen"
,"http://lobid.org/resources/990365237180206441#!","26997010","... LVR-Jahresbericht zur Umsetzung der UN-Behindertenrechtskonvention (BRK)",,"Gemeinsam in Vielfalt ..."
"ZIR","http://lobid.org/resources/990206719520206441#!","2309754X","ZIR",,"Zeitschrift für Informationsrecht"
,"http://lobid.org/resources/990365237570206441#!","25114956","Newsletter : von Spezialisten für Experten - aktuelle Themen, kommentierte Entscheide, Praxisfälle",,"Focus Treuhand"
"OrgVR","http://lobid.org/resources/990226428100206441#!","26264412 26264412",,,"Beiträge zum Organisationsverfassungsrecht"
"Studien zum internationalen Privat- und Zivilprozessrecht sowie zum UN-Kaufrecht","http://lobid.org/resources/990124799770206441#!","16130987",,,"Schriftenreihe Studien zum internationalen Privat- und Zivilprozessrecht sowie zum UN-Kaufrecht"
"Veröffentlichungen der Denkfabrik; Publications of the Denkfabrik","http://lobid.org/resources/990136275500206441#!","09354646","DF",,"Denkfabrik Schleswig-Holstein"
,"http://lobid.org/resources/99370778710506441#!","27485765 27485765",,,"Kölner Publikationsreihe Europäische Rechtslinguistik"
"OrgVR","http://lobid.org/resources/990226428090206441#!","26264420 26264420",,,"Beiträge zum Organisationsverfassungsrecht"
,"http://lobid.org/resources/990114488620206441#!","14362007 14362007",,,"Schriften zum Europa- und Völkerrecht und zur Rechtsvergleichung"
,"http://lobid.org/resources/990219498820206441#!","25675486 25675486",,,"Bibliotheca academica, Reihe Rechtswissenschaft"
"Beiträge zum Arbeitsrecht","http://lobid.org/resources/990154139170206441#!","18630871 18630871",,,"ZAAR-Beiträge zum Arbeitsrecht"
,"http://lobid.org/resources/990177056270206441#!","19427581",,,"The Swiss international arbitration law reports"
"IAÖD Hessen","http://lobid.org/resources/990101807410206441#!","07221894",,,"Informationsdienst für Ausbilder im öffentlichen Dienst"
,"http://lobid.org/resources/990157295530206441#!","09449485","Information, Aufklärung, Beratung,  Vorbeugung",,"Schutz vor Kriminalität"
"Studien zum Planungs- und Verkehrsrecht","http://lobid.org/resources/990144485070206441#!","18608876",,,"Schriftenreihe Studien zum Planungs- und Verkehrsrecht"
,"http://lobid.org/resources/990108044500206441#!","16100484 16100484",,,"Informationsdienst Straffälligenhilfe"
,"http://lobid.org/resources/990108860970206441#!","14375230",,,"Krankenversicherungs- & Sozialrecht"
"die neuesten Praxistipps, Checklisten, Gesetzesänderungen und Urteile zur erfolgreichen Mitarbeiterführung und für Ihre eigene Karriereplanung","http://lobid.org/resources/990136421820206441#!","16137345 16137345","der 15-Minuten-Coach für die erfolgreiche Mitarbeiterführung und eigene Karriereplanung",,"Führungskraft aktuell"
"Zeitschrift für Sportrecht und Medizin","http://lobid.org/resources/990181615730206441#!","23669659 21921253 23669659 21921253","das Anti-Doping Magazin für Wettkampfsportler, Vereine und Verbände",,"Doping"
,"http://lobid.org/resources/990108084090206441#!","14329549","Zeitschrift für Recht, Steuer, Betriebswirtschaft in der Zahnarztpraxis",,"Jurident"
,"http://lobid.org/resources/990159958840206441#!","01793136 01793136","Studienausgabe",,"Gesetzestexte für Sozialarbeit und Sozialpädagogik"
"P.u.R.","http://lobid.org/resources/990113692040206441#!","16169263 16169263","P.u.R. ; Zeitschrift für die Rechtsanwendung in der psychotherapeutischen Berufspraxis",,"Psychotherapie und Recht"
"Krankenhaus und Recht","http://lobid.org/resources/990056524490206441#!","14342618 14342618",,,"Krankenhaus & Recht"
,"http://lobid.org/resources/990190784390206441#!","2192788X",,,"Einmalzahlungen, Sonderzuwendungen"
,"http://lobid.org/resources/990143636400206441#!","16155610",,,"Steueranwaltsmagazin"
,"http://lobid.org/resources/990055940570206441#!","0935087X","Vorträge über aktuelle Themen",,"Rechtsmedizin"
"Dokumentation zur Fachtagung ( Nebent. teils ); Umweltrechtliche Fachtagung ( Nebent. teils )","http://lobid.org/resources/990112589510206441#!","01767895",,,"Dokumentation zur ... wissenschaftlichen Fachtagung der Gesellschaft für Umweltrecht"
,"http://lobid.org/resources/990157109330206441#!","18644236 18644236",,,"Anwaltsblatt, Karriere"
,"http://lobid.org/resources/990105400410206441#!","01751425",,,"Verfassungs- und Verwaltungsrecht unter dem Grundgesetz"
,"http://lobid.org/resources/990113503660206441#!","14382695","Marketing, Wettbewerb und Mandanten-Bindung in der Steuerberater-Praxis",,"Mandanten gewinnen und pflegen"
"AbfallR","http://lobid.org/resources/990118888980206441#!","16109376 16109376","Zeitschrift für Recht und Praxis der Abfallentsorgung",,"Recht der Abfallwirtschaft"
,"http://lobid.org/resources/990224065480206441#!","26270528 26270528",,,"Jahresbericht ..."
"DSB","http://lobid.org/resources/990211667040206441#!","23671440 23671440","DSB",,"Datenschutzmanager im Gesundheits- und Sozialwesen"
,"http://lobid.org/resources/990151263020206441#!","18601979 18601979",,,"Rechtswissenschaft"
,"http://lobid.org/resources/990212482830206441#!","25115405 25115405",,,"Architekten-Handbuch Saarland"
"ZERP DP; Diskussionspapier ( Hauptsacht. teils )","http://lobid.org/resources/990053945660206441#!","01764780 09475729",,,"ZERP-Diskussionspapier"
"EF-Z","http://lobid.org/resources/990190374410206441#!","22260412",,,"Zeitschrift für Familien- und Erbrecht"
,"http://lobid.org/resources/990107743990206441#!","14342170 14342170","Sofortinformationen für die Praxis",,"Gefahrgut aktuell"
,"http://lobid.org/resources/990054651330206441#!","04541391","Körperschaftsteuergesetz u. Körperschaftsteuer-Durchführungsverordnung mit Körperschaftsteuer-Richtlinien in den für ... geltenden Fassungen ; im Anh.: Gemeinnützigkeitsverordnung, Gesetz über Kapitalanlagegesellschaften ... u. weitere wichtige Ergänzungsvorschriften, Stichwortverzeichnis",,"Körperschaftsteuer-Veranlagung ..."
,"http://lobid.org/resources/990103499350206441#!","23652837 23652837",,,"Magazin für die Gerechtsame des Adels und der Rittergüter in Deutschland"
,"http://lobid.org/resources/990103704040206441#!","01747487",,,"Aktuelles Steuer- und Wirtschaftsrecht"
,"http://lobid.org/resources/990055805600206441#!","05225574",,,"Beccaria-Medaille"
,"http://lobid.org/resources/990214253800206441#!","23672129 23672129","ihr starker Berater für ein rechtssicheres Online-Marketing",,"Rechtssicher online"
"Annales Universitatis Saraviensis","http://lobid.org/resources/990053789510206441#!","05631475",,,"Schriftenreihe Annales Universitatis Saraviensis, Rechts- und wirtschaftswissenschaftliche Abteilung"
,"http://lobid.org/resources/990054549380206441#!","0724844X","interdisziplinäre Zeitschr. für Recht, Neurologie, Psychiatrie u. Psychologie",,"Forensia"
,"http://lobid.org/resources/990203321380206441#!","21935645 21935645",,,"Nachricht Von einigen Auserlesensten, gröstentheils raren, alten und neuen Juristischen Büchern"
"Strafrecht news; Strafrecht-news","http://lobid.org/resources/990108717950206441#!","1436896X","news ; Forschung aktuell",,"Strafrecht"
,"http://lobid.org/resources/990156196780206441#!","18636969 18636969",,,"Augsburger Schriften zum Arzneimittel- und Medizinprodukterecht"
"Gründliche Auszüge aus denen neuesten juridischen Disputationen ( Zitiertitel nach Kirchner )","http://lobid.org/resources/990103069270206441#!","23665319 23665319",,,"Gründliche Auszüge aus denen neuesten juridischen Disputationibus, welche auf denen hohen Schulen in Deutschland gehalten worden"
,"http://lobid.org/resources/990054362680206441#!","09383891",,,"Rechtsprechungsübersicht"
"Drucksache / Bundesverband der Deutschen Industrie ( Haupttitel teils ); BDI publication ( Haupttitel teils )","http://lobid.org/resources/990053793540206441#!","04078977",,,"BDI-Drucksache"
,"http://lobid.org/resources/990056727620206441#!","09374574","das große Sonderheft zum Vereinsjahr",,"Steuern ... spezial"
,"http://lobid.org/resources/990106086680206441#!","14348691",,,"Beiträge der Studiengruppe für Politik und Völkerrecht zur Deutschlandforschung"
,"http://lobid.org/resources/990103587260206441#!","23651350 23651350",,,"Jahrbücher des gemeinen deutschen bürgerlichen Prozesses"
,"http://lobid.org/resources/990217769710206441#!","25104152 25104152","gehört, gelesen, verstanden : speziell für ihre Finanzbuchhaltung",,"Steuerfortbildung online"
,"http://lobid.org/resources/990225234980206441#!","26250829 26250829",,,"Verfassungsschutzbericht ..."
"Hallische Beiträge zu der juristischen gelehrten Historie ( Hauptsacht. teils )","http://lobid.org/resources/990054968330206441#!","25096249 25096249",,,"Hallische Beyträge zu der juristischen Gelehrten-Historie"
,"http://lobid.org/resources/99370725480306441#!","16191153 16191153","geprüfte Schulungsmaterialien zur Erfüllung der Hygienevorschriften",,"Das Infektionsschutzgesetz schnell und einfach umgesetzt"
"Musterbeispiele","http://lobid.org/resources/99371146828906441#!","18679447","Handbuch für die Standesbeamten und ihre Aufsichtsbehörden",,"Die Führung der Personenstandsregister in Musterbeispielen"
,"http://lobid.org/resources/990178749090206441#!","25201832 25201832","nebst Abhandlungen u. literarischen Nachrichten",,"Archiv für wichtige Anordnungen in den k.k. Oesterreichischen Staaten über Kriminal- u. Civiljustiz für merkwürdige Rechtsfälle mit den Entscheidungen der Gerichtshöfe"
"Enunciata et consilia juris berühmter Rechtsgelehrten, Facultäten und Schöppenstühle; Enunciata et consilia juris berühmter Rechtsgelehrten, Facultäten und Schöppenstühle ( Zitiert. nach Kirchner )","http://lobid.org/resources/990178749180206441#!","25099078 25099078",,,"Enunciata et Consilia Juris Unterschiedener Rechts-Gelehrten, Berühmter Facultaeten und Schöppenstühle, Uber besondere und im allgemeinen Leben vorfallende merckwürdige und dubiöse Casus"
"Schriftenreihe zur Bau-, Immobilien- und Kreditwirtschaft","http://lobid.org/resources/990164022650206441#!","1865438X 1865438X",,,"Schriften zur Bau-, Immobilien- und Kreditwirtschaft"
"Sammlung von ungedruckt- und raren Schriften, zu Erläuterung des Staats-, des gemeinen bürgerlichen und Kirchen-Rechts, wie auch der Geschichten von Teutschlandt; Senckenbergische Sammlung von ungedruckt- und raren Schriften, zu Erläuterung derer Rechte u. Geschichten von Teutschland; Sammlung von ungedruckt- und raren Schriften, zu Erläuterung des Staats-, des gemeinen bürgerlichen und Kirchen-Rechts, wie auch der Geschichten von Teutschlandt ( Hauptsacht. teils )","http://lobid.org/resources/990178749110206441#!","23654465 23654465",,,"Der Senckenbergischen Sammlung von ungedruckt- und raren Schriften, zu Erläuterung des Staats-, des gemeinen bürgerlichen und Kirchen-Rechts, wie auch der Geschichten von Teutschlandt"
"BAI; Inventar der Akten des Reichskammergerichts / Bayerische Archivinventare","http://lobid.org/resources/990105158380206441#!","04087046","BAI",,"Bayerische Archivinventare"
"Das Steuer-Abc ( Haupttitel früher )","http://lobid.org/resources/99370734393906441#!","01727214","... garantiert weniger Steuern",,"Steuer-Abc"
,"http://lobid.org/resources/990103632540206441#!","03413268",,,"Examenswichtige Klausurprobleme"
"Nebenstunden; Juristische Nebenstunden","http://lobid.org/resources/990178748990206441#!","21930708 21930708",,,"Christian Jacob von Zwierleins ... kaiserlichen Kammergerichts Procurators Nebenstunden"
"Legal evolutionary; LR; LR; Rechtsmagazin der digitalen Wirtschaft; Legal (r)evolutionary ( Haupttitel bis 7. Juli 2021 )","http://lobid.org/resources/990365668570206441#!","26998084 26998084","LRZ : Recht in der digitalen Wirtschaft",,"Legal revolutionary Zeitschrift"
,"http://lobid.org/resources/990189209240206441#!","21931321 21931321","das Magazin für Pferderecht, Vermarktung und Veterinärmedizin",,"Pferderecht"
,"http://lobid.org/resources/990159117740206441#!","16131401",,,"AMP-Info"
"Zeitschrift für das Recht der Abfallwirtschaft; Recht der Abfallwirtschaft ( Hauptsacht. bis 3.2004 )","http://lobid.org/resources/990133061980206441#!","21908125 21908125","Zeitschrift für das Recht der Abfallwirtschaft",,"AbfallR"
"TÜKRIM","http://lobid.org/resources/990134061000206441#!","16124650","TÜKRIM",,"Tübinger Schriften und Materialien zur Kriminologie"
,"http://lobid.org/resources/990225258090206441#!","26253763 26253763","Ausfuhr-Ratgeber : Wissenswertes für Exporteure & Versandleiter",,"Exportbestimmungen in andere Länder"
"Apotheke und Recht; Zeitschrift für das gesamte Apothekenrecht","http://lobid.org/resources/990108282960206441#!","14347970 14347970","Zeitschrift für das gesamte Apothekenrecht ; offizielles Organ des Deutschen Apotheken-Recht-Tages","ApoR","Apotheke & Recht"
,"http://lobid.org/resources/990178749130206441#!","25099094 25099094",,,"Die durchlauchtigen Höfe in Europa nach ihrer gegenwärtigen Beschaffenheit und Verfassung entworffen"
"Kommentare zu landwirtschaftlichen Gesetzen","http://lobid.org/resources/990053823240206441#!","04871057 04871057",,,"Sammlung Kommentare zu landwirtschaftlichen Gesetzen"
,"http://lobid.org/resources/990113037860206441#!","14393549 14393549",,,"Gemeindedaten Mecklenburg-Vorpommern"
"Deutschlands größte unabhängige Zeitung für den Öffentlichen Dienst","http://lobid.org/resources/990106411640206441#!","14378353","Leitmedium für den Öffentlichen Dienst",,"Berliner Behörden-Spiegel"
"Nachricht von einigen auserlesensten, größtenteils raren, alten und neuen juristischen Büchern; Nachricht von einigen auserlesenen, größthenteils raren, alten und neuen juristischen Büchern ( Zitiert. lt. Kirchner )","http://lobid.org/resources/990178749160206441#!","21935645 21935645",,,"Nachricht von einigen auserlesensten, gröstentheils raren, alten und neuen juristischen Büchern"
"DVJJ Extra","http://lobid.org/resources/990134061120206441#!","14358352",,,"DVJJ-Extra"
,"http://lobid.org/resources/990178749000206441#!","25097687 25097687",,,"Vermischte Beiträge zur neuesten deutschen Reichs- und Staats-Praxi"
,"http://lobid.org/resources/990219210790206441#!","25672436 25672436","Gutachterausschuss für Grundstückswerte für das Gebiet des Ilm-Kreises, des Landkreises Saalfeld-Rudolstadt und des Landkreises Sonneberg",,"Sachwertfaktoren und Liegenschaftszinssätze ..."
,"http://lobid.org/resources/990055814520206441#!","23671343 23671343",,,"Staatswissenschaftliche und juristische Nachrichten"
"Dokumentation zur Sondertagung der Gesellschaft für Umweltrecht e.V. ( Hauptsacht. bis 2004 )","http://lobid.org/resources/990113456540206441#!","01767895",,,"Dokumentation zur Sondertagung der Gesellschaft für Umweltrecht e.V. und des Umweltbundesamtes"
"Texte / Umweltdelikte","http://lobid.org/resources/990056076820206441#!","09463143 09463143","eine Auswertung der Statistiken",,"Umweltdelikte"
"ZDAR","http://lobid.org/resources/990203368100206441#!","21990271 21990271","ZDAR",,"Zeitschrift für deutsches und amerikanisches Recht"
,"http://lobid.org/resources/990056075150206441#!","09424229","Fachzeitschrift für Tierschutzbeauftragte, Universitäten und wissenschaftliche Einrichtungen, Behörden für den Vollzug des Tierschutzgesetzes, Industrie",,"Der Tierschutzbeauftragte"
"NZ; Monatsschrift für Notariat und freiwillige Gerichtsbarkeit ( 2. Zusatz bis 144.2012 )","http://lobid.org/resources/990055247630206441#!","00299340","NZ ; Monatsschrift für Notariat und Verfahren ausser Streitsachen",,"Österreichische Notariatszeitung"
"Bekanntgaben Deutsche Bahn ( Hauptsacht. 1994,1-4 )","http://lobid.org/resources/990106574330206441#!","09491864 09491864",,,"Bekanntgaben der Deutschen Bahn, Region München"
"Ersatzkassen-Report Mecklenburg-Vorpommern ( Hauptsacht. anfangs )","http://lobid.org/resources/990156736130206441#!","21932182 21932182",,,"Ersatzkasse-Report Mecklenburg-Vorpommern"
"Taschenkalender für die Feuerwehren, Baden-Württemberg ( Nebent. )","http://lobid.org/resources/990054736900206441#!","01736809 01736809",,,"Taschenkalender für die Feuerwehren in Baden-Württemberg"
,"http://lobid.org/resources/990118402640206441#!","16101936","Joboffensive",,"Karriereführer ... für die Immobilienwirtschaft"
"Taschenkalender für die Feuerwehren in Schleswig-Holstein und Hamburg und für den Landesfeuerwehrverband Schleswig-Holstein ( Hauptsacht. 1952 ); Taschenkalender für die Feuerwehren, Schleswig-Holstein und Hamburg ( Nebent. )","http://lobid.org/resources/990054736910206441#!","01737376",,,"Taschenkalender für die Feuerwehren in Schleswig-Holstein und Hamburg"
"Mietrechtsreformgesetz; OLG-Report Kommentar; Report","http://lobid.org/resources/990056220810206441#!","09475885","Schnelldienst zur Zivilrechtsprechung der fünf Oberlandesgerichte in den neuen Bundesländern",,"OLG-Report Brandenburg, Dresden, Jena, Naumburg, Rostock"
"Business and law / Hamburg; Das Anwalts- und Wirtschaftsmagazin","http://lobid.org/resources/990156735990206441#!","18636594","das Anwalts- und Wirtschaftsmagazin",,"Business & law, Hamburg"
"Informationsdienst für die Rechtsanwaltskanzlei","http://lobid.org/resources/990056309820206441#!","09464522","Informationsdienst für die Rechtsanwaltskanzlei ; Rechtsanwalthonorare - vollständig, leistungsgerecht, richtig",,"BRAGO professionell"
"AV","http://lobid.org/resources/990056024120206441#!","0944212X","AV",,"Anwalts- und Notarverzeichnis der gesamten Bundesrepublik Deutschland"
