name,abbr,year_start,year_end
Praxis der internationalen Rechnungslegung,PiR,2005,2009.0
"Stenographischer Bericht / Bundesrat, Kammer für Vorlagen der Europäischen Gemeinschaften, EG-Kammer",,1991,1993.0
Steuer-Revue,,1946,
Vermieter-Jahrbuch ...,,2011,2018.0
REFZ,REF.Z,1985,1997.0
Zeitschrift für Christ und Recht,ZfCR,2006,2009.0
Kommunikation & Recht,K & R,1998,
BKA-Bibliographienreihe / Bundeskriminalamt,,1979,
Zeitschrift für Zivilprozess,ZZP,1998,
Zeitschrift für Zivilprozess,ZZP,2024,
"EUROSAI, [Deutsche Ausgabe]",,1995,2000.0
Zoll + Außenhandel aktuell,,2011,
Die Rechtsprechung zu alkoholbedingten Verkehrsstraftaten,,1964,1974.0
Schriftenreihe der Arbeitsgemeinschaft Flurbereinigung,,1978,1993.0
Mietwohnungs-Monitor,,2015,
Zeitschrift für die Criminal-Rechts-Pflege in den preussischen Staaten mit Ausschluß der Rheinprovinzen,ZfdCrRPf,1825,1829.0
Zeitschrift für die Criminal-Rechts-Pflege in den preussischen Staaten mit Ausschluß der Rheinprovinzen,ZfdCrRPf,2024,
Archiv für landständische Angelegenheiten im Großherzogthum Baden,,1819,1820.0
Archiv für landständische Angelegenheiten im Großherzogthum Baden,,2024,
Rechtserforschungen für Juristen und Nicht-Juristen,,1824,1825.0
Rechtserforschungen für Juristen und Nicht-Juristen,,2024,
Safe home,,2016,
Der Waffenträger der Gesetze,,1801,1801.0
Der Waffenträger der Gesetze,,2024,
Jahrbücher des Großherzoglich Badischen Oberhofgerichts,,1824,1854.0
Jahrbücher des Großherzoglich Badischen Oberhofgerichts,,2024,
Hamburger Rechtsnotizen,HRN,2017,
"Studien zum öffentlichen Recht, Völker- und Europarecht",,1999,
"Studien zum öffentlichen Recht, Völker- und Europarecht",,2024,
Grundlagen und Praxis des Bank- und Börsenwesens,,1976,
Juristische Bibliothek,,1811,1813.0
Juristische Bibliothek,,2024,
Archiv für das Handelsrecht,,1818,1820.0
Archiv für das Handelsrecht,,2024,
"Zeitschrift für Gesetzgebung, Rechtswissenschaft und Rechtspflege in dem Großherzogthum Sachsen-Weimar-Eisenach",,1824,1825.0
"Zeitschrift für Gesetzgebung, Rechtswissenschaft und Rechtspflege in dem Großherzogthum Sachsen-Weimar-Eisenach",,2024,
Elsasser Beyträge zur Aufnahme derer Rechts-Wissenschaften,,1772,1772.0
Erlanger juristische Abhandlungen für Anwaltsrecht und Anwaltspraxis,EJAA,2006,
Beiträge zum internationalen und europäischen Strafrecht,,2009,
"Recht, Wirtschaft, Gesellschaft, Wirtschaft",,1986,1991.0
Einführung in die betriebliche Steuerlehre,,2010,
Sui generis,,2018,
Sui generis,,2024,
"Amnesty-Journal, [Intern]",,2006,2008.0
Die deutsche Rechtsprechung auf dem Gebiete des internationalen Privatrechts im Jahre ...,IPRspr,2018,
Geringfügige Beschäftigung,,1993,2003.0
Geringfügige Beschäftigung,,2024,
Geringfügige Beschäftigung,,2024,
Geringfügige Beschäftigung,,2024,
Geringfügige Beschäftigung,,2024,
"Erfahrungs- und Forschungsbericht ... / Schweizerische Eidgenossenschaft, Eidgenössisches Nuklearsicherheitsinspektorat ENSI",,2009,
"Erfahrungs- und Forschungsbericht ... / Schweizerische Eidgenossenschaft, Eidgenössisches Nuklearsicherheitsinspektorat ENSI",,2008,
"Verfassung und Recht in Übersee, Beiheft",VRÜ,1967,
"Verfassung und Recht in Übersee, Beiheft",VRÜ,1967,1978.0
Ius Romanum,IusRom,2014,
Kodexakzeptanz ...,,2011,
"Justuf, Das Augsburger Juramagazin",,1988,
Jahrbücher der Gesetzgebung und der Rechtswissenschaft des Großherzogthums Baden,,1813,1813.0
Jahrbücher der Gesetzgebung und der Rechtswissenschaft des Großherzogthums Baden,,2024,
Neues Magazin gemeinnüziger Beobachtungen und interessanter Rechtsfälle in Concurssachen,,1820,1821.0
Neues Magazin gemeinnüziger Beobachtungen und interessanter Rechtsfälle in Concurssachen,,2024,
Vida,,2022,
Magazin des königlich-baierischen Staats- und Privatrechts,,1808,1810.0
Magazin des königlich-baierischen Staats- und Privatrechts,,2024,
Der Deutsche Bund,,1815,1815.0
Der Deutsche Bund,,2024,
Polizeikalender,,1969,1998.0
Polizeikalender,,2024,
Polizeikalender,,2024,
Generika,,2004,2009.0
Schriften zum Umweltrecht,,1981,
Kirchen- und Staatskirchenrecht,KStKR,2004,2022.0
Kirchen- und Staatskirchenrecht,KStKR,2024,
Kirchen- und Staatskirchenrecht,KStKR,2004,2013.0
Studien zur bayerischen Verfassungs- und Sozialgeschichte,,1962,
"Hochschulsammlung Rechtswissenschaft, Wirtschaftsrecht",,1978,
Internet und Gesellschaft,IuG,2018,
Rechtsvergleichung und Rechtsvereinheitlichung,RuR,2018,
Jahrbücher der Gesetzgebung und der Rechtswissenschaft des Großherzogthums Baden,,1813,1813.0
Finanz- und Steuerrecht in Deutschland und Europa,,2007,
Finanz- und Steuerrecht in Deutschland und Europa,,2024,
Finanz- und Steuerrecht in Deutschland und Europa,,2024,
Dokumente und Texte,,1992,
"Anwalt-Zertifikat online, Bau- und Architektenrecht",,2009,
"Anwalt-Zertifikat online, IT-Recht",,2007,
Entscheidungen des Bundesoberseeamtes und der Seeämter,BOSeeAE,1990,2002.0
Quellen zur Rechtsvergleichung aus dem Osteuropa-Institut an der Freien Universität Berlin,,1968,2013.0
Quellen zur Rechtsvergleichung aus dem Osteuropa-Institut an der Freien Universität Berlin,,2024,
Teilzeitarbeit und geringfügige Beschäftigung bis ... DM,,2024,
Schutz der Forderungen der Arbeitnehmer bei Zahlungsunfähigkeit ihres Arbeitgebers,,1991,1992.0
Schriften zum Unternehmensrecht mitsamt seinen ökonomischen Bezügen,,2015,
"VdK-Zeitung, Saarland",,1993,
"VdK-Zeitung, Saarland",,1993,
Berliner kriminologische Studien,,2000,2009.0
Berliner kriminologische Studien,,2024,
Archiv für die Rechtspflege und Gesetzgebung im Großherzogthum Baden,,1830,1838.0
Neues juristisches Magazin,,1784,1784.0
Saarländischer Spendenspiegel,,2020,
Rechtsfragen in Wettbewerb und Werbung,RWW,1982,
Rechtsfragen in Wettbewerb und Werbung,RWW,2024,
Archiv für das Handelsrecht,,1818,1821.0
"Recht, Sicherheit und Verwaltung in internationaler Perspektive",,2012,
"Der Arbeitsmarkt in Hessen, Sonderuntersuchung über Arbeitslose",,1978,1997.0
Steuerberaterhonorar ...,,1996,
Lebenslange Freiheitsstrafe und Sicherungsverwahrung,,2009,
Würzburger wehrwissenschaftliche Abhandlungen,,1967,1974.0
Hamburger Abhandlungen aus dem Seminar für Öffentliches Recht der Universität Hamburg,,1970,1983.0
Badischer Stellenanzeiger für Kriegsinvalide,,1915,1916.0
Recht und Gesellschaft,,1974,1974.0
Kommune 21,,2001,
GmbH aktuell,,2005,2006.0
Förderung der beruflichen Bildung,,1984,
Zweiseiter,,2016,2019.0
Beiträge zum Sicherheitsrecht und zur Sicherheitspolitik,,2018,
"Finanzierung, Bewertung und Sanierung von Unternehmen",,2018,
Vertrags-Praxis plus,,2007,2008.0
"Branchenreport, GKV",,2005,2008.0
Schriften zum deutschen und internationalen Persönlichkeits- und Immaterialgüterrecht,,2002,
Schriften zum deutschen und internationalen Persönlichkeits- und Immaterialgüterrecht,,2002,
"Beiträge zur Gesetzgebung und praktischen Jurisprudenz, mit besonderer Rücksicht auf Bayern",,1827,1831.0
"Beiträge zur Gesetzgebung und praktischen Jurisprudenz, mit besonderer Rücksicht auf Bayern",,2024,
"Beiträge zur Gesetzgebung und praktischen Jurisprudenz, mit besonderer Rücksicht auf Bayern",,2024,
Verkehr kompakt,,2021,
Zeitschrift für eine künftig aufzustellende Rechtswissenschaft nach dem Prinzip eines transzendentalen Realismus,,1802,1802.0
Zeitschrift für eine künftig aufzustellende Rechtswissenschaft nach dem Prinzip eines transzendentalen Realismus,,2024,
Magazin des Criminalrechts,,1804,1804.0
Magazin des Criminalrechts,,2024,
Hof und Staat,,1808,1810.0
Hof und Staat,,2024,
Hof und Staat,,2024,
Juristisches Magazin,,1818,1818.0
Juristisches Magazin,,2024,
Zeitschrift für österreichische Rechtsgelehrsamkeit und politische Gesetzkunde,,1825,1845.0
Zeitschrift für österreichische Rechtsgelehrsamkeit und politische Gesetzkunde,,2024,
"Neue Annalen der Gesetzgebung, Rechtsgelehrsamkeit und Rechtspflege, in den Kurhessischen Staaten",,1815,1817.0
"Neue Annalen der Gesetzgebung, Rechtsgelehrsamkeit und Rechtspflege, in den Kurhessischen Staaten",,2024,
Annalen der Gesetzgebung Napoleons,,1808,1813.0
Annalen der Gesetzgebung Napoleons,,2024,
Annalen der deutschen und ausländischen Criminal-Rechtspflege,,1828,1845.0
Annalen der deutschen und ausländischen Criminal-Rechtspflege,,1837,1840.0
Annalen der deutschen und ausländischen Criminal-Rechtspflege,,2024,
Annalen der deutschen und ausländischen Criminal-Rechtspflege,,2024,
Jahrbücher für Diplomatik und deutsches Staatsrecht,,1820,1820.0
Jahrbücher für Diplomatik und deutsches Staatsrecht,,2024,
Energierecht,ER,2012,
Ancilla iuris,anci.ch,2008,2008.0
Computer,,1992,1999.0
"Schweizerisches Jahrbuch für Kirchenrecht, Beiheft = Cahier",SJKR,1997,
"Schweizerisches Jahrbuch für Kirchenrecht, Beiheft = Cahier",SJKR,1997,2009.0
Cologne technology review & law,CTRL,2021,
Beiträge zum Sportrecht,,1998,
Juristisches Magazin besonders für die Herzoglich Braunschweigischen Lande,,1814,1832.0
Juristisches Magazin besonders für die Herzoglich Braunschweigischen Lande,,2024,
Zeitschrift für Geschichte und Gesetzgebung Württembergs,,1818,1818.0
Zeitschrift für Geschichte und Gesetzgebung Württembergs,,2024,
Magie der Forensik,,2021,
Magie der Forensik,,2024,
Magie der Forensik,,2024,
Deutsche Zeitschrift für Kirchenrecht,,1892,1917.0
Deutsche Zeitschrift für Kirchenrecht,,2024,
"Annalen der Gesetzgebung, Rechtsgelehrsamkeit und Rechtspflege in den kurhessischen Landen",,1804,1814.0
"Annalen der Gesetzgebung, Rechtsgelehrsamkeit und Rechtspflege in den kurhessischen Landen",,2024,
Juristische Miscellen besonders das preußische Recht betreffend,,1804,1805.0
Juristische Miscellen besonders das preußische Recht betreffend,,2024,
KCW Schriftenreihe,,2021,
Taschenbuch für ehemalige Angehörige des öffentlichen Dienstes und ihre Hinterbliebenen,,1990,1993.0
"Sozialgesetzbuch, 10: Verwaltungsverfahren, Schutz der Sozialdaten, Zusammenarbeit der Leistungsträger und ihre Beziehungen zu Dritten / Bandherausgeber: Prof. Dr. Peter Becker",SGB,2006,
"Zeitschrift für Gesetzgebung, Rechtswissenschaft und Rechtspflege im Königreiche Hannover, so wie in den Herzogthümern Lauenburg und Holstein",,1823,1823.0
"Zeitschrift für Gesetzgebung, Rechtswissenschaft und Rechtspflege im Königreiche Hannover, so wie in den Herzogthümern Lauenburg und Holstein",,2024,
Beyträge zur juristischen Praxis auf Academien,,1825,1825.0
Beyträge zur juristischen Praxis auf Academien,,2024,
Zeitschrift für die Civil- und Criminal-Rechtspflege im Königreich Hannover,,1826,1827.0
Zeitschrift für die Civil- und Criminal-Rechtspflege im Königreich Hannover,,2024,
Bau aktuell,,2010,
Gesamtes Recht der Unternehmen und Finanzen,,2019,
Agrarmarktordnungen in der Europäischen Union und Agrarmärkte in Deutschland,,1997,
"Schriftenreihe zu Medienrecht, Medienproduktion und Medienökonomie",,2001,
Yasa,,2004,2006.0
Rechtspflegerblatt,,2009,
Ausländisches Privat- und Privatverfahrensrecht in deutscher Sprache,,1990,
GFS-Sommer-Symposion,,1979,
"VdK-Zeitung, Niedersachsen-Bremen",,1993,
"VdK-Zeitung, Niedersachsen-Bremen",,1993,
"Anwalt-Zertifikat online, Verkehrsrecht",,2009,
Schriftenreihe zum Versicherungsrecht,,2017,
Steuererklärung für Arbeitnehmer ...,,2019,
Haushaltsrede des Hessischen Ministers der Finanzen ... zum Landeshaushalt im Hessischen Landtag ...,,1957,
"Anwalt-Zertifikat online, Erbrecht",,2009,
"Branchenreport, Versicherungen",,2004,2012.0
"Linzer Universitätsschriften, Schriften zum Zivil-, Handels- und Wirtschaftsrecht",,1992,
"Linzer Universitätsschriften, Schriften zum Zivil-, Handels- und Wirtschaftsrecht",,1992,1996.0
Schriftenreihe / Juristische Studiengesellschaft Karlsruhe,,1952,2004.0
Schriftenreihe / Juristische Studiengesellschaft Karlsruhe,,2024,
Toxichem Krimtech,,1976,
Ministerielle Antidiskriminierungsarbeit in Berlin - Bilanz ... bis ...,,2016,
Der Rechtsbeistand,Rbeistand,1970,2011.0
Der Rechtsbeistand,Rbeistand,2024,
Euroclio,,2000,
Leipziger Vorträge zu Recht und Politik,,2019,
"Jahresbericht über Jugendkriminalität, Jugendverwahrlosung und Jugendgefährdung in Baden-Württemberg",,1972,1977.0
"Annalen der Gesetzgebung, Rechtsgelehrsamkeit und Rechtspflege in den kurhessischen Landen",,1804,1814.0
Mein gutes Recht,,1990,1991.0
Zeitschrift für Geschichte und Gesetzgebung Württembergs,,1818,1818.0
Schriftenreihe zum gewerblichen Rechtsschutz,,1966,
Schriftenreihe zum gewerblichen Rechtsschutz,,2024,
Schriftenreihe zum gewerblichen Rechtsschutz,,2024,
Schriftenreihe zum gewerblichen Rechtsschutz,,2024,
Magazin für die Polizei,,1987,2009.0
Magazin für die Polizei,,1987,1990.0
Interdisciplinary studies in human rights,,2018,
Strafverteidigung,StrV,1988,
Verkehrs-Brief,,1947,
Verkehrs-Brief,,1988,1988.0
Recht in Afrika,,1998,
Recht in Afrika,,2024,
Informationsbrief Energiesteuer,,2017,
Krakowskie studia z historii państwa i prawa,,2004,
Staatskirchenrechtliche Abhandlungen,SKA,1971,
Sammlung der neuesten und wichtigsten Deductionen in teutschen Staats- und Rechts-Sachen,,1752,1756.0
Medizin § Recht,,2012,2019.0
Healthcare & Hospital Law,,2021,
Sozialtherapie im Strafvollzug ...,,2004,
Aufenthaltsrechtliche Illegalität,,2010,
"Forschungsbericht / Juristische Fakultät, Wirtschafts- und Sozialwissenschaftliche Fakultät, Friedrich-Alexander-Universität Erlangen-Nürnberg",,1994,1994.0
Schriften zum Staatskirchenrecht,,2000,
Schriften zum Staatskirchenrecht,,2000,2012.0
Leitfaden zum Versicherungs- und Beitragsrecht,,1989,2010.0
Leitfaden zum Versicherungs- und Beitragsrecht,,2024,
steuer-newsletter.de,,1999,2006.0
Zeitschrift für die Criminal-Rechts-Pflege in den preussischen Staaten mit Ausschluß der Rheinprovinzen,ZfdCrRPf,1825,1833.0
Beiträge zur Erläuterung des preußischen Rechts durch Theorie und Praxis,,1857,1866.0
Beiträge zum Kartellrecht,BtrKR,2019,
Archiv für das preussische Handels- und Wechselrecht,,1844,1848.0
Der Honorar-Brief für Rechtsanwälte,,1999,2012.0
Der Honorar-Brief für Rechtsanwälte,,2004,2004.0
Der Honorar-Brief für Rechtsanwälte,,2007,2007.0
Arbeitsrecht in der betrieblichen Praxis,,2013,
Archiv für öffentliches Recht,,1885,1910.0
Archiv für öffentliches Recht,,2024,
Übersicht über den Grundstücksmarkt in Leverkusen,,1993,1999.0
Schriftenreihe des Centrum für Deutsches & Europäisches Insolvenzrecht,,2015,
Schriftenreihe arbeitsrechtliche Forschungsergebnisse,,1999,
ICC publication,,1947,
ICC publication,,2024,
Magazin,,2022,
Sui generis,,2014,
Immissionsschutzrecht,,2003,2008.0
Zeitschrift für deutsches Recht und deutsche Rechtswissenschaft,,1839,1861.0
Zeitschrift für deutsches Recht und deutsche Rechtswissenschaft,,2024,
Zeitschrift für deutsches Recht und deutsche Rechtswissenschaft,,2024,
CD HMJ,HMJ,2005,2015.0
WeltTrends-Thesis,Thesis,2008,
Rheinisches Archiv für Zivil- und Strafrecht,,1907,1915.0
Rheinisches Archiv für Zivil- und Strafrecht,,2024,
Rheinisches Archiv für Zivil- und Strafrecht,,2024,
Rheinisches Archiv für Zivil- und Strafrecht,,2024,
Kommunalwirtschaftliche Forschung und Praxis,,1998,
Kommunalwirtschaftliche Forschung und Praxis,,2024,
Entscheidungen des Oberlandesgerichtes Wien im Leistungsstreitverfahren zweiter Instanz der Sozialversicherung (SSV),,1962,1987.0
Produktionsleiter aktuell,,2012,
Produktionsleiter aktuell,,2012,
Schriftenreihe der Polizei-Führungsakademie,,1974,2006.0
Schriftenreihe der Polizei-Führungsakademie,,2024,
Schriftenreihe der Polizei-Führungsakademie,,2024,
Schriftenreihe der Polizei-Führungsakademie,,2024,
"Pflanzen und Tiere in Rheinland-Pfalz, Sonderheft",,1992,2004.0
Magazin für die Staats- und Gemeindeverwaltung im Großherzogtum Oldenburg,,1860,1869.0
Des hochlöbl. schwäbischen Kreises vollständiges Staats- und Addreß-Buch,,1766,1786.0
Des hochlöbl. schwäbischen Kreises vollständiges Staats- und Addreß-Buch,,1766,
Des hochlöbl. schwäbischen Kreises vollständiges Staats- und Addreß-Buch,,2024,
Strafrechtliche Fragen der Gegenwart,,2004,
Anleger-Recht + [und] -Rat,,1984,
Pflege & Urteil praktisch,,2003,2007.0
Pflege & Urteil praktisch,,2024,
Verfassungsrecht und Verfassungswirklichkeit,,1967,1977.0
Beiträge zur neueren Privatrechtsgeschichte,BNP,1967,2004.0
Beiträge zur neueren Privatrechtsgeschichte,BNP,2024,
MPIL research paper series,,2016,
Studien zum Medizinstrafrecht,,2020,
"Amtsblatt der Europäischen Gemeinschaften, S: Supplement zum Amtsblatt der Europäischen Gemeinschaften",,2002,2003.0
Blätter für gerichtliche Anthropologie,,1850,1862.0
"Informationsreihe Rentenversicherung, Sammelband ..",,1977,
"Informationsreihe Rentenversicherung, Sammelband ..",,2024,
Karlsruher Dialog zum Informationsrecht,,2012,2013.0
Global governance spotlight,,2012,
Friedreich's Blätter für gerichtliche Medicin und Sanitätspolizei,,1863,1914.0
Erlanger juristische Abhandlungen,,1968,2003.0
Apothekenrecht aktuell,,2014,2017.0
#Prison-Info,,2017,
Der Lebensmittelkontrolleur,LMK,2007,
Der Lebensmittelkontrolleur,LMK,2024,
Der Lebensmittelkontrolleur,LMK,2007,
Rechtswissenschaftliche Arbeitspapiere der Technischen Universität Braunschweig,RATUBS,2010,
Rechtswissenschaftliche Arbeitspapiere der Technischen Universität Braunschweig,RATUBS,2010,2013.0
Der Zollbeamte,DZB,1966,1991.0
Das Anwaltbüro,,1964,1972.0
Steuer-Praxis für Bauunternehmer,,1966,2009.0
Schriften zum internationalen und vergleichenden Privatrecht,,2001,
KCW Schriftenreihe,,2021,
Arbeitsrechtliche Schriften,,2019,
Gesundes Unternehmen,,2022,
Gesundes Unternehmen,,2022,
Schriftenreihe der Gedenkstätte in der JVA Wolfenbüttel,,2018,
Juristisches Wochenblatt,,1772,1775.0
Juristisches Wochenblatt,,1772,
Juristisches Wochenblatt,,2024,
Infodienst Datenschutz für Praktiker,,2018,
Ethik und Recht,,2015,
VergabePrax,,2009,
Schriftenreihe zum deutschen und europäischen Gesellschafts- und Wirtschaftsrecht,,2004,
Schriftenreihe zum deutschen und europäischen Gesellschafts- und Wirtschaftsrecht,,2024,
Ersatzkasse-Report Baden-Württemberg,,2005,2020.0
Ersatzkasse-Report Baden-Württemberg,,2005,2008.0
Revista crítica de derecho canónico pluriconfesional,,2014,
Juristische Bibliothek,,1788,1790.0
Juristische Bibliothek,,2024,
Gesellschafts- und Kapitalmarktrecht,GesKR,2006,
Gesellschafts- und Kapitalmarktrecht,GesKR,2024,
Steuer-Schutzbrief,,1993,2005.0
Steuer-Schutzbrief,,2024,
Steuer-Schutzbrief,,2024,
Dr. Siebenhaar's Archiv für deutsches Wechselrecht und Handelsrecht,,1870,1874.0
Dr. Siebenhaar's Archiv für deutsches Wechselrecht und Handelsrecht,,2024,
"Wissenschaft, Forschung und Kunst",WFuK,1996,2000.0
Schriftenreihe der Juristischen Studiengesellschaft Trier e.V,,2003,
Sicherheit für Geschäftsführer,,2016,2017.0
Sicherheit für Geschäftsführer,,2016,
Neues Archiv der preußischen Gesetzgebung und Rechtsgelehrsamkeit,,1800,1805.0
Neues Archiv der preußischen Gesetzgebung und Rechtsgelehrsamkeit,,2024,
Das Public Sector Magazin,,2022,
Praktiker-Handbuch Bewertung des Grundvermögens und Besteuerung ...,,2006,
Aktuelle juristische Praxis,AJP,1992,
