name,abbr,year_start,year_end
Verkehrsrechtsreport,VRR,2024,
Verkehrsrechtsreport,VRR,2024,
BiB - Beraterpraxis im Blickpunkt,BiB,2006,
Neue teutsche Staats-Litteratur,,1795,1795.0
D + B Arztbrief,,2017,2019.0
D + B Arztbrief,,2017,
"Ranking, Transparenz ... / Open Knowledge Foundation Deutschland e.V",,2017,
Sammlung geltender Staatsangehörigkeitsgesetze,,1949,1982.0
Polizei + Verkehrssicherheit,,1989,2004.0
Polizei + Verkehrssicherheit,,2024,
Polizeiliche Kriminalstatistik,,1976,
Polizeiliche Kriminalstatistik,,1991,1991.0
Abrechnung über die Rentenzahlungen und Beitragserstattungen in der Rentenversicherung der Angestellten,,1962,1974.0
Jahrbuch Baurecht ...,,1998,2013.0
Jahrbuch Baurecht ...,,2024,
AGV Report,,2017,
Rundbrief soziale Arbeit und Strafrecht,,1984,1992.0
"Neue Samlung von Staats-Schriften zur Erläuterung der neuesten Welt- und teutschen Reichs-Geschichten, nach Ableben Kayser Carl des Siebenden",,1745,1747.0
"Neue Samlung von Staats-Schriften zur Erläuterung der neuesten Welt- und teutschen Reichs-Geschichten, nach Ableben Kayser Carl des Siebenden",,2024,
Wochentlicher Welt- und Staats-Spiegel,,1747,1750.0
Wochentlicher Welt- und Staats-Spiegel,,2024,
Wochentlicher Welt- und Staats-Spiegel,,2024,
Tag der Juristischen Fakultät,,1998,2007.0
Tag der Juristischen Fakultät,,2024,
"European aspects, Law series",,1973,1978.0
Frankfurter Schriften zum Medienrecht,,1992,
Steueränderungen aktuell,,1995,1997.0
Das Freischüßler,,1999,
Lexikon für Selbstständige & Unternehmer ...,,2015,2020.0
Tätigkeitsbericht der Schlichtungsstelle nach dem Kapitalanlagegesetzbuch der Bundesanstalt für Finanzdienstleistungsaufsicht,,2013,
Steuern & Recht,,1988,2008.0
Steuern & Recht,,2024,
Bilanz aktuell,,2014,2022.0
Bilanz aktuell,,2024,
Bilanz aktuell,,2024,
Immobilien vermieten & verwalten,,2008,
Foreign trade,,2013,
Foreign trade,,2018,2018.0
Tätigkeitsbericht der Verbraucherschlichtungsstelle bei der Bundesanstalt für Finanzdienstleistungsaufsicht,,2017,
"Baubetriebswirtschaft, Baurecht",,1965,1971.0
Hispano-deutsche Zeitschrift für Rechts- und Institutionsgeschichte,HDZRI,2023,
Positionen,,2010,
"Amtsblatt der Bundesbahndirektion, München",,1953,1993.0
"Berliner Juristische Universitätsschriften / Humboldt-Universität zu Berlin, Öffentliches Recht",,1995,
"Berliner Juristische Universitätsschriften / Humboldt-Universität zu Berlin, Öffentliches Recht",,1995,2001.0
Archiv bankrechtlicher Entscheidungen,,1968,1974.0
Ausländische Aktiengesetze,,1955,2005.0
Ausländische Aktiengesetze,,2024,
Diversity in Recht & Wirtschaft,,2023,
IW Forum,,2009,
Steuerliche Vierteljahresschrift,StVj,1989,1994.0
"Fachserie / Statistisches Bundesamt, Wiesbaden, 1. Reihe 1. 5: Bevölkerung und Erwerbstätigkeit. Gebiet und Bevölkerung. Staatsangehörigkeit",,1977,1981.0
Zeitschrift für geistiges Eigentum,ZGE,2009,
Humanitäres Völkerrecht,HuV,2018,
Kritische Zeitschrift für Rechtswissenschaft und Gesetzgebung des Auslandes,,1829,1856.0
Kirche & Recht,KuR,2006,
FIW-Dokumentation,,1970,1992.0
BGIA-Report,,2007,2009.0
"Berliner Juristische Universitätsschriften / Humboldt-Universität zu Berlin, Grundlagen des Rechts",,1994,
"Berliner Juristische Universitätsschriften / Humboldt-Universität zu Berlin, Grundlagen des Rechts",,1994,2002.0
"Mittel- und Osteuropawissenschaften, Reihe Recht",,1999,
"Schriften zum Medien-, Urheber- und Wirtschaftsrecht",,2009,
"Schriften zum Medien-, Urheber- und Wirtschaftsrecht",,2013,2017.0
"Schriften zum Medien-, Urheber- und Wirtschaftsrecht",,2009,2012.0
Veröffentlichungen des Instituts für Energierecht an der Universität Bonn,,1960,1963.0
Beiträge zum Europa- und Völkerrecht,,2009,
"Amtsblatt der Reichsbahndirektion, München",,1942,1949.0
Handbuch-Gesamtband ... Vermögensteuer-Hauptveranlagung mit Erbschaftsteuer und Einheitswertfeststellung des Grundvermögens mit Grundsteuer,,1986,1995.0
"Polizeikalender, Landesausgabe Berlin",,1957,1966.0
Arzt- und Arzneimittelrecht,,1976,1977.0
"Unternehmerbeilage Recht, Wirtschaft, Steuern für Bauunternehmer, Arbeitsrecht",,2009,2012.0
JUVE Steuermarkt,,2017,2021.0
Rechtsalmanach für Ärzte,,1992,
Jahrbuch Windenergierecht ...,,2013,2019.0
Jahrbuch Windenergierecht ...,,2012,
Food and drug Austria,,1998,2001.0
Arbeitgeber Handbuch Personal & Arbeitsrecht,,2017,
Baurecht für das Land Mecklenburg-Vorpommern,,1992,
"JURAT, ... für das Personalbüro",,1997,1997.0
Arbeitgeber-Handbuch Personal & Arbeitsrecht,,2012,
Arbeitsrecht,,2008,
Arbeitsrecht,ARV,2001,
Zweckverbände in Baden-Württemberg,,1989,1991.0
Jahrbuch forensische Psychiatrie,,2019,
"Bildung und Beruf, 157. A: Kaufmännisch-betriebswirtschaftlicher Bereich 7. Personal- und betriebliches Sozialwesen, Arbeits- und Sozialrecht, Lohn- und Tarifwesen, betriebliches Aus- und Fortbildungswesen : berufliche Weiterbildung",,1992,1992.0
EnEV aktuell,,2007,2016.0
Arbeitsrecht pur,,1997,2000.0
Arbeitsrecht pur,,1998,1998.0
Handbuch Bau Freistaat Sachsen,,1995,2021.0
Handbuch Bau Freistaat Sachsen,,1995,
Der deutsche Forstmann <Düsseldorf>,,1961,1988.0
Zeitschrift für soziale Strafrechtspflege,,2006,2020.0
"Fachserie / Statistisches Bundesamt, Wiesbaden, 13. Reihe 1: Sozialleistungen. Altersvorsorge, Versicherte in der Kranken- und Pflegeversicherung : (Ergebnisse des Mikrozensus)",,1992,2004.0
Personaltipp aktuell,,2015,
Gemeindewirtschaft,,2023,
Betrifft Justiz,,1985,
Betrifft Justiz,,2024,
Betrifft Justiz,,2024,
Betrifft Justiz,,2024,
Betrifft Justiz,,2024,
GmbH-Änderungen konkret,,2012,2012.0
Das Mietrecht,,1989,
"GdS-Magazin / Gewerkschaft der Sozialversicherung, GdS",,1999,
"GdS-Magazin / Gewerkschaft der Sozialversicherung, GdS",,2024,
Kanonistische Studien und Texte,,1928,
Kanonistische Studien und Texte,,2024,
"Fachserie / Statistisches Bundesamt, Wiesbaden, 10. Reihe 1: Rechtspflege. Ausgewählte Zahlen für die Rechtspflege",,1992,2008.0
"Fachserie / Statistisches Bundesamt, Wiesbaden, 10. Reihe 1: Rechtspflege. Ausgewählte Zahlen für die Rechtspflege",,2024,
"Konsulats- und Mustervorschriften, Nachtrag",K und M,1925,
"Konsulats- und Mustervorschriften, Nachtrag",K und M,2024,
"Konsulats- und Mustervorschriften, Nachtrag",K und M,2011,
Die Veranlagten Einkommen der Körperschaften,,1982,1982.0
Gerichtliche Kriminalstatistik,,1982,
Gerichtliche Kriminalstatistik,,2024,
Tabellen zur Aufbewahrung der wichtigsten statistischen Veränderungen in den vornehmsten europäischen Staaten,,1787,1791.0
Tabellen zur Aufbewahrung der wichtigsten statistischen Veränderungen in den vornehmsten europäischen Staaten,,1787,
Tabellen zur Aufbewahrung der wichtigsten statistischen Veränderungen in den vornehmsten europäischen Staaten,,2024,
Baurecht für das Land Thüringen,,1992,
Recht und Religionen,,2023,
Abfall Prax,,1999,2000.0
Berliner Recht für Schule und Lehrer,BRSchL,1981,2022.0
Berliner Recht für Schule und Lehrer,BRSchL,2024,
Baurecht und Baupraxis,BrBp,2003,2005.0
Praxis Verkehrsrecht,PVR,2001,2003.0
Praxis Verkehrsrecht,PVR,2024,
Sächsischer Baumarkt,,1990,1993.0
Sächsischer Baumarkt,,2024,
Jahrbuch für Lehrerinnen und Lehrer,,2009,
Rechtsprechung spezial neue Bundesländer,RAnB,1994,1998.0
BAG-Report,BAGR,2001,2005.0
Arbeitsgesetze,,1992,2021.0
Arbeitsgesetze,,2024,
Arbeitsschutz aktuell,ASa,1990,2003.0
Arbeitsschutz aktuell,ASa,1990,1990.0
Arbeitsschutz aktuell,ASa,1991,1995.0
"Verzeichnis der Anschriften der Gemeinden, Verwaltungsgemeinschaften, Landkreise und Bezirke in Bayern",,1986,2000.0
JUVE Inhouse Steuern ...,,2019,
Mitteilungen des Bayerischen Notarvereins,,1924,1934.0
Schriften zum öffentlichen Recht,SöR,1958,
Personal-Leitung inside,,2004,2005.0
Thüringer Jäger,,1992,
Thüringer Jäger,,2024,
Thüringer Jäger,,2010,
Thüringer Jäger,,2024,
Wirtschaftsrecht und Wirtschaftsverfassung,,1979,
Wirtschaftsrecht und Wirtschaftsverfassung,,2024,
Entscheidungen zu alkoholbedingten Verkehrsstraftaten und Ordnungswidrigkeiten,,1975,2005.0
Entscheidungen zu alkoholbedingten Verkehrsstraftaten und Ordnungswidrigkeiten,,2024,
Urteilsdienst für den Betriebsrat,,2005,
Urteilsdienst für den Betriebsrat,,2014,2014.0
Urteilsdienst für den Betriebsrat,,2024,
Urteilsdienst für den Betriebsrat,,2024,
Urteilsdienst für den Betriebsrat,,2005,
Der Jäger in Baden-Württemberg,,1960,2019.0
Der Jäger in Baden-Württemberg,,2024,
Der Jäger in Baden-Württemberg,,2024,
Der Jäger in Baden-Württemberg,,2024,
BGH - Jahrbuch Strafrecht ...,,2017,
Vermögensteuer-Veranlagung,,1949,1983.0
Zeitschrift für Familien- und Erbrecht,ZFE,2002,2011.0
Zeitschrift für Familien- und Erbrecht,ZFE,2010,2010.0
"Arzt, Zahnarzt, Recht",AZR,2003,2009.0
"Arzt, Zahnarzt, Recht",AZR,2006,2006.0
Anwalt und Kanzlei,AK,2013,
CD-Sicherheits-Management,,1994,2012.0
CD-Sicherheits-Management,,2024,
Steuerberater-Rechtshandbuch,,1988,
Vorträge und Aufsätze / Walter Eucken Institut,,1958,1996.0
Anlagen- und Betriebssicherheit,,2002,
KrankenhausRecht,KHR,2007,2010.0
KrankenhausRecht,KHR,2024,
Steuer-Fax,,1994,1995.0
Bundessteuerblatt,,1995,
Bundessteuerblatt,,2024,
Jahrbuch des Migrationsrechts für die Bundesrepublik Deutschland ...,,2021,
Passrecht,,2021,
KammerMitteilungen,,2005,
Advonet.info,,2002,2002.0
Untersuchungen zur Ordnungstheorie und Ordnungspolitik,UOrd,1997,
Untersuchungen zur Ordnungstheorie und Ordnungspolitik,UOrd,2024,
"Die juristische Woche, Verbraucherrecht",JWO,2003,2004.0
Informationsdienst Betriebs-Sicherheit,,2007,2008.0
Jahrbuch Verkehrsrecht,,1998,2000.0
Entscheidungen des Bundesoberseeamtes und der Seeämter der Bundesrepublik Deutschland,,1950,1990.0
Entscheidungen des Bundesoberseeamtes und der Seeämter der Bundesrepublik Deutschland,,2024,
Baurechtliche Blätter,bbl,1998,
Baurechtliche Blätter,bbl,2012,
"Zölle, Abgaben, Steuern aktuell",,1994,
Abfallrecht und Entsorgungspraxis,,1996,2008.0
"Praxishandbuch GmbH-Geschäftsführer, Das Magazin : erfolgreich und rechtssicher handeln",,2012,2022.0
"Praxishandbuch GmbH-Geschäftsführer, Das Magazin : erfolgreich und rechtssicher handeln",,2024,
"Praxishandbuch GmbH-Geschäftsführer, Das Magazin : erfolgreich und rechtssicher handeln",,2012,
"Die Fortbildung, Ausgabe BDIVWA",,1977,1978.0
Vermögen & Steuern,,1998,2012.0
Vermögen & Steuern,,1998,2001.0
Recht und Justiz,,1981,2019.0
Rechtssicher handeln in der Pflege,,2012,2021.0
Fischers Tarif-Nachrichten für Eisenbahn und Kraftwagen,,1953,1993.0
Der Bau-Rechtsberater,BauRB,2003,2005.0
Arbeitgeber-Praxis aktuell,,2005,2005.0
Lexware-GmbH-Wissen,Redmark,2008,
Lexware-GmbH-Wissen,Redmark,2008,2009.0
Safety-Plus,,2001,2022.0
Safety-Plus,,2017,2017.0
Safety-Plus,,2024,
Safety-Plus,,2001,
Praxishandbuch GmbH-Geschäftsführer,,2001,
Praxishandbuch GmbH-Geschäftsführer,,2001,
Berliner Kommentar Insolvenzrecht,,2010,
Berliner Kommentar Insolvenzrecht,,2024,
Faktor Arbeitsschutz,,1997,2010.0
Faktor Arbeitsschutz,,2024,
Archiv des Völkerrechts,,1948,
Baurecht für den Freistaat Sachsen,,1992,
Aktivitäten auf dem Gebiet der Staats- und Verwaltungsmodernisierung in den Ländern und beim Bund,,2004,2015.0
Aktivitäten auf dem Gebiet der Staats- und Verwaltungsmodernisierung in den Ländern und beim Bund,,2004,
Arbeits- und SozialrechtsKartei,ASoK,1996,
Verwaltungsmodernisierung,,2005,2005.0
Archiv für Rechts- und Wirtschaftsphilosophie,,1907,1933.0
Archiv für Rechts- und Wirtschaftsphilosophie,,1907,
LAG-Report,,2001,2005.0
"Handbuch-Gesamtband Vermögensteuer-Hauptveranlagung, Hauptfeststellung der Einheitswerte des Grundvermögens",,1975,1983.0
Recht der Zahlungsdienste,RdZ,2020,
Beiträge zum Privat- und Wirtschaftsrecht,,1964,
ELSA Austria law review,EALR,2017,
BAG-Urteile,,1998,1999.0
"Fachserie / Statistisches Bundesamt, Wiesbaden, A. Reihe 9. 1: Bevölkerung und Kultur. Rechtspflege. Organisation, Personal, Geschäftsanfall und -erledigung der ordentlichen Gerichte. Strafgerichtsbarkeit",,1975,1976.0
Vergabe Infoletter,VIL,2013,
REthinking: law,,2018,
Sammlung der neuesten Staats-Angelegenheiten vornemlich des Deutschen Reichs,,1768,1770.0
WettbR-CD,WettbR,1999,2001.0
Baurecht für das Land Brandenburg,,1992,
Zeitschrift für Vergaberecht,RPA,2010,
Informationsdienst für den Kranken- und Pflegebereich,,1995,1998.0
Präventionsbericht / Rheinische Landwirtschaftliche Berufsgenossenschaft,,2000,2001.0
Der RVG-Berater,,2004,2005.0
Hausmeister-Handbuch ...,,2015,
Steuerfit,Steuertip,1999,2004.0
Steuerfit,Steuertip,1998,
Steuerfit,Steuertip,1999,2002.0
Steuerfit,Steuertip,2003,
Amtsblatt des Sächsischen Staatsministeriums der Finanzen,,1991,1997.0
Beiträge zur Sozialpolitik und zum Sozialrecht,,1982,
Architektenbuch,,1975,1977.0
Anwalts- und Notarverzeichnis,,1994,1994.0
Schriften zur Praxis des gewerblichen Rechtsschutzes,,2000,
"Monumenta Germaniae historica, 5: Leges. Constitvtiones et acta pvblica imperatorvm et regvm",,1893,
"Monumenta Germaniae historica, 5: Leges. Constitvtiones et acta pvblica imperatorvm et regvm",,2024,
"Monumenta Germaniae historica, 5: Leges. Constitvtiones et acta pvblica imperatorvm et regvm",,2024,
Advo.net,,2000,2002.0
Die Privatstiftung,PSR,2009,
FamR-Volltext-CD-ROM,,1991,1998.0
Informationsdienst öffentliches Baurecht,BRS-Info,2000,2012.0
Informationsdienst öffentliches Baurecht,BRS-Info,2024,
Schutzunfähige Warenzeichen,,1979,1981.0
Aktuelles Recht zum Dienstverhältnis,ARD,2007,
Arbeits- und Sozialgesetze,,1996,2002.0
Archiv für die civilistische Praxis,AcP,1818,
Archiv für die civilistische Praxis,AcP,2024,
Freiburger rechtswissenschaftliche Abhandlungen,FRA,2007,
Nachhaltigkeitsrecht,,2021,
Lexware-GmbH-News,GmbH-News,2012,2017.0
Komplett-Standesamt,,2003,2010.0
"SteuerSparErklärung, Rentner ..",,2019,
Arbeitsrecht,,1998,1998.0
Bericht zum Tierschutz,,1986,1995.0
Tabellen zur Aufbewahrung der wichtigsten statistischen Veränderungen in den vornehmsten europäischen Staaten,,1787,1794.0
Tabellen zur Aufbewahrung der wichtigsten statistischen Veränderungen in den vornehmsten europäischen Staaten,,1787,
Recht innovativ,,2017,2018.0
Seminar aktuell,,2015,
Zeitschrift für Vergaberecht und Beschaffungspraxis,ZVB,2001,2009.0
BGH-Urteile,,1998,1999.0
Jahrbuch für Lehrerinnen und Lehrer,,2002,2008.0
Jahrbuch für Lehrerinnen und Lehrer,,2008,2008.0
Bericht über die Entwicklung der Menschenrechtssituation in Deutschland,,2016,
Rechtswissenschaftliche Arbeitspapiere der TU Braunschweig,RATUBS,2010,
Branchenlösung Umsatzsteuer,,2014,2022.0
"Soziologischer Literaturinformationsdienst, Kriminalsoziologie + Rechtssoziologie",,1982,1983.0
Ius Orientis & Africae,,2016,
"Teutsche Staatskanzlei, Deductions- und Urkundensammlung : ein Beitrag zur Teutschen Staatskanzlei",,1785,1799.0
"Teutsche Staatskanzlei, Deductions- und Urkundensammlung : ein Beitrag zur Teutschen Staatskanzlei",,2024,
Die lebendige Gemeinde,,1958,1976.0
Rechtsphilosophische und rechtshistorische Studien,,1985,
Rechtstheorie,,2019,
Regensburger Beiträge zum Staats- und Verwaltungsrecht,,2005,
Regensburger Beiträge zum Staats- und Verwaltungsrecht,,2005,
Regensburger Beiträge zum Staats- und Verwaltungsrecht,,2024,
Österreichisches Anwaltsblatt,,1970,
Medizin und Recht,,1976,1981.0
EStG Kommentar,,1981,
Familienrecht,,1998,1998.0
Der juristische Federfechter,,1751,1753.0
Geheim,,1985,
Geheim,,2024,
Geheim,,2024,
Geheim,,2000,
"Die Bundesrepublik, Teilausgabe Nordrhein-Westfalen",,1963,1963.0
Europäische Perspektiven,,1965,1971.0
Jus privatum,JusPriv,1991,
Info 110,,1990,
Info 110,,2024,
Förderung der beruflichen Fortbildung und Umschulung,,1994,1997.0
"Deutsches Beamten-Jahrbuch, Bundesausgabe",,1968,
"Deutsches Beamten-Jahrbuch, Bundesausgabe",,1971,1992.0
"Deutsches Beamten-Jahrbuch, Bundesausgabe",,2024,
"Deutsches Beamten-Jahrbuch, Bundesausgabe",,1968,1970.0
GmbH-Urteils-Dienst,,2002,2012.0
Beiträge zur rechtssoziologischen Forschung,,1985,
ArbeitGeberRechte Betriebsrat,,2006,2008.0
Arbeitssicherheits-Update ... für das Qualitätsmanagement,,2015,
Exportbestimmungen in andere Länder,,2018,2019.0
Zentralblatt Rechtsmedizin,,1982,1996.0
Schriftenreihe des Instituts für Rundfunkrecht an der Universität zu Köln,,1968,
MenschenRechtsMagazin,MRM,1996,
MenschenRechtsMagazin,MRM,2024,
Personalpraxis heute,,2013,2014.0
"Richtlinien für Arbeitsverträge in den Einrichtungen des Deutschen Caritasverbandes, [Loseblatt-Ausgabe der AVR]",AVR,1961,
Anwalts- und Notarverzeichnis der Bundesrepublik,,1953,1988.0
Bibliographie / Bundesforschungsanstalt für Naturschutz und Landschaftsökologie,,1976,1993.0
Deubner Straßenverkehrsrecht-Express,,2005,2005.0
KAN-Brief,Brief,1998,
Planen und Bauen,,1982,
Planen und Bauen,,2024,
Planen und Bauen,,2024,
SF-Medien,SF,2003,2013.0
SF-Medien,SF,2024,
Kölner Steuerinformation,,1968,1977.0
Arbeitssicherheit,,1972,2023.0
"Zeitschrift für das Recht der Außenwirtschaft, Sanktionen und Auslandsinvestitionen",ZASA,2023,
Zeitschrift für Rechtssoziologie,,1980,
Zeitschrift für Rechtssoziologie,,2024,
Zeitschrift für Rechtssoziologie,,2024,
Zeitschrift für Rechtssoziologie,,2024,
Zeitschrift für Rechtssoziologie,,2024,
Personal abc,,1984,
Personal abc,,2000,2000.0
Personal abc,,2024,
Keimer's Notar-Circulaire,,2001,2001.0
"Azur, Anwaltskarriere",,2007,2008.0
FamExpress,,2008,2015.0
Europäische Grundrechte-Zeitschrift,,2021,
"Jahresbericht ... / BADS, Bund gegen Alkohol und Drogen im Straßenverkehr",,1999,
Haushaltsplan ... der Studierendenschaft der Universität Osnabrück,,2013,
Polizeiwissenschaftliche Analysen,,2002,
Redmark - die GmbH-News,,2009,2012.0
Redmark - die GmbH-News,,2009,2009.0
Der Apotheker-Berater,AB,1980,2012.0
"JUSTUF, [Ausgabe Köln] : das Magazin für Kölner Juristen",,1986,1998.0
Das Strafrecht vor neuen Herausforderungen,,2003,
Jahres-Handbuch Personal,,2000,2003.0
Jahres-Handbuch Personal,,2000,2002.0
"Zuwendungsrecht, Zuwendungspraxis",,1982,
"Zuwendungsrecht, Zuwendungspraxis",,2024,
Journal for European environmental & planning law,,2004,
Journal for European environmental & planning law,,2004,2007.0
Journal for European environmental & planning law,,2024,
Verzeichnis der Krankenhäuser und Vorsorge- oder Rehabilitationseinrichtungen in Schleswig-Holstein,,1993,2003.0
Verbraucherrecht kompakt,,2003,2005.0
ImmoSTR,,2005,
Pflegerecht,,2012,
Reno,,1981,2001.0
Reno,,2024,
Jahrbuch Juristen,,1996,1996.0
Gesundheitspolitik,,1995,2008.0
"Sächsisches Archiv für bürgerliches Recht und Prozeß, Ergänzungsband",,1892,1902.0
"Sächsisches Archiv für bürgerliches Recht und Prozeß, Ergänzungsband",,2024,
Rechtverblüffend,,2020,
Schadens- und Versicherungsrecht,,2011,
GI aktuell,GIaktuell,2007,2019.0
Journal / European Court of Auditors,,2009,
Markt und Wettbewerb der Krankenversicherung,,2000,2005.0
Markt und Wettbewerb der Krankenversicherung,,2024,
Architektenhandbuch,,1978,
Die Fundstelle für die Gemeindeverwaltung in Baden-Württemberg,,1978,1980.0
Deutsche Notariatszeitung,,1872,1899.0
Deutsche Notariatszeitung,,2024,
Tagungen der Gesellschaft für Umweltrecht e.V,GfU,2004,
"Personalführung, Lohnsteuer- und Sozialversicherungsrecht ... kompakt",,2017,
Haus & Grund,,2005,
Haus & Grund,,2024,
"Handbuch-Sonderband ... Vermögensteuer, Einheitswertfeststellung, Erbschaftsteuer, Grundsteuer",,1991,1991.0
Jus internationale et Europaeum,JusIntEu,2007,
Schweizerisches Arbeitsrecht,SARB,1997,2001.0
Baurecht für Bau-Unternehmen,,2006,2007.0
Passrecht,,2010,2020.0
Passrecht,,2010,
Schriften zum Strafrecht und Strafprozessrecht,,1991,
Schriften zum Strafrecht und Strafprozessrecht,,2024,
Schriften zum Strafrecht und Strafprozessrecht,,2024,
Jahrbuch für Recht und Ethik,JRE,1993,
Informationen für Arbeitnehmer,,1996,1996.0
"Die juristische Woche, Familienrecht",JWO,2003,2004.0
Interdisziplinäre Zeitschrift für Familienrecht,iFamZ,2006,
Konstanzer Schriften zur Rechtswissenschaft,,1988,
Schriftenreihe Medienrecht & Medientheorie,,2020,
"Ausbildung, Prüfung, Fortbildung, Landesausgabe Brandenburg",APF,1993,2005.0
Der Sozialversicherungsfachangestellte,SF,1980,2003.0
Der Arzt und sein Recht,,1988,2002.0
Unsere Steuern von A-Z,,1975,1999.0
Amtliche Mitteilungen / Fachhochschule Brandenburg,,1995,2016.0
Der Kfz-Anwalt,,2010,2011.0
Info-Letter Versicherungs- und Haftungsrecht,,2003,2004.0
Religionsrechtliche Studien,,1996,2001.0
Grundlagen der Rechtswissenschaft,GRW,2004,
Juristische Bibliothek von neuen juristischen Büchern und kleinen Abhandlungen,,1764,1782.0
Ius commune,,1967,2001.0
RENO-Info-aktuell,,2000,2003.0
Ambulant + stationär aktuell,,1977,
Ambulant + stationär aktuell,,2024,
Ambulant + stationär aktuell,,2024,
Ambulant + stationär aktuell,,2024,
Ambulant + stationär aktuell,,2024,
Entscheiderbrief,,2009,
"Recht, Automobil, Wirtschaft",RAW,2013,
"Recht, Automobil, Wirtschaft",RAW,2024,
Betriebsratswahlen ...,,2013,2017.0
"Managing Europe, Gesetzgebung: Entwicklungsstatus der europäischen Gesetzgebung",,1990,
Hitzig's Annalen der deutschen und ausländischen Criminal-Rechtspflege,,1845,1855.0
Hitzig's Annalen der deutschen und ausländischen Criminal-Rechtspflege,,2024,
Hitzig's Annalen der deutschen und ausländischen Criminal-Rechtspflege,,2024,
"Schriftenreihe der Gesellschaft für Kriminologie, Polizei und Recht e.V, ... Masterarbeit",,2015,
Bundesgleichstellungsgesetz,BGleiG,2002,
Heidelberger Beiträge zum Finanz- und Steuerrecht,,2015,
FORIS-Anwalts-Zeitung,,1999,2001.0
Reichskammergerichtliche Miscellen,,1805,1806.0
Reichskammergerichtliche Miscellen,,2024,
Zeitschrift für Gesundheitsrecht,ZfG,2016,
BAG-SB Informationen,,1986,
BAG-SB Informationen,,2017,
BAG-SB Informationen,,1986,2016.0
Wirtschafts- und verwaltungsrechtliche Studien,,1990,
DJG-Magazin,,1999,2018.0
DJG-Magazin,,2024,
Wasserrecht und betriebliche Abwasserentsorgung,,1996,2008.0
Wasserrecht und betriebliche Abwasserentsorgung,,2007,
Topeins,Top eins,2018,
Topeins,Top eins,2024,
Die Fundstelle für die Kommunalverwaltung in Baden-Württemberg,,1980,1999.0
Offene Vermögensfragen spezial,,1991,2000.0
Working paper,,2012,
Der juristische Blick,,2005,2023.0
Krankenversicherung und Pflegeversicherung für Rentner,,1995,1995.0
Arbeitsschutzpraxis für Betriebsräte,,2014,
Arbeitsschutzpraxis für Betriebsräte,,2024,
Schriften des Vereins für Umweltrecht Bremen,,2002,
"Berliner juristische Universitätsschriften / Humboldt-Universität zu Berlin, Zivilrecht",,1995,
"Berliner juristische Universitätsschriften / Humboldt-Universität zu Berlin, Zivilrecht",,2024,
"Berliner juristische Universitätsschriften / Humboldt-Universität zu Berlin, Zivilrecht",,2024,
Zeitschrift für das Notariat und für die freiwillige Rechtspflege der Gerichte in Bayern,,1900,1912.0
Schriften zum japanischen Recht,,2020,
Cologne occasional papers on international peace and security law,,2013,
Cologne occasional papers on international peace and security law,,2013,
Arbeiten zur Rechtsvergleichung,,1958,2004.0
Arbeiten zur Rechtsvergleichung,,2024,
... ökumenischer Bericht zur Religionsfreiheit  weltweit ...,,2023,
Spiel und Recht,SuR,2017,
Quellen und Forschungen zur Strafrechtsgeschichte,,1970,
Amtliche Mitteilungen des Bundesausgleichsamtes,Mitt. BAA,1990,2013.0
Polizeiliche Kriminalstatistik,,1972,1988.0
"Sächsisches Archiv für bürgerliches Recht und Prozeß, Ergänzungsband",,1892,1902.0
Berichte des Nationalen Zentrums für Kriminalprävention,,2017,
Teilzeitarbeit und geringfügige Beschäftigung bis ... DM,,1995,1996.0
Frankfurter Abhandlungen zum Sozialrecht,,1994,2012.0
Frankfurter Abhandlungen zum Sozialrecht,,1994,
Frankfurter Abhandlungen zum Sozialrecht,,2000,
Arbeitsrechtliche Entscheidungen,AE,1997,
Arbeitsrechtliche Entscheidungen,AE,2024,
Jahresbericht enthaltend die in der Generalversammlung vorgetragene Darstellung des Umfanges und der Wirksamkeit der Rheinisch-Westphälischen Gefängnis-Gesellschaft zur Sittlichen und Bürgerlichen Besserung der Gefangenen,,1836,1857.0
Jahresbericht enthaltend die in der Generalversammlung vorgetragene Darstellung des Umfanges und der Wirksamkeit der Rheinisch-Westphälischen Gefängnis-Gesellschaft zur Sittlichen und Bürgerlichen Besserung der Gefangenen,,2024,
Zeitungen für Rechtsgelehrte,,1788,1789.0
Food & Recht Praxis,,2007,
Neue Staatswissenschaften,NStW,2007,
"Sitzungsdokumente / Europäische Gemeinschaften, Europäisches Parlament, Serie A: Berichte",,1985,1993.0
"Sitzungsdokumente / Europäische Gemeinschaften, Europäisches Parlament, Serie A: Berichte",,2024,
DGUV-Faktor Arbeitsschutz,,2010,2017.0
DGUV-Faktor Arbeitsschutz,,2012,2012.0
Berliner Hochschulschriften zum gewerblichen Rechtsschutz und Urheberrecht,,1974,2007.0
Berliner Hochschulschriften zum gewerblichen Rechtsschutz und Urheberrecht,,1994,2002.0
Berliner Hochschulschriften zum gewerblichen Rechtsschutz und Urheberrecht,,1974,1994.0
Juridikum,,1989,
Juristische Blätter,,2007,
Juristische Blätter,,2024,
Umsatzsteuer aktuell,,2005,
Umsatzsteuer aktuell,,2024,
Umsatzsteuer aktuell,,2024,
Umsatzsteuer aktuell,,2024,
Der Arbeits-Rechts-Berater,ArbRB,2001,
Der Arbeits-Rechts-Berater,ArbRB,2024,
Neudenker,,2021,2022.0
Internationaler Rechtshilfeverkehr in Strafsachen,,2007,
